,Salt Lake,Davis,Washington,Weber,Summit,Utah,Tooele,Wasatch,Box Elder,Cache,Iron,Unknown,Morgan,Uintah,Garfield,San Juan,Kane,Carbon,Duchesne,Emery,Grand,Juab,Millard,Sevier,Sanpete,Piute,Rich,Beaver,Wayne,Daggett
2021-04-30,848,166,204,199,12,380,41,21,50,45,32,11,11,22,10,37,5,17,9,9,3,12,13,14,22,2,0,7,0,0
2021-05-01,849,166,204,199,12,380,41,21,50,45,32,11,11,22,10,37,5,17,9,9,3,12,13,14,22,2,0,7,0,0
2021-05-02,849,166,204,199,12,381,41,21,50,45,32,11,11,22,10,37,5,17,9,9,3,12,13,14,22,2,0,7,0,0
2021-05-03,849,166,204,199,12,381,41,21,50,45,32,11,11,22,10,37,5,17,9,9,3,12,13,14,22,2,0,7,0,0
2021-05-04,855,166,204,200,12,381,41,21,50,45,32,17,11,22,10,37,5,17,9,9,3,12,13,14,22,2,0,7,0,0
2021-05-05,855,166,204,201,12,381,41,21,50,45,32,18,11,22,10,37,5,17,9,9,3,12,13,14,22,2,0,7,0,0
2021-05-06,855,166,204,201,12,381,41,21,50,47,32,14,11,23,10,37,5,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-07,857,166,204,202,12,381,41,21,50,47,32,15,11,23,10,37,5,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-08,857,166,204,202,12,381,41,21,50,47,32,15,11,23,10,37,5,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-09,858,166,204,202,12,381,41,21,50,47,32,15,11,23,10,37,5,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-10,858,167,204,202,12,381,41,21,50,47,32,15,11,23,10,37,5,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-11,862,169,204,202,12,382,42,21,50,47,32,17,11,23,10,37,6,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-12,870,169,205,203,12,384,42,22,50,47,32,17,11,23,10,37,6,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-13,872,170,205,203,12,385,43,22,50,47,32,18,11,23,10,37,6,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-14,872,170,205,204,12,385,43,22,50,47,32,18,11,23,10,37,6,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-15,873,170,205,204,12,386,43,22,50,47,32,18,11,23,10,37,6,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-16,873,170,205,204,12,386,43,22,50,47,32,18,11,23,10,37,6,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-17,873,170,205,204,12,387,43,22,50,47,32,18,11,23,10,37,6,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-18,877,170,205,204,12,390,43,22,50,47,32,23,11,23,10,37,6,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-19,878,171,205,204,12,390,44,22,50,47,32,24,11,23,10,37,6,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-20,878,172,205,204,13,390,44,22,50,47,32,26,11,23,10,37,6,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-21,887,172,206,204,13,391,44,22,50,47,32,25,11,23,10,37,6,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-22,887,172,206,204,13,392,44,22,50,47,32,25,11,23,10,37,6,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-23,887,172,206,204,13,392,44,22,50,47,32,25,11,23,10,37,6,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-24,887,172,206,209,13,393,44,22,50,47,32,21,11,23,10,37,6,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-25,887,172,206,209,13,393,44,22,50,47,32,21,11,23,10,37,6,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-26,887,172,206,209,13,393,44,22,50,47,32,21,11,23,10,37,6,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-27,888,172,206,209,13,393,44,22,50,47,32,22,11,23,10,37,6,17,9,9,3,12,14,14,22,2,0,7,0,0
2021-05-28,890,172,206,209,13,393,44,22,51,47,32,21,11,23,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-05-29,891,172,206,209,13,394,44,22,51,47,33,22,11,23,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-05-30,891,172,206,209,13,394,44,22,51,47,33,22,11,23,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-05-31,892,172,206,209,13,394,44,22,50,47,33,23,11,23,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-06-01,892,172,206,209,13,394,44,22,51,47,33,22,11,23,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-06-02,893,172,206,210,13,395,44,22,51,47,33,22,11,23,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-06-03,893,172,207,210,13,396,44,22,52,47,33,22,11,23,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-06-04,894,173,207,210,13,396,44,22,53,47,33,22,11,23,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-06-05,894,173,207,210,13,396,44,22,53,47,33,22,11,23,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-06-06,894,173,207,210,13,396,44,22,53,47,33,22,11,23,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-06-07,894,173,207,210,13,397,44,22,53,48,33,22,11,23,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-06-08,894,173,207,210,13,398,44,22,53,48,33,22,11,25,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-06-09,896,173,207,210,13,398,44,22,53,48,33,22,11,25,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-06-10,896,174,207,210,13,398,44,22,53,48,33,22,11,25,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-06-11,896,174,207,210,13,398,44,22,53,48,33,22,11,25,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-06-12,897,174,208,210,13,400,44,22,53,48,33,22,11,25,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-06-13,897,174,208,210,13,400,44,22,53,48,33,22,11,25,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-06-14,897,174,208,210,13,400,44,22,53,48,33,22,11,25,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-06-15,897,174,208,210,13,400,44,22,53,48,33,22,11,25,10,37,6,17,9,9,4,12,14,14,22,2,0,7,0,0
2021-06-16,896,174,208,210,13,400,44,22,53,48,33,23,11,25,10,37,6,17,9,9,4,12,14,15,22,2,0,7,0,0
2021-06-17,896,174,208,210,13,400,44,22,53,48,33,23,11,25,10,37,6,17,9,9,4,12,14,15,22,2,0,7,0,0
2021-06-18,896,175,208,211,13,400,44,22,53,48,33,23,11,25,10,37,6,17,9,9,4,12,14,15,22,2,0,7,0,0
2021-06-19,897,175,208,211,13,400,44,22,53,48,34,23,11,25,10,37,6,17,9,9,4,12,14,15,22,2,0,7,0,0
2021-06-20,897,176,208,211,13,401,44,22,53,48,34,23,11,25,10,37,6,17,9,9,4,12,14,15,22,2,0,7,0,0
2021-06-21,897,176,208,211,13,401,44,22,53,48,34,23,11,25,10,37,6,17,9,9,4,12,14,15,22,2,0,7,0,0
2021-06-22,897,177,209,211,13,402,44,22,53,48,34,23,11,25,10,37,6,17,9,9,4,12,14,15,22,2,0,7,0,0
2021-06-23,898,177,209,211,13,403,44,22,54,48,34,23,11,25,10,37,6,17,9,9,4,12,14,15,22,2,0,7,0,0
2021-06-24,898,177,209,211,13,403,44,22,54,48,34,23,11,25,10,37,6,17,9,10,4,12,14,15,22,2,0,7,0,0
2021-06-25,907,179,209,211,13,405,44,22,54,48,34,23,11,25,10,37,6,17,9,10,4,12,14,15,23,2,0,7,0,0
2021-06-26,909,179,209,211,13,406,44,22,54,49,34,23,11,25,10,37,6,17,9,10,4,12,14,15,23,2,0,7,0,0
2021-06-27,912,180,209,211,14,406,44,22,54,49,34,26,11,25,10,37,6,17,9,10,4,12,14,15,23,2,0,7,0,0
2021-06-28,913,180,209,214,14,406,44,22,54,49,34,24,11,25,10,37,6,17,9,10,4,12,14,15,23,2,0,7,0,0
2021-06-29,914,181,209,214,14,406,44,22,55,49,34,24,11,25,10,37,6,17,9,10,4,12,14,15,23,2,0,7,0,0
2021-06-30,916,181,209,214,14,406,44,22,55,50,35,23,11,25,10,37,6,17,9,10,4,12,14,15,23,2,0,7,0,0
2021-07-01,918,182,209,214,14,406,45,22,55,50,35,23,11,25,10,37,6,17,9,10,4,12,14,15,23,2,0,7,0,0
2021-07-02,919,182,209,214,14,406,45,22,56,51,35,23,11,25,10,37,6,17,9,10,4,12,14,15,23,2,0,7,0,0
2021-07-03,919,182,209,214,14,406,45,22,56,51,35,23,11,25,10,37,6,17,9,10,4,12,14,15,23,2,0,7,0,0
2021-07-04,919,182,209,214,14,406,45,22,56,51,35,23,11,25,10,37,6,17,9,10,4,12,14,15,23,2,0,7,0,0
2021-07-05,919,182,209,214,14,406,45,22,56,51,35,23,11,25,10,37,6,17,9,10,4,12,14,15,23,2,0,7,0,0
2021-07-06,920,184,210,214,15,408,45,22,56,51,35,23,11,25,10,37,6,17,9,10,4,12,14,15,23,2,0,7,0,0
2021-07-07,920,184,210,214,15,408,45,22,56,51,37,23,11,25,10,37,6,17,9,10,4,12,14,15,23,2,0,7,0,0
2021-07-08,922,184,210,214,15,408,45,22,56,51,37,23,11,25,10,37,6,17,9,10,4,12,14,15,23,2,0,7,0,0
2021-07-09,921,184,210,214,15,410,46,22,56,51,37,25,11,25,10,37,6,17,9,10,4,12,14,15,23,2,0,7,0,0
2021-07-10,921,184,210,214,15,410,46,22,56,51,37,24,11,25,10,37,6,18,9,10,4,12,14,15,23,2,0,7,0,0
2021-07-11,921,184,210,214,15,410,46,22,56,51,37,24,11,25,10,37,6,18,9,10,4,12,14,15,23,2,0,7,0,0
2021-07-12,921,185,212,214,15,411,47,22,56,51,37,25,11,25,10,37,6,18,9,10,4,12,14,15,23,2,0,7,0,0
2021-07-13,923,186,212,214,15,411,47,22,56,51,37,25,11,25,10,37,6,18,9,10,4,12,14,15,23,2,0,7,0,0
2021-07-14,924,186,212,215,15,411,47,22,56,51,37,28,11,25,10,37,6,18,9,10,4,12,14,15,23,2,0,7,0,0
2021-07-15,926,186,212,214,15,412,47,22,56,51,37,28,11,25,10,37,6,19,9,10,4,12,14,15,23,2,0,7,0,0
2021-07-16,927,186,212,214,15,412,48,22,56,51,37,29,11,25,10,37,6,19,9,10,4,12,14,15,23,2,0,7,0,0
2021-07-17,927,186,212,214,15,412,48,22,56,52,37,27,11,25,10,37,6,19,9,10,4,12,14,15,24,2,0,7,0,0
2021-07-18,927,186,212,214,15,412,48,22,56,52,37,27,11,25,10,37,6,19,9,10,4,12,14,15,24,2,0,7,0,0
2021-07-19,928,187,212,214,15,412,48,22,56,52,37,28,11,25,10,37,6,19,9,10,4,12,14,15,24,2,0,7,0,0
2021-07-20,929,188,212,214,15,413,48,22,56,52,37,29,11,25,10,37,6,19,9,10,4,12,14,15,24,2,0,7,0,0
2021-07-21,931,188,212,220,15,414,48,22,56,52,37,23,11,26,10,37,6,19,9,10,4,12,14,15,24,2,0,7,0,0
2021-07-22,932,188,212,220,15,414,48,22,56,52,37,23,11,26,10,37,6,19,9,10,4,12,14,15,24,2,0,7,0,0
2021-07-23,932,188,212,220,15,414,48,22,56,52,37,23,11,26,10,37,6,19,9,10,4,12,14,15,24,2,0,7,0,0
2021-07-24,932,188,212,220,15,414,48,22,56,52,37,23,11,26,10,37,6,19,9,10,4,12,14,15,24,2,0,7,0,0
2021-07-25,932,188,212,220,15,414,48,22,56,52,37,23,11,26,10,37,6,19,9,10,4,12,14,15,24,2,0,7,0,0
2021-07-26,934,190,214,221,15,414,49,22,57,52,37,23,11,26,10,37,6,19,9,10,4,12,14,15,24,2,0,7,0,0
2021-07-27,937,191,214,221,15,414,49,22,57,52,37,24,11,27,10,37,6,19,9,10,4,12,15,15,24,2,0,7,0,0
2021-07-28,939,191,214,221,15,414,49,22,57,52,37,25,11,29,10,37,7,19,9,10,4,12,15,15,24,2,0,7,0,0
2021-07-29,941,191,214,222,15,415,49,22,57,52,37,24,11,29,10,37,7,19,9,10,4,12,15,15,24,2,0,7,0,0
2021-07-30,942,191,214,222,15,415,49,22,57,52,37,24,11,29,10,37,7,19,9,10,4,12,15,15,24,2,0,7,0,0
2021-07-31,942,191,214,222,15,415,49,22,57,52,37,24,11,29,10,37,7,19,9,10,4,12,15,15,24,2,0,7,0,0
2021-08-01,942,191,214,222,15,415,49,22,57,52,37,24,11,29,10,37,7,19,9,10,4,12,15,15,24,2,0,7,0,0
2021-08-02,947,191,217,225,15,417,50,22,57,52,37,24,11,30,10,37,7,19,9,10,4,12,15,15,24,2,0,7,0,0
2021-08-03,947,191,217,225,15,419,50,22,57,52,37,24,11,30,10,37,8,19,9,10,4,12,16,15,25,2,0,7,0,0
2021-08-04,949,191,217,225,15,420,50,22,57,52,37,28,11,30,10,37,8,20,9,10,4,12,16,15,25,2,0,7,0,0
2021-08-05,951,191,218,228,15,421,50,22,59,53,37,25,11,30,10,37,8,20,9,10,4,12,16,15,25,2,0,7,0,0
2021-08-06,953,194,218,228,15,423,50,22,59,54,37,25,11,30,10,37,8,20,9,10,4,12,16,15,25,2,0,7,0,0
2021-08-07,953,194,218,229,15,423,50,22,59,54,37,24,11,30,10,37,8,20,9,10,4,12,16,15,25,2,0,7,0,0
2021-08-08,953,194,218,229,15,423,50,22,59,54,37,24,11,30,10,37,8,20,9,10,4,12,16,15,25,2,0,7,0,0
2021-08-09,956,196,218,230,15,425,50,22,60,54,37,24,11,30,10,37,8,20,9,10,4,12,16,15,25,2,0,7,0,0
