,Douglas,Cass,Knox,Sarpy,Adams,Lincoln,Nemaha,Buffalo,Lancaster,Dawson,Madison,Washington,Saunders,Dodge,Hall,Kearney,Gosper,Platte,Scotts Bluff,Antelope,Unknown,York,Kimball,Cuming,Colfax,Gage,Hamilton,Otoe,Merrick,Cherry,Johnson,Phelps,Seward,Cheyenne,Custer,Stanton,Burt,Polk,Clay,Franklin,Webster,Box Butte,Pierce,Wayne,Dakota,Saline,Morrill,Howard,Nance,Butler,Red Willow,Furnas,Dixon,Fillmore,Greeley,Sherman,Thurston,Jefferson,Cedar,Valley,Frontier,Hitchcock,Keith,Holt,Boone,Thomas,Dawes,Richardson,Nuckolls,Chase,Thayer,Boyd,Garden,Garfield,Banner,Sioux,Harlan,Rock,Sheridan,Hooker,McPherson,Pawnee,Deuel,Dundy,Perkins,Wheeler,Arthur,Brown,Keya Paha,Logan,Loup,Grant,Blaine,Hayes
2021-04-28,70415,2633,885,22425,2898,3761,675,5464,30932,2876,4215,2184,2497,4914,7731,688,181,4118,4639,524,839,1732,414,1037,1589,2179,936,1443,770,299,640,994,1984,927,846,361,666,582,690,240,380,938,628,1067,4090,2021,501,551,409,851,1206,503,604,497,212,191,832,661,767,326,191,253,714,856,580,53,738,721,430,462,489,174,113,147,35,39,220,102,509,54,29,234,102,178,289,39,22,219,53,80,40,39,20,59
2021-04-29,70586,2637,885,22454,2898,3763,680,5466,30982,2876,4218,2184,2499,4916,7744,688,181,4119,4639,525,747,1734,414,1037,1590,2178,936,1443,771,299,640,994,1988,927,846,361,666,583,691,240,380,934,628,1069,4090,2021,503,551,410,852,1207,503,604,497,212,191,832,662,766,326,193,253,717,856,583,53,741,721,430,462,492,174,112,148,35,39,219,102,510,54,29,233,101,178,288,39,22,219,53,80,42,39,20,59
2021-04-30,70687,2636,884,22483,2899,3769,680,5472,31033,2878,4219,2187,2504,4924,7744,688,181,4123,4639,525,770,1734,414,1038,1589,2182,936,1444,771,299,640,994,1988,929,846,361,666,583,691,240,380,933,630,1073,4090,2023,504,551,410,852,1207,504,605,498,213,191,833,663,767,328,193,253,717,858,583,53,741,722,430,462,493,174,113,148,35,39,219,102,510,54,29,233,101,178,288,39,22,219,53,80,42,39,20,59
2021-05-01,70687,2637,886,22517,2905,3773,680,5476,31061,2878,4222,2187,2506,4926,7744,688,181,4125,4639,525,869,1736,414,1038,1590,2183,936,1446,771,299,640,994,1988,929,846,361,666,583,693,240,380,933,630,1074,4090,2024,506,551,410,852,1208,504,605,500,213,191,833,663,767,328,193,253,717,858,584,53,741,722,430,462,494,174,113,149,35,39,219,102,510,54,29,233,101,178,288,39,22,219,53,81,42,39,20,59
2021-05-02,70727,2639,885,22532,2905,3775,681,5476,31071,2880,4222,2187,2509,4927,7744,688,181,4125,4639,525,877,1736,414,1039,1591,2185,936,1448,771,299,640,994,1988,929,846,361,666,583,693,240,380,934,630,1077,4090,2025,506,551,410,852,1207,504,606,500,213,191,833,663,767,328,193,253,717,858,584,53,741,722,430,462,494,174,113,149,35,39,219,102,510,54,29,233,101,179,288,39,22,219,53,81,42,39,20,59
2021-05-03,70770,2640,886,22550,2907,3775,681,5477,31092,2881,4223,2186,2509,4931,7762,688,181,4126,4641,525,825,1736,414,1039,1591,2185,945,1450,774,299,640,994,1990,930,846,361,666,583,693,240,380,933,630,1077,4108,2025,506,551,410,853,1207,504,606,500,213,191,833,663,768,328,193,253,717,858,584,53,742,722,430,462,494,174,113,149,35,39,219,102,510,54,29,233,101,179,288,39,22,219,53,81,42,39,20,59
2021-05-04,70891,2642,886,22574,2908,3784,682,5484,31128,2881,4222,2188,2514,4933,7762,689,181,4128,4641,525,844,1740,413,1039,1591,2184,945,1453,774,299,640,995,1990,930,848,361,666,583,693,241,380,934,631,1079,4108,2027,506,552,410,853,1207,504,608,501,213,191,833,663,769,328,193,253,717,858,584,53,741,723,430,462,494,174,113,149,35,39,219,102,511,54,29,233,101,182,289,39,22,219,53,81,42,39,20,59
2021-05-05,70965,2643,886,22597,2913,3800,682,5490,31158,2882,4223,2189,2517,4938,7785,691,182,4129,4641,525,850,1744,413,1040,1591,2184,953,1454,774,299,640,996,1992,932,848,361,666,583,695,241,380,934,632,1078,4108,2028,507,553,411,854,1208,505,608,503,213,191,834,664,768,328,193,253,718,859,585,53,742,724,430,462,494,175,113,149,35,39,219,102,511,54,29,233,102,183,289,39,22,219,53,81,42,39,21,59
2021-05-06,71049,2655,886,22626,2916,3803,683,5492,31197,2882,4227,2190,2517,4941,7785,691,183,4133,4644,525,852,1744,413,1041,1591,2184,953,1454,774,299,640,999,1992,932,849,361,666,583,695,241,380,933,633,1078,4108,2028,510,552,411,854,1207,507,608,504,213,197,835,664,769,327,193,254,718,859,585,53,743,724,430,462,494,175,113,150,35,39,219,102,514,54,29,233,102,183,289,39,22,219,53,81,42,39,21,59
2021-05-07,71136,2657,886,22649,2925,3806,683,5491,31231,2882,4226,2192,2517,4945,7800,690,182,4134,4644,525,859,1745,413,1043,1592,2185,956,1456,777,299,641,998,1992,932,850,362,668,584,695,241,381,934,634,1077,4108,2033,510,551,412,854,1209,507,608,504,213,198,835,664,771,327,193,254,718,860,584,53,742,724,430,462,495,176,113,150,36,39,219,102,516,54,29,233,102,184,291,39,22,219,53,81,42,39,21,59
2021-05-08,71202,2658,885,22675,2929,3808,683,5495,31266,2882,4228,2192,2521,4945,7800,690,182,4134,4644,525,875,1749,413,1045,1592,2185,956,1457,777,299,641,998,1992,933,850,362,668,585,698,241,381,933,634,1077,4108,2035,510,551,412,854,1211,508,608,504,214,200,839,665,770,327,193,254,719,860,584,53,744,727,430,463,495,176,114,151,36,39,219,102,516,54,29,233,102,184,293,39,22,219,53,82,42,39,21,59
2021-05-09,71236,2658,885,22685,2930,3811,683,5497,31284,2883,4229,2191,2524,4945,7800,690,182,4135,4644,525,878,1749,413,1045,1592,2185,956,1458,777,300,641,999,1992,933,850,362,668,585,698,241,381,934,634,1077,4108,2037,510,552,413,854,1211,508,608,504,214,200,839,665,771,327,193,254,720,860,584,53,744,727,430,462,496,176,113,151,36,39,219,102,517,54,29,233,102,184,293,39,22,219,53,82,42,39,21,60
2021-05-10,71259,2659,885,22698,2933,3814,683,5501,31290,2883,4229,2191,2527,4946,7809,690,182,4135,4645,525,847,1755,413,1045,1592,2185,958,1459,777,300,641,999,1996,933,850,362,668,585,700,242,381,934,634,1077,4117,2037,510,552,413,856,1211,508,608,505,214,200,839,666,770,328,193,254,720,861,584,53,744,727,430,462,496,176,113,151,36,39,219,102,517,54,29,233,102,184,293,39,22,219,53,82,42,39,21,60
2021-05-11,71359,2665,885,22710,2959,3823,686,5501,31311,2883,4289,2192,2529,4947,7817,690,182,4139,4645,532,938,1755,414,1048,1595,2185,958,1461,777,300,642,1000,1996,933,850,373,668,585,703,242,383,937,641,1087,4117,2038,510,552,413,856,1211,508,610,505,214,201,841,666,776,328,192,254,720,862,584,53,743,727,431,462,496,176,113,151,36,39,219,102,517,54,29,233,103,184,293,39,22,219,53,82,42,39,21,60
2021-05-12,71409,2666,887,22740,2966,3832,686,5502,31330,2886,4290,2192,2529,4951,7829,690,182,4140,4645,533,930,1760,414,1049,1595,2185,962,1462,786,300,642,1002,1998,933,850,373,668,585,704,242,384,937,641,1088,4117,2038,511,554,413,856,1210,508,610,505,214,206,841,667,775,330,192,255,720,863,584,53,745,727,431,463,495,176,113,151,36,39,219,102,521,54,29,233,103,184,293,39,22,219,53,82,42,39,21,60
2021-05-13,71463,2668,886,22763,2970,3835,688,5507,31346,2885,4295,2193,2530,4953,7840,689,183,4141,4645,534,947,1760,415,1050,1594,2185,962,1464,786,300,642,1002,1998,936,850,372,668,585,704,242,387,937,641,1088,4117,2038,510,554,414,856,1209,508,611,505,214,208,841,669,775,329,192,255,720,863,584,53,745,727,431,463,495,176,113,151,36,39,219,102,523,54,29,233,103,184,293,39,22,219,53,82,42,39,21,60
2021-05-14,71488,2669,886,22777,2971,3840,688,5511,31356,2886,4295,2195,2531,4954,7843,688,183,4144,4645,534,953,1760,415,1050,1595,2185,963,1465,786,300,642,1002,1998,936,851,372,669,585,704,242,387,937,641,1089,4117,2038,510,556,414,856,1209,508,611,505,214,208,842,669,775,329,194,255,720,864,584,53,745,727,431,463,495,176,113,151,36,39,219,102,523,54,29,233,103,184,293,39,22,219,53,82,42,39,21,60
2021-05-15,71488,2669,886,22777,2971,3840,688,5511,31356,2886,4295,2195,2531,4954,7843,688,183,4144,4645,534,953,1760,415,1050,1595,2185,963,1465,786,300,642,1002,1998,936,851,372,669,585,704,242,387,937,641,1089,4117,2038,510,556,414,856,1209,508,611,505,214,208,842,669,775,329,194,255,720,864,584,53,745,727,431,463,495,176,113,151,36,39,219,102,523,54,29,233,103,184,293,39,22,219,53,82,42,39,21,60
2021-05-16,71488,2669,886,22777,2971,3840,688,5511,31356,2886,4295,2195,2531,4954,7843,688,183,4144,4645,534,953,1760,415,1050,1595,2185,963,1465,786,300,642,1002,1998,936,851,372,669,585,704,242,387,937,641,1089,4117,2038,510,556,414,856,1209,508,611,505,214,208,842,669,775,329,194,255,720,864,584,53,745,727,431,463,495,176,113,151,36,39,219,102,523,54,29,233,103,184,293,39,22,219,53,82,42,39,21,60
2021-05-17,71558,2669,887,22801,2972,3846,690,5515,31376,2887,4298,2196,2532,4956,7844,688,183,4146,4648,535,945,1765,415,1051,1595,2185,963,1467,786,300,642,1002,1999,936,851,373,670,585,704,241,391,938,642,1089,4124,2042,511,557,414,856,1210,508,610,505,214,211,845,669,775,328,194,255,721,864,584,53,745,730,431,463,495,176,113,151,36,39,219,102,523,54,29,234,103,185,293,39,22,219,54,82,42,40,21,60
2021-05-18,71595,2669,886,22810,2975,3854,691,5516,31379,2888,4297,2198,2532,4958,7848,688,183,4147,4648,535,960,1765,415,1051,1595,2185,965,1468,787,300,642,1002,1999,936,851,373,670,585,705,242,390,938,642,1089,4124,2042,511,557,414,856,1210,508,611,506,214,212,846,669,775,328,194,255,721,864,584,53,745,730,431,463,496,176,113,152,36,39,219,102,527,54,29,234,103,185,293,39,22,219,54,82,42,40,21,60
2021-05-19,71617,2672,886,22814,2981,3858,691,5517,31396,2887,4297,2198,2533,4958,7849,689,183,4147,4648,535,950,1769,415,1052,1595,2185,966,1469,787,301,643,1001,2003,936,851,373,670,585,706,242,390,938,642,1089,4124,2042,511,557,414,856,1210,508,610,506,214,212,847,669,775,327,194,255,721,864,584,53,745,731,431,463,496,176,113,152,36,39,219,102,527,54,29,234,104,185,293,39,22,219,54,82,42,40,21,61
2021-05-20,71646,2673,886,22833,2988,3860,691,5519,31417,2887,4298,2198,2533,4959,7853,689,183,4148,4648,536,953,1769,415,1053,1594,2186,966,1470,787,301,642,1001,2003,937,851,373,671,585,706,242,391,938,642,1089,4124,2044,511,557,414,856,1210,508,611,506,214,212,846,669,776,327,193,255,721,864,584,53,747,735,431,463,496,176,113,152,36,39,219,102,527,54,29,234,104,184,293,39,22,219,54,82,42,41,21,61
2021-05-21,71678,2674,886,22842,2990,3862,692,5520,31429,2886,4299,2198,2533,4964,7854,690,183,4151,4648,536,970,1769,416,1055,1593,2186,968,1471,788,301,642,1001,2003,938,851,373,671,585,706,242,391,940,642,1089,4124,2044,510,557,414,856,1210,508,611,506,214,212,847,669,776,327,193,255,723,864,584,53,746,736,431,463,496,176,113,153,36,39,219,102,530,54,29,234,105,185,293,39,22,219,54,82,42,41,21,61
2021-05-22,71678,2674,886,22842,2990,3862,692,5520,31429,2886,4299,2198,2533,4964,7854,690,183,4151,4648,536,970,1769,416,1055,1593,2186,968,1471,788,301,642,1001,2003,938,851,373,671,585,706,242,391,940,642,1089,4124,2044,510,557,414,856,1210,508,611,506,214,212,847,669,776,327,193,255,723,864,584,53,746,736,431,463,496,176,113,153,36,39,219,102,530,54,29,234,105,185,293,39,22,219,54,82,42,41,21,61
2021-05-23,71678,2674,886,22842,2990,3862,692,5520,31429,2886,4299,2198,2533,4964,7854,690,183,4151,4648,536,970,1769,416,1055,1593,2186,968,1471,788,301,642,1001,2003,938,851,373,671,585,706,242,391,940,642,1089,4124,2044,510,557,414,856,1210,508,611,506,214,212,847,669,776,327,193,255,723,864,584,53,746,736,431,463,496,176,113,153,36,39,219,102,530,54,29,234,105,185,293,39,22,219,54,82,42,41,21,61
2021-05-24,71756,2676,886,22849,2992,3866,694,5520,31454,2888,4301,2198,2534,4964,7860,690,184,4151,4655,536,954,1773,422,1056,1593,2187,968,1473,788,301,642,1001,2007,938,852,373,671,585,706,242,391,942,642,1090,4133,2045,513,559,414,856,1211,508,611,507,214,212,848,669,776,327,193,255,723,864,584,53,749,737,431,463,495,176,113,153,36,39,219,102,530,54,29,234,107,185,294,39,22,220,54,82,42,41,21,61
2021-05-25,71755,2676,887,22854,2993,3874,696,5521,31468,2888,4303,2198,2534,4964,7863,690,187,4152,4655,536,964,1773,423,1056,1593,2188,968,1473,787,301,641,1001,2007,938,852,372,671,585,706,242,391,944,642,1090,4133,2044,513,559,414,856,1214,508,611,507,214,212,848,669,776,327,193,255,723,865,584,53,749,738,434,463,495,176,113,153,36,39,219,102,530,54,29,234,107,185,294,39,22,220,54,82,42,41,21,61
2021-05-26,71778,2676,887,22854,2993,3874,696,5521,31468,2888,4303,2198,2534,4964,7863,690,187,4152,4655,536,1032,1774,423,1056,1593,2188,969,1473,787,301,641,1001,2008,938,852,372,671,585,706,242,391,944,642,1090,4133,2044,513,559,414,856,1214,508,611,507,214,212,848,669,776,327,193,255,723,865,584,53,749,738,434,463,495,176,113,153,36,39,219,102,530,54,29,234,107,185,294,39,22,220,54,82,42,41,21,61
2021-05-27,71790,2676,887,22854,2993,3874,696,5521,31468,2888,4303,2198,2534,4964,7863,690,187,4152,4655,536,1078,1774,423,1056,1593,2188,969,1473,787,301,641,1001,2008,938,852,372,671,585,706,242,391,944,642,1090,4133,2044,513,559,414,856,1214,508,611,507,214,212,848,669,776,327,193,255,723,865,584,53,749,738,434,463,495,176,113,153,36,39,219,102,530,54,29,234,107,185,294,39,22,220,54,82,42,41,21,61
2021-05-28,71805,2663,1150,22365,3177,4083,797,5506,31356,2845,4303,2199,2534,4969,7863,615,180,4150,4655,615,,1774,434,1056,1594,2154,969,1476,778,436,655,1008,2008,940,906,372,671,585,775,239,417,941,730,1162,4133,2030,503,590,414,856,1272,470,694,505,226,213,1188,662,951,343,149,259,706,906,585,55,761,801,548,463,489,192,116,156,29,31,227,151,538,47,27,238,116,184,278,39,24,277,53,80,34,36,26,57
2021-05-29,71805,2663,1150,22365,3178,4111,797,5506,31356,2845,4303,2199,2534,4969,7863,615,180,4150,4655,615,,1774,434,1056,1594,2154,969,1476,778,436,655,1008,2008,940,906,372,671,585,775,239,417,941,730,1162,4133,2030,503,590,414,856,1272,470,694,505,226,213,1188,662,951,343,149,259,706,906,585,55,761,801,548,463,489,192,116,156,29,31,227,151,538,47,27,238,116,184,278,39,24,277,53,80,34,36,26,57
2021-05-30,71805,2663,1150,22365,3178,4110,797,5506,31356,2845,4303,2199,2534,4969,7863,615,180,4150,4655,615,,1774,434,1056,1594,2154,969,1476,778,436,655,1008,2008,940,906,372,671,585,775,239,417,941,730,1162,4133,2030,503,590,414,856,1272,470,694,505,226,213,1188,662,951,343,149,259,706,906,585,55,761,801,548,463,489,192,116,156,29,31,227,151,538,47,27,238,116,184,278,39,24,277,53,80,34,36,26,57
2021-05-31,71805,2663,1150,22375,3178,4110,797,5506,31356,2845,4303,2199,2534,4969,7863,615,180,4150,4655,615,,1774,434,1056,1594,2154,969,1476,778,436,655,1008,2008,940,906,372,671,585,775,239,417,941,730,1162,4133,2030,503,590,414,856,1272,470,694,505,226,213,1188,662,951,343,149,259,706,906,585,55,761,801,548,463,489,192,116,156,29,31,227,151,538,47,27,238,116,184,278,39,24,277,53,80,34,36,26,57
2021-06-01,71858,2665,1150,22375,3178,4110,798,5506,31375,2845,4303,2200,2535,4969,7865,615,180,4150,4660,615,,1775,437,1056,1594,2154,970,1476,778,436,655,1008,2025,940,906,372,671,585,775,239,417,947,730,1162,4133,2032,504,590,414,856,1272,470,694,506,226,213,1188,662,951,343,149,259,706,906,585,55,761,802,548,463,490,192,117,156,29,31,227,151,538,47,27,239,116,184,278,39,24,277,53,80,34,36,26,57
2021-06-02,71877,2665,1150,22377,3178,4110,798,5506,31379,2845,4303,2199,2537,4969,7865,615,180,4150,4660,615,,1775,437,1056,1594,2154,970,1476,778,436,655,1008,2027,940,906,372,671,585,775,239,417,947,730,1162,4133,2032,504,590,414,856,1272,470,694,506,226,213,1188,662,951,343,149,259,706,906,585,55,761,802,548,463,490,192,117,156,29,31,227,151,538,47,27,239,116,184,278,39,24,277,53,80,34,36,26,57
2021-06-03,71889,2667,1150,22387,3179,4110,803,5506,31386,2845,4303,2199,2537,4970,7865,615,180,4150,4660,615,,1775,437,1056,1594,2154,970,1477,778,436,656,1008,2027,940,906,372,671,585,776,239,417,947,730,1162,4136,2032,504,590,414,856,1272,470,694,506,226,213,1188,662,951,343,149,259,706,906,585,55,761,803,548,463,490,192,117,156,29,31,227,151,538,47,27,241,116,184,278,39,24,277,53,80,34,36,26,57
2021-06-04,71899,2667,1150,22387,3179,4120,803,5510,31394,2845,4303,2199,2537,4970,7867,615,181,4150,4660,615,,1775,437,1056,1594,2154,970,1477,778,436,656,1007,2027,940,906,372,671,585,776,240,417,947,730,1162,4136,2032,504,590,414,856,1272,470,694,506,226,213,1188,662,951,343,149,259,706,906,585,55,761,803,548,463,490,192,117,156,29,31,226,151,538,47,27,241,116,184,278,39,24,277,53,81,34,36,26,57
2021-06-05,71899,2667,1150,22387,3179,4120,803,5510,31394,2845,4303,2199,2537,4970,7867,615,181,4150,4660,615,,1775,437,1056,1594,2154,970,1477,778,436,656,1007,2027,940,906,372,671,585,776,240,417,947,730,1162,4136,2032,504,590,414,856,1272,470,694,506,226,213,1188,662,951,343,149,259,706,906,585,55,761,803,548,463,490,192,117,156,29,31,226,151,538,47,27,241,116,184,278,39,24,277,53,81,34,36,26,57
2021-06-06,71899,2667,1150,22393,3179,4120,803,5510,31394,2845,4303,2199,2537,4970,7867,615,181,4150,4660,615,,1775,437,1056,1594,2154,970,1477,778,436,656,1007,2027,940,906,372,671,585,776,240,417,947,730,1162,4136,2032,504,590,414,856,1272,470,694,506,226,213,1188,662,951,343,149,259,706,906,585,55,761,803,548,463,490,192,117,156,29,31,226,151,538,47,27,241,116,184,278,39,24,277,53,81,34,36,26,57
2021-06-07,71934,2667,1150,22393,3179,4120,803,5510,31402,2845,4303,2200,2539,4973,7869,615,181,4150,4666,615,,1775,437,1056,1594,2155,970,1477,779,436,656,1007,2030,942,906,372,671,585,776,240,417,950,730,1162,4140,2037,506,590,414,857,1272,470,694,507,226,213,1188,662,951,343,149,259,706,906,585,55,766,803,548,463,490,192,118,156,29,31,226,151,539,47,27,241,117,184,278,39,24,277,53,81,34,36,26,57
2021-06-08,71956,2667,1150,22400,3179,4120,803,5510,31411,2845,4303,2201,2539,4974,7869,615,181,4150,4666,615,,1775,437,1056,1594,2155,970,1477,779,436,656,1007,2030,942,907,372,671,585,776,240,417,950,730,1162,4140,2037,506,592,414,857,1272,470,694,507,226,213,1188,662,951,343,149,259,706,906,585,55,766,803,548,463,490,192,118,156,29,31,226,151,539,47,27,241,117,184,278,39,24,277,53,81,34,36,26,57
2021-06-09,71965,2667,1150,22400,3180,4120,803,5510,31420,2845,4303,2201,2539,4975,7869,615,181,4150,4666,615,,1777,437,1056,1594,2155,970,1477,779,436,656,1007,2032,942,907,372,671,585,776,240,417,950,730,1162,4140,2037,506,592,414,857,1272,470,694,507,226,213,1189,662,951,343,149,259,706,906,585,55,766,803,548,463,490,192,118,156,29,31,226,151,539,47,27,241,117,184,278,39,24,277,53,81,34,36,26,57
2021-06-10,71978,2668,1150,22403,3181,4120,803,5510,31423,2845,4303,2201,2541,4976,7869,615,181,4150,4666,615,,1777,437,1056,1594,2155,970,1477,779,436,656,1007,2032,942,907,372,671,585,776,240,417,950,730,1162,4140,2037,506,592,414,857,1272,470,694,507,226,213,1189,662,951,343,149,259,706,906,585,55,766,803,548,463,490,192,118,156,29,31,226,151,539,47,27,241,117,184,278,39,24,277,53,81,34,36,26,57
2021-06-11,72006,2668,1150,22406,3181,4122,803,5514,31427,2846,4303,2201,2541,4976,7868,616,181,4150,4666,615,,1777,437,1056,1594,2156,970,1477,779,436,656,1007,2032,942,907,372,671,585,776,240,417,950,730,1162,4140,2040,506,592,414,857,1272,470,694,507,226,213,1189,664,951,343,149,259,706,906,585,55,766,803,548,463,490,192,118,156,29,31,229,151,539,47,28,241,117,184,278,39,24,277,53,81,34,36,26,57
2021-06-12,72006,2668,1150,22406,3181,4122,803,5514,31427,2846,4303,2201,2541,4976,7868,616,181,4150,4666,615,,1777,437,1056,1594,2156,970,1477,779,436,656,1007,2032,942,907,372,671,585,776,240,417,950,730,1162,4140,2040,506,592,414,857,1272,470,694,507,226,213,1189,664,951,343,149,259,706,906,585,55,766,803,548,463,490,192,118,156,29,31,229,151,539,47,28,241,117,184,278,39,24,277,53,81,34,36,26,57
2021-06-13,72006,2668,1150,22406,3181,4122,803,5514,31427,2846,4303,2201,2541,4976,7868,616,181,4150,4666,615,,1777,437,1056,1594,2156,970,1477,779,436,656,1007,2032,942,907,372,671,585,776,240,417,950,730,1162,4140,2040,506,592,414,857,1272,470,694,507,226,213,1189,664,951,343,149,259,706,906,585,55,766,803,548,463,490,192,118,156,29,31,229,151,539,47,28,241,117,184,278,39,24,277,53,81,34,36,26,57
2021-06-14,72031,2670,1150,22417,3181,4122,803,5514,31438,2846,4303,2202,2541,4975,7871,616,181,4150,4670,615,,1777,437,1056,1594,2156,970,1477,779,436,656,1007,2032,951,907,372,671,585,776,240,417,951,730,1162,4144,2040,507,592,414,857,1272,470,694,507,226,213,1189,664,951,343,149,259,706,906,585,55,767,803,548,463,490,192,118,156,29,31,229,151,539,47,28,241,117,184,278,39,24,277,53,81,34,36,26,57
2021-06-15,72042,2670,1150,22419,3181,4122,803,5514,31443,2846,4303,2202,2542,4974,7871,616,181,4150,4670,615,,1777,437,1056,1594,2156,970,1477,779,436,656,1007,2035,951,907,372,671,585,776,240,417,951,730,1162,4144,2040,507,592,414,857,1272,470,694,507,226,213,1189,664,951,343,149,259,706,906,585,55,767,803,548,463,490,192,118,156,29,31,229,151,539,47,28,241,117,184,278,39,24,277,53,81,34,36,26,57
2021-06-16,72059,2670,1150,22419,3180,4122,803,5514,31447,2846,4303,2201,2543,4975,7871,616,181,4150,4670,615,,1777,437,1056,1594,2156,971,1477,779,436,656,1007,2035,951,907,372,671,585,779,240,419,951,730,1162,4144,2040,507,592,414,857,1272,470,695,507,226,213,1189,664,953,343,149,259,706,906,585,55,767,803,548,463,490,192,118,156,29,31,229,151,539,47,28,241,117,184,278,39,24,277,53,81,34,36,26,57
2021-06-17,72075,2672,1150,22427,3180,4122,804,5514,31457,2846,4303,2201,2543,4977,7871,616,181,4150,4670,615,,1777,437,1056,1594,2156,971,1478,779,436,656,1007,2035,951,907,372,671,585,779,240,419,951,730,1162,4144,2040,507,592,414,857,1272,470,695,507,226,213,1189,664,953,343,149,259,706,906,585,55,767,809,548,463,490,192,118,156,29,31,229,151,539,47,28,241,117,184,278,39,24,277,53,81,34,36,26,57
2021-06-18,72085,2672,1150,22430,3180,4122,804,5514,31464,2846,4303,2202,2543,4977,7871,616,181,4150,4670,615,,1777,437,1056,1594,2156,971,1478,779,436,656,1007,2036,951,907,372,671,585,779,240,419,951,730,1162,4144,2041,507,592,414,857,1272,470,695,507,226,213,1189,664,953,343,149,259,706,906,585,55,767,809,548,463,490,192,118,156,29,31,229,151,539,47,28,241,117,184,278,39,24,277,53,81,34,36,26,57
2021-06-19,72085,2672,1150,22430,3180,4129,804,5514,31464,2846,4303,2202,2543,4977,7871,616,181,4150,4670,615,,1777,437,1056,1594,2156,971,1478,779,436,656,1007,2036,951,907,372,671,585,779,240,419,951,730,1162,4144,2041,507,592,414,857,1272,470,695,507,226,213,1189,664,953,343,149,259,706,906,585,55,767,809,548,463,490,192,118,156,29,31,229,151,539,47,28,241,117,184,278,39,24,277,53,81,34,36,26,57
2021-06-20,72085,2672,1150,22430,3180,4129,804,5514,31464,2846,4303,2202,2543,4977,7871,616,181,4150,4670,615,,1777,437,1056,1594,2156,971,1478,779,436,656,1007,2036,951,907,372,671,585,779,240,419,951,730,1162,4144,2041,507,592,414,857,1272,470,695,507,226,213,1189,664,953,343,149,259,706,906,585,55,767,809,548,463,490,192,118,156,29,31,229,151,539,47,28,241,117,184,278,39,24,277,53,81,34,36,26,57
2021-06-21,72120,2672,1150,22433,3180,4129,804,5514,31483,2846,4303,2202,2543,4976,7873,616,181,4150,4673,616,,1777,437,1056,1594,2156,971,1478,778,436,656,1007,2036,952,907,372,671,585,779,240,419,957,730,1162,4144,2041,508,592,414,857,1272,470,695,507,226,213,1189,664,953,343,149,259,706,907,585,55,767,809,548,472,490,195,118,156,29,31,229,151,539,47,28,241,117,184,278,39,24,278,54,81,34,36,26,57
2021-06-22,72127,2672,1150,22433,3180,4129,804,5514,31487,2846,4303,2202,2543,4976,7873,616,181,4150,4673,616,,1777,437,1056,1594,2156,971,1478,778,436,656,1007,2036,952,907,372,671,585,779,240,419,957,730,1162,4144,2041,508,594,414,857,1272,470,695,507,226,213,1189,664,953,344,149,259,706,907,585,55,767,809,548,472,490,195,118,156,29,31,229,151,539,47,28,241,117,184,278,39,24,278,54,81,34,36,28,57
2021-06-23,72149,2672,1150,22433,3180,4129,804,5514,31489,2846,4303,2202,2543,4977,7874,616,181,4150,4673,616,,1793,437,1056,1594,2156,971,1478,779,436,656,1007,2036,952,907,372,671,587,780,240,419,957,730,1162,4144,2041,508,594,414,857,1272,470,695,507,226,213,1190,664,955,344,149,259,706,907,585,55,767,809,548,472,490,195,118,156,29,31,229,151,539,47,28,241,117,184,278,39,24,278,54,81,34,36,28,57
2021-06-24,72159,2674,1150,22438,3180,4129,804,5514,31497,2846,4303,2202,2543,4977,7874,616,181,4150,4673,616,,1793,437,1056,1594,2156,971,1479,779,436,656,1007,2036,952,907,372,671,587,780,240,419,957,730,1162,4144,2041,508,594,414,857,1272,470,695,507,226,213,1190,664,955,344,149,259,706,907,585,55,767,816,548,472,490,195,118,156,29,31,229,151,539,47,28,241,117,184,278,39,24,278,54,81,34,36,28,57
2021-06-25,72160,2674,1150,22440,3180,4138,804,5517,31502,2850,4303,2203,2544,4977,7877,616,180,4150,4673,616,,1793,437,1056,1594,2156,971,1479,779,436,656,1007,2036,952,907,372,671,587,780,239,419,957,730,1162,4144,2041,508,594,414,857,1272,470,695,507,226,213,1190,664,955,344,149,259,706,907,585,55,767,816,548,472,491,195,118,156,29,31,228,151,539,47,28,241,117,184,278,39,24,278,54,81,34,36,28,57
2021-06-26,72160,2674,1150,22440,3180,4138,804,5517,31502,2850,4303,2203,2544,4977,7877,616,180,4150,4673,616,,1809,437,1056,1594,2156,971,1479,779,436,656,1007,2036,952,907,372,671,589,780,239,419,957,730,1162,4144,2041,508,594,414,857,1272,470,695,507,226,213,1190,664,955,344,149,259,706,907,585,55,767,816,548,472,491,195,118,156,29,31,228,151,539,47,28,241,117,184,278,39,24,278,54,81,34,36,28,57
2021-06-27,72160,2674,1150,22440,3180,4138,804,5517,31502,2850,4303,2203,2544,4977,7877,616,180,4150,4673,616,,1809,437,1056,1594,2156,971,1479,779,436,656,1007,2036,952,907,372,671,589,780,239,419,957,730,1162,4144,2041,508,594,414,857,1272,470,695,507,226,213,1190,664,955,344,149,259,706,907,585,55,767,816,548,472,491,195,118,156,29,31,228,151,539,47,28,241,117,184,278,39,24,278,54,81,34,36,28,57
