,Johnson,Pottawattamie,Carroll,Harrison,Dallas,Allamakee,Polk,Adair,Black Hawk,Washington,Winneshiek,Dubuque,Muscatine,Fayette,Henry,Linn,Story,Cerro Gordo,Kossuth,Poweshiek,Scott,Sioux,Tama,Woodbury,Hancock,Wapello,Buchanan,Cedar,Jasper,Warren,Benton,Appanoose,Clayton,Des Moines,Mahaska,Monona,Page,Butler,Clinton,Dickinson,Hardin,Iowa,Marshall,Montgomery,Webster,Wright,Boone,Keokuk,Shelby,Taylor,Audubon,Crawford,Guthrie,Jackson,Jones,Van Buren,Clay,Madison,Mitchell,Unknown,Bremer,Jefferson,O'Brien,Louisa,Lyon,Plymouth,Grundy,Howard,Lee,Mills,Clarke,Hamilton,Chickasaw,Franklin,Marion,Winnebago,Buena Vista,Delaware,Greene,Worth,Osceola,Union,Cass,Cherokee,Humboldt,Pocahontas,Davis,Calhoun,Floyd,Sac,Wayne,Monroe,Fremont,Palo Alto,Ida,Emmet,Adams,Lucas,Ringgold,Decatur
2020-06-24,9,11,1,0,29,4,171,0,56,9,0,22,43,0,3,80,3,1,0,8,10,0,29,43,0,28,1,1,17,2,1,3,3,2,16,0,0,2,1,2,0,0,18,2,1,0,1,1,0,0,1,2,4,0,0,0,0,2,0,0,6,0,1,13,0,4,0,0,1,0,2,0,0,0,0,0,10,1,0,0,0,0,0,0,1,1,1,0,1,0,0,6,0,0,0,0,0,3,0,0
2020-06-25,9,11,1,0,29,4,174,0,57,9,0,22,44,0,3,81,3,1,0,8,10,0,29,43,0,28,1,1,17,2,1,3,3,2,16,0,0,2,1,2,0,0,18,2,1,0,1,1,0,0,1,2,4,0,0,0,0,2,0,0,6,0,1,13,0,4,0,0,1,0,2,0,0,0,0,0,11,1,0,0,0,0,0,0,1,1,1,0,2,0,0,6,0,0,0,0,0,3,0,0
2020-06-26,8,11,1,0,29,4,174,0,57,9,0,22,44,0,3,82,3,1,0,8,10,0,29,44,0,29,1,1,17,2,1,3,3,2,16,0,0,2,1,2,0,0,18,2,1,0,1,1,0,0,1,2,4,0,0,0,0,2,0,0,6,0,1,13,0,4,0,0,1,0,2,0,0,0,0,0,11,1,0,0,0,0,0,0,1,1,1,0,2,0,0,6,0,0,0,0,0,3,0,0
2020-06-27,8,11,1,0,29,4,174,0,57,9,0,22,44,0,3,82,3,1,0,8,10,0,29,44,0,29,1,1,17,2,1,3,3,2,16,0,0,2,1,2,0,0,18,2,1,0,1,1,0,0,1,2,4,0,0,0,0,2,0,0,6,0,1,13,0,4,0,0,1,0,2,0,0,0,0,0,11,1,0,0,0,0,0,0,1,1,1,0,2,0,0,6,0,0,0,0,0,3,0,0
2020-06-28,8,11,1,0,29,4,174,0,57,9,0,22,44,0,3,82,3,1,0,8,10,0,29,44,0,29,1,1,17,2,1,3,3,2,17,0,0,2,1,2,0,0,18,2,1,0,1,1,0,0,1,2,4,0,0,0,0,2,0,0,6,0,1,13,0,4,0,0,1,0,2,0,0,0,0,0,11,1,0,0,0,0,0,0,1,1,1,0,2,0,0,6,0,0,0,0,0,4,0,0
2020-06-29,8,11,1,0,29,4,177,0,57,9,0,22,44,0,3,82,3,1,0,8,10,0,29,43,0,30,1,1,17,2,1,3,3,2,17,0,0,2,1,2,0,0,18,2,2,0,1,1,0,0,1,2,4,0,0,0,0,2,0,0,6,0,1,13,0,4,0,0,1,0,2,1,0,0,0,0,11,1,0,0,0,0,0,0,1,1,1,1,2,0,0,6,0,0,0,0,0,4,0,0
2020-06-30,8,11,1,0,29,4,177,0,58,9,0,22,44,0,3,82,3,1,0,8,10,0,29,44,0,30,1,1,17,2,1,3,3,3,17,0,0,2,1,2,0,0,18,2,2,0,1,1,0,0,1,2,4,0,0,0,0,2,0,0,6,0,1,13,0,4,0,0,2,0,2,1,0,0,0,0,11,1,0,0,0,0,0,0,1,1,1,2,2,0,0,6,0,0,0,0,0,4,0,0
2020-07-01,8,11,1,0,29,4,178,0,58,9,0,22,44,0,3,82,3,1,0,8,10,0,29,44,0,30,1,1,17,1,1,3,3,3,17,0,0,2,1,2,0,0,18,2,2,0,1,1,0,0,1,2,4,0,0,0,0,2,0,0,6,0,1,13,0,4,0,0,2,0,2,1,0,0,0,0,11,1,0,0,0,0,0,0,1,1,1,2,2,0,0,6,0,0,0,0,0,4,0,0
2020-07-02,8,11,1,0,29,4,178,0,58,9,0,22,44,0,3,82,3,1,0,8,10,0,29,44,0,30,1,1,17,1,1,3,3,2,17,0,0,2,1,2,0,0,19,2,2,1,1,1,0,0,1,2,4,0,0,0,0,2,0,0,6,0,1,13,0,4,0,0,2,0,2,1,0,0,0,0,11,1,0,0,0,0,0,1,1,1,1,2,2,0,0,6,0,0,0,0,0,4,0,0
2020-07-03,8,11,1,0,29,4,179,0,58,9,0,22,44,0,3,82,3,1,0,8,10,0,29,44,0,30,1,1,17,1,1,3,3,2,17,0,0,2,1,2,0,0,19,2,2,1,1,1,0,0,1,2,4,0,0,0,0,2,0,0,6,0,1,13,0,5,0,0,2,0,2,1,0,0,0,0,11,1,0,0,0,0,0,1,1,1,1,2,2,0,0,6,0,0,0,0,0,4,0,0
2020-07-04,8,11,1,0,29,4,179,0,58,9,0,22,44,0,3,82,3,1,0,8,10,0,29,44,0,30,1,1,17,1,1,3,3,2,17,0,0,2,1,2,0,0,19,2,2,1,1,1,0,0,1,2,4,0,0,0,0,2,0,0,6,0,1,13,0,5,0,0,2,0,2,1,0,0,0,0,11,1,0,0,0,0,0,1,1,1,1,2,2,0,0,6,0,0,0,0,0,4,0,0
2020-07-05,8,11,1,0,29,4,179,0,58,9,0,22,44,0,3,82,3,1,0,8,10,0,29,44,0,30,1,1,17,1,1,3,3,2,17,0,0,2,1,2,0,0,19,2,2,1,1,1,0,0,1,2,4,0,0,0,0,2,0,0,6,0,1,13,0,5,0,0,2,0,2,1,0,0,0,0,11,1,0,0,0,0,0,1,1,1,1,2,2,0,0,6,0,0,0,0,0,4,0,0
2020-07-06,8,12,1,0,29,4,180,0,58,9,0,22,44,0,3,82,3,1,0,8,10,0,29,44,1,30,1,1,17,1,1,3,3,2,17,0,0,2,1,3,0,0,19,2,2,1,1,1,0,0,1,2,4,0,0,0,0,2,0,0,6,0,1,13,0,5,0,0,2,0,2,1,0,0,0,0,11,1,0,0,0,0,0,1,1,1,1,2,2,0,0,6,0,0,0,0,0,4,0,0
2020-07-07,8,12,1,0,29,4,181,0,58,9,0,22,44,0,3,82,3,1,0,8,10,0,29,44,1,30,1,1,17,1,1,3,3,2,17,0,0,2,1,3,0,0,19,2,4,1,1,1,0,0,1,3,4,0,0,0,0,2,0,0,7,0,1,13,0,5,0,0,2,0,3,1,0,0,0,0,11,1,0,0,0,0,0,1,1,1,1,2,2,0,0,7,0,0,0,0,0,4,0,0
2020-07-08,8,12,1,0,31,4,182,0,58,9,0,22,44,0,3,82,4,1,0,8,10,0,29,44,1,31,1,1,17,1,1,3,3,2,17,0,0,2,1,3,0,1,19,2,4,1,1,1,0,0,1,3,4,0,0,0,1,2,0,0,7,0,1,13,0,5,0,0,2,0,3,1,0,0,0,0,11,1,0,0,0,0,0,1,1,1,1,2,2,0,0,7,0,0,0,0,0,4,0,0
2020-07-09,8,12,1,0,31,4,182,0,59,9,0,22,44,0,3,83,4,1,0,8,10,0,29,44,1,31,1,1,17,1,1,3,3,2,17,0,0,2,1,3,0,1,19,2,4,1,1,1,0,0,1,3,4,0,0,0,1,2,0,0,7,0,1,13,0,5,0,0,2,0,3,1,0,0,0,0,11,1,0,0,0,0,0,1,1,1,1,2,2,0,0,7,0,0,0,0,0,4,1,0
2020-07-10,8,12,1,0,31,4,184,0,59,9,0,23,45,0,3,83,5,1,0,8,10,0,29,44,1,31,1,1,17,1,1,3,3,2,17,0,0,2,1,3,0,1,19,2,5,1,1,1,0,0,1,3,4,0,0,0,1,2,0,0,7,0,1,13,0,5,0,0,2,0,3,1,0,0,0,0,11,1,0,0,0,0,0,1,1,1,1,2,2,0,0,7,0,0,0,0,0,4,1,0
2020-07-11,8,12,1,0,31,4,184,0,59,9,0,23,45,0,3,83,5,1,0,8,10,0,29,44,1,31,1,1,17,1,1,3,3,2,17,0,0,2,1,3,0,1,19,2,5,1,1,1,0,0,1,3,4,0,0,0,1,2,0,0,7,0,1,13,0,5,0,0,2,0,3,1,0,0,0,0,11,1,0,0,0,0,0,1,1,1,1,2,2,0,0,7,0,0,0,0,0,4,1,0
2020-07-12,8,13,1,0,31,4,185,0,59,9,0,23,45,0,3,83,6,1,0,8,10,0,29,44,1,31,1,1,17,1,1,3,3,2,17,0,0,2,1,3,0,1,19,2,5,1,1,1,0,0,1,3,4,0,1,0,1,2,0,0,7,0,1,13,0,5,0,0,2,0,3,1,0,0,0,0,11,1,0,0,0,0,0,1,1,1,1,2,2,0,0,7,0,0,0,0,0,4,1,0
2020-07-13,8,13,1,0,31,4,185,0,59,9,0,23,45,0,3,83,8,1,0,8,10,0,29,44,1,31,1,1,17,1,1,3,3,2,17,0,0,2,1,3,0,1,19,2,5,1,1,1,0,0,1,3,4,0,1,1,1,2,0,0,7,0,1,13,0,5,0,0,2,0,3,1,0,0,0,0,11,1,0,0,0,0,0,1,1,1,1,2,2,0,0,7,0,0,0,0,0,4,1,0
2020-07-14,8,13,1,0,31,4,186,0,60,9,1,23,45,0,3,84,8,1,0,8,10,0,29,44,1,31,1,1,17,1,1,3,3,2,17,0,0,2,1,3,0,1,19,2,5,1,1,1,0,0,1,3,4,0,1,1,1,2,0,0,7,0,1,13,0,5,0,0,2,0,3,1,0,0,0,0,11,1,0,0,0,0,0,1,1,1,1,2,2,0,0,7,0,0,0,0,0,4,1,0
2020-07-15,8,13,1,0,33,4,188,0,60,9,2,23,45,0,3,84,8,9,0,8,10,0,29,45,2,31,1,1,17,1,1,3,3,2,17,0,0,2,1,3,0,1,19,2,5,1,1,1,0,0,1,3,4,0,1,1,1,2,0,0,7,0,1,13,0,5,0,0,2,0,3,1,0,0,0,0,12,1,0,0,0,1,0,1,1,1,1,2,2,0,1,7,0,0,0,0,0,4,1,0
2020-07-16,9,13,1,0,33,4,188,0,60,9,0,23,45,0,3,85,8,11,0,8,10,0,29,46,2,31,1,1,17,1,1,3,3,2,17,0,0,2,1,3,0,1,20,2,5,1,1,1,0,0,1,3,4,0,1,1,1,2,0,0,7,0,1,13,0,5,0,0,2,0,3,1,0,0,0,0,12,1,0,0,0,1,0,1,1,1,1,2,2,0,1,7,0,0,0,0,0,4,1,0
2020-07-17,9,14,1,0,33,4,188,0,60,9,1,23,45,0,3,86,8,12,0,8,10,0,29,46,2,31,1,1,17,1,1,3,3,2,17,0,0,2,1,3,0,1,20,2,5,1,1,1,0,0,1,3,4,0,1,1,1,2,0,0,7,0,1,13,0,5,0,0,2,0,3,1,0,0,0,0,12,1,0,0,0,1,0,1,1,1,1,2,2,0,1,7,0,0,0,0,0,4,1,0
2020-07-18,9,15,1,0,33,4,189,0,60,9,1,23,45,0,3,87,8,12,0,8,10,0,29,46,2,31,1,1,17,1,1,3,3,2,17,0,0,2,2,3,0,1,20,2,5,1,1,1,0,0,1,3,5,0,1,1,1,2,0,0,7,0,1,13,0,5,0,0,2,0,3,1,0,0,0,0,12,1,0,0,0,1,0,1,1,1,1,2,2,0,1,7,0,0,0,0,0,4,1,0
2020-07-19,10,15,1,0,34,4,189,0,60,9,1,23,45,0,3,87,8,12,0,8,10,0,29,46,2,31,1,1,17,1,1,3,3,2,17,0,0,2,2,3,0,1,20,2,5,1,1,1,0,0,1,3,5,0,1,1,1,2,0,0,7,0,1,13,0,6,0,0,2,0,3,1,0,0,0,0,12,1,0,0,0,1,0,1,1,1,1,2,2,0,1,7,0,0,0,0,0,4,1,0
2020-07-20,10,15,1,0,34,4,189,0,61,9,1,23,45,0,3,87,9,13,0,8,11,0,29,46,2,31,1,1,17,1,1,3,3,2,17,0,0,2,2,3,0,1,21,2,5,1,1,1,0,0,1,3,5,0,1,1,1,2,0,0,7,0,1,13,0,6,0,0,2,0,3,1,0,0,0,0,12,1,0,0,0,1,0,1,1,1,1,2,2,0,1,7,0,0,0,0,0,4,1,0
2020-07-21,10,16,1,0,34,4,189,0,61,9,1,24,45,0,3,87,10,14,0,8,11,0,29,46,2,31,1,1,18,1,1,3,3,2,17,0,0,2,2,4,0,1,21,2,5,1,1,1,0,0,1,3,5,0,1,1,1,2,0,0,7,0,1,13,0,6,1,0,2,0,3,1,0,3,0,0,12,1,0,0,0,1,0,1,1,1,1,2,2,0,1,7,0,0,0,0,0,4,1,0
2020-07-22,10,16,1,0,34,4,191,0,61,9,1,24,45,0,3,87,10,16,0,8,11,0,29,47,2,31,1,1,19,1,1,3,3,2,17,0,0,2,2,4,0,1,21,2,5,1,1,1,0,0,1,3,5,0,1,1,1,2,0,0,7,0,1,13,0,6,1,0,2,0,3,1,0,3,0,0,12,1,0,0,0,1,0,1,1,1,1,2,2,0,1,7,0,0,0,0,0,4,1,0
2020-07-23,10,18,1,0,34,4,191,0,61,9,1,26,45,0,3,87,10,16,0,8,11,1,29,47,2,31,1,1,20,1,1,3,3,2,17,0,0,2,2,4,0,1,21,2,5,1,1,1,0,0,1,3,5,0,1,1,1,2,0,0,7,0,1,13,0,6,1,0,2,0,3,1,0,3,0,0,12,1,0,0,0,1,0,1,1,1,1,2,2,0,1,7,0,0,0,0,0,4,1,0
2020-07-24,10,18,1,0,34,4,191,0,61,9,1,26,46,0,3,87,11,16,0,8,11,1,29,47,2,31,1,1,22,1,1,3,3,2,17,0,0,2,2,4,0,1,22,2,5,1,1,1,0,0,1,3,5,0,1,1,1,2,0,0,7,0,1,13,0,6,1,0,2,0,3,1,0,3,0,0,12,1,0,0,0,1,0,1,1,1,1,2,2,0,1,7,0,0,0,1,0,4,1,0
2020-07-25,10,18,1,0,34,4,191,0,61,9,1,26,46,0,3,87,11,16,0,8,11,1,29,47,2,31,1,1,22,1,1,3,3,2,17,0,0,2,2,4,0,1,22,2,5,1,1,1,0,0,1,3,5,0,1,1,1,2,0,0,7,0,1,13,0,6,1,0,2,0,3,1,0,3,0,0,12,1,0,0,0,1,0,1,1,1,1,2,2,0,1,7,0,0,0,1,0,4,1,0
2020-07-26,10,18,1,0,34,4,191,0,62,9,1,26,46,0,3,87,11,16,0,8,11,1,29,47,2,31,1,1,22,1,1,3,3,2,17,0,0,2,2,4,0,1,23,2,5,1,1,1,0,0,1,3,5,0,1,1,1,2,0,0,7,0,1,13,0,7,1,0,2,0,3,1,0,3,0,0,12,1,0,0,0,1,0,1,1,1,1,2,2,0,1,7,0,0,0,1,0,4,1,0
2020-07-27,12,19,1,0,34,4,193,0,62,9,1,26,46,0,3,87,11,16,0,8,11,1,29,47,2,31,1,1,23,1,1,3,3,2,17,0,0,2,2,4,0,1,23,2,5,1,1,1,0,0,1,3,5,0,1,1,1,2,0,0,7,0,1,13,0,8,1,0,2,0,3,1,0,3,0,0,12,1,0,0,0,1,0,1,1,1,1,2,2,0,1,7,0,0,0,1,0,4,1,0
2020-07-28,12,19,1,0,34,4,193,0,62,10,1,26,46,0,3,87,11,16,0,8,11,1,29,47,2,31,1,1,24,1,1,3,3,2,17,0,0,2,2,4,0,1,23,2,5,1,1,1,0,0,1,3,5,0,1,1,1,2,0,0,7,0,1,14,0,8,1,0,2,0,3,1,0,3,0,0,12,1,0,0,0,1,0,1,1,1,1,2,2,0,1,7,0,0,0,1,0,4,1,0
2020-07-29,14,21,1,0,34,4,193,0,62,10,1,28,47,0,3,87,13,17,0,8,11,2,29,47,2,31,1,1,24,1,1,3,3,2,17,0,0,2,2,4,0,1,24,2,5,1,2,1,0,0,1,3,5,1,1,1,1,2,0,0,7,0,1,14,0,8,1,0,2,0,3,1,0,4,0,0,12,1,0,0,0,1,0,1,1,1,1,2,2,0,1,7,0,0,0,1,0,4,1,0
2020-07-30,14,21,1,0,35,4,201,0,62,10,1,28,47,0,3,87,13,17,0,8,11,2,29,47,2,31,1,1,24,1,1,3,3,2,17,0,0,2,2,4,0,1,24,3,5,1,2,1,1,0,1,3,5,1,1,1,1,2,0,0,7,0,1,14,0,8,1,0,2,0,3,1,0,4,0,0,12,1,0,0,0,1,0,1,1,1,1,2,2,0,1,7,0,0,0,1,0,4,1,0
2020-07-31,15,21,1,0,35,4,201,0,62,10,1,28,47,0,3,87,13,17,0,8,12,2,29,49,2,31,1,1,24,1,1,3,3,2,17,0,0,2,3,4,0,1,24,3,5,1,2,1,1,0,1,3,5,1,1,1,1,2,0,0,7,0,1,14,0,8,1,0,3,0,3,1,0,4,0,0,12,1,0,0,0,1,1,1,1,1,1,2,2,0,1,7,0,0,0,1,0,4,1,0
2020-08-01,15,21,1,0,35,4,202,0,62,10,1,29,47,0,3,87,13,17,0,8,12,2,29,49,2,31,1,1,24,1,1,3,3,2,17,0,0,2,3,4,0,1,24,3,5,1,2,1,1,0,1,3,5,1,1,1,1,2,0,0,7,0,1,14,0,8,1,0,3,0,3,1,0,4,0,0,12,1,0,0,0,1,1,1,1,1,1,2,2,0,1,7,0,0,0,1,0,4,1,0
2020-08-02,15,23,1,0,35,4,202,0,62,10,1,29,48,0,3,87,13,17,0,8,12,2,29,50,2,31,1,1,24,1,1,3,3,2,17,0,0,2,3,4,0,1,24,3,5,1,2,1,1,0,1,3,5,1,1,1,1,2,0,0,7,0,1,14,0,8,1,0,3,0,3,1,0,4,0,0,12,1,0,0,0,1,1,1,1,1,1,2,2,0,1,7,0,0,0,1,0,4,1,0
2020-08-03,15,23,1,0,35,4,203,0,62,10,1,29,48,0,3,87,14,17,0,8,12,2,29,51,2,32,1,1,24,1,1,3,3,2,17,0,0,2,3,4,0,1,24,3,5,1,2,1,1,0,1,3,5,1,2,1,1,2,0,0,7,0,1,14,0,8,1,0,3,0,3,1,0,5,0,0,12,1,0,0,0,1,1,1,1,1,1,2,2,0,1,7,0,0,0,1,0,4,1,0
2020-08-04,15,23,1,0,35,4,203,0,62,10,1,29,48,0,3,87,14,17,0,8,12,2,29,51,2,32,1,1,25,1,1,3,3,2,17,0,0,2,3,4,0,1,24,3,6,1,2,1,1,0,1,3,5,1,2,1,1,2,0,,7,0,1,14,0,8,1,0,3,0,3,1,0,6,0,0,12,1,0,0,0,1,1,1,1,1,1,2,2,0,1,7,0,0,0,2,0,4,1,0
2020-08-05,16,24,1,0,35,4,204,0,62,10,1,31,48,0,3,87,14,17,0,8,13,2,29,51,2,33,1,1,25,1,1,3,3,2,17,0,0,2,3,4,0,1,25,4,7,1,2,1,1,0,1,3,5,1,2,1,1,2,0,0,7,0,1,14,0,8,1,0,3,0,3,1,0,8,0,0,12,1,0,0,0,1,1,1,1,1,1,2,2,0,1,7,0,0,0,2,0,4,1,0
2020-08-06,16,26,1,0,35,4,206,0,63,10,1,31,48,0,3,87,14,17,0,8,14,3,29,51,2,33,1,1,26,1,1,3,3,2,17,0,0,2,3,4,0,1,25,4,7,1,2,1,1,0,1,3,5,1,2,1,1,2,0,0,7,0,2,14,2,8,1,0,3,0,3,1,0,9,0,0,12,1,0,0,0,1,1,1,1,1,1,2,2,0,1,7,0,0,0,2,0,4,1,0
2020-08-07,16,26,1,0,35,4,206,0,63,10,1,31,48,0,3,87,14,17,0,8,14,3,29,51,2,33,1,1,26,1,1,3,3,2,17,0,0,2,3,4,0,1,25,4,7,1,2,1,1,0,1,3,5,1,2,1,1,2,0,,7,0,2,14,2,9,1,0,3,0,3,1,0,9,0,0,12,1,0,0,0,1,1,1,1,1,1,2,2,0,1,7,0,0,0,4,0,4,1,0
2020-08-08,19,26,1,0,35,4,207,0,66,10,1,31,48,0,3,87,14,17,0,8,14,3,29,51,2,33,1,1,26,1,1,3,3,2,17,0,0,2,3,4,0,1,26,4,7,1,3,1,1,0,1,3,5,1,2,1,1,2,0,0,7,0,2,14,2,9,1,0,3,0,3,1,0,10,0,0,12,1,0,0,0,1,1,1,1,2,1,2,2,0,1,7,0,0,0,4,0,4,1,0
2020-08-09,19,26,1,1,35,4,207,0,66,10,1,31,48,0,4,88,14,17,0,8,14,3,29,52,2,33,1,1,26,1,1,3,3,2,17,0,0,2,3,4,0,1,26,4,7,1,3,1,1,0,1,3,5,1,2,1,1,2,0,0,7,0,2,14,2,9,1,0,3,0,3,1,0,10,0,0,12,1,0,0,0,1,1,1,1,2,2,2,2,0,1,7,0,0,0,4,0,4,1,0
2020-08-10,19,26,2,1,35,4,207,0,66,10,1,31,48,0,4,88,14,17,0,8,14,3,29,52,2,33,1,1,26,1,1,3,3,2,17,0,0,2,3,4,0,1,26,4,8,1,3,1,1,0,1,3,5,1,2,1,1,2,0,0,7,0,4,14,2,9,1,0,3,0,3,1,0,10,0,0,12,1,0,0,0,1,1,1,1,2,2,2,2,0,1,7,0,0,0,4,0,4,1,0
2020-08-11,19,28,2,1,35,4,208,0,66,10,1,31,48,0,4,88,15,17,0,8,14,3,29,52,2,33,1,1,27,1,1,3,3,2,17,0,0,2,4,4,0,1,26,4,8,1,3,1,1,0,1,3,5,1,2,1,1,2,0,0,7,0,4,14,2,11,1,0,3,0,3,1,0,12,0,0,12,1,0,0,0,1,1,1,1,2,2,2,2,0,1,8,0,0,0,4,0,4,1,0
2020-08-12,20,29,2,1,35,4,208,0,66,10,1,31,48,0,4,88,15,17,0,8,14,3,29,52,2,33,1,1,27,1,1,3,3,2,17,0,0,2,4,4,0,1,26,4,8,1,3,1,1,0,1,3,5,1,2,1,1,2,0,0,7,0,5,14,2,12,1,0,4,1,3,1,0,12,0,0,12,1,0,0,0,1,1,1,1,2,2,2,3,0,1,8,0,0,0,4,0,4,1,0
2020-08-13,21,29,2,1,35,4,210,0,66,10,1,31,48,0,4,89,15,18,0,8,15,3,29,52,2,36,1,1,27,2,1,3,3,2,17,0,0,2,4,4,0,1,27,4,8,1,3,1,1,0,1,3,5,1,2,1,1,2,0,0,7,0,5,14,2,12,1,0,4,1,3,1,0,12,0,0,12,1,0,0,0,1,1,1,1,2,2,2,3,0,1,8,0,0,0,4,0,4,1,0
2020-08-14,21,29,2,1,35,4,210,0,66,10,1,31,48,0,4,89,15,19,0,8,15,3,29,54,2,36,1,1,28,2,1,3,3,2,17,1,0,2,4,4,0,1,27,4,8,1,3,1,1,0,1,3,5,1,2,1,1,2,0,0,7,0,5,14,2,12,1,0,5,1,3,1,0,12,0,0,12,1,0,0,0,2,2,1,1,2,2,2,3,0,1,8,0,0,0,4,0,4,1,0
2020-08-15,21,29,2,1,35,4,211,0,66,10,1,31,48,0,4,89,15,19,0,8,15,3,29,54,2,37,1,1,28,2,1,3,3,2,17,1,0,2,4,4,0,1,27,4,8,1,3,1,1,0,1,3,5,1,2,1,1,2,0,0,7,0,5,14,2,12,1,0,5,1,3,1,0,13,0,0,12,1,0,0,0,2,2,1,1,2,2,2,3,0,1,8,0,0,0,4,0,4,1,0
2020-08-16,21,29,2,1,35,4,211,0,66,10,1,31,48,0,4,89,15,19,0,8,15,3,29,54,2,37,1,1,28,2,1,3,3,2,17,1,0,2,4,4,0,1,27,4,8,1,3,1,1,0,1,3,5,1,2,1,1,2,0,,7,0,5,14,2,12,1,0,5,1,3,1,0,13,0,0,12,1,0,0,0,2,2,1,1,2,2,2,3,0,1,8,0,0,0,4,0,4,1,0
2020-08-17,21,30,2,1,35,4,211,0,67,10,1,31,48,0,4,89,15,19,0,8,16,3,29,54,2,38,1,1,28,3,1,3,3,2,17,1,0,2,4,4,0,1,27,4,8,1,3,1,1,0,1,3,5,1,2,1,1,2,0,0,7,0,5,14,2,13,1,0,5,1,3,1,0,15,0,0,12,1,0,0,0,3,2,1,2,2,2,2,3,0,2,8,0,0,0,5,0,4,1,0
2020-08-18,22,30,2,1,35,4,212,1,67,10,1,33,48,0,4,89,16,20,0,8,17,3,29,54,2,38,1,1,29,3,1,3,3,2,17,1,0,2,4,5,1,1,28,4,8,1,3,1,1,0,1,3,5,1,2,1,1,2,0,0,7,0,6,14,2,13,1,0,5,1,3,1,0,16,0,1,12,1,0,0,0,3,2,1,2,2,2,2,3,0,2,8,0,0,0,5,0,4,1,0
2020-08-19,22,31,2,1,35,4,212,1,67,10,1,34,48,0,4,90,16,20,0,8,17,3,29,54,2,39,1,1,29,3,1,3,3,2,17,1,0,2,5,5,1,1,28,4,8,1,3,1,1,0,1,3,5,1,2,1,1,2,0,0,7,0,6,14,2,14,1,0,5,1,3,2,0,16,0,1,12,2,0,0,0,3,2,1,2,2,2,2,3,0,2,8,0,0,0,6,0,4,1,0
2020-08-20,24,31,2,1,35,4,212,1,67,10,1,34,48,0,4,89,16,20,0,8,17,3,29,54,2,39,1,1,29,4,1,3,3,2,17,1,0,2,5,5,1,1,28,4,8,1,3,1,1,0,1,3,5,1,2,1,1,2,0,0,7,0,7,14,2,15,1,0,5,1,3,2,0,16,0,2,12,2,0,0,0,3,2,1,2,2,2,2,3,0,2,8,0,0,0,6,0,4,1,0
2020-08-21,24,31,2,1,35,4,214,1,69,10,1,35,48,0,4,90,16,20,0,8,18,3,29,54,2,43,1,1,29,4,1,3,3,2,18,1,0,2,5,5,1,1,28,4,8,1,3,1,1,0,1,3,5,1,2,1,2,2,0,0,7,0,7,14,2,15,1,0,5,1,3,2,0,16,0,2,12,2,0,0,0,3,2,1,2,2,2,2,3,0,2,8,0,0,0,7,0,4,1,0
2020-08-22,24,31,2,1,36,4,214,1,69,10,1,35,48,0,4,90,16,20,0,8,18,3,29,54,2,43,1,1,29,4,1,3,3,3,18,1,0,2,6,5,1,1,28,4,8,1,3,1,1,0,1,3,5,1,2,1,2,2,0,0,7,0,7,14,2,15,1,0,5,1,3,2,0,16,0,2,12,2,0,0,0,3,2,1,2,2,2,2,3,0,2,8,0,0,0,7,0,4,1,0
2020-08-23,24,31,2,1,36,4,214,1,70,10,1,35,48,0,4,91,16,20,0,8,19,3,29,54,2,43,1,1,29,5,1,3,3,3,18,1,0,2,6,5,1,1,28,4,8,1,3,1,1,0,1,3,5,1,2,1,2,2,0,0,7,0,7,14,2,15,1,0,5,1,3,2,0,16,0,2,12,2,0,0,0,3,2,1,2,2,2,2,3,0,2,8,0,0,0,7,0,4,1,0
2020-08-24,24,31,2,1,36,4,217,1,71,10,1,35,48,1,4,91,16,20,0,8,19,3,29,54,2,45,1,1,30,5,1,3,3,3,18,1,0,2,7,5,1,1,28,4,8,1,3,1,1,0,1,3,5,1,2,1,2,2,0,0,7,0,7,14,2,15,1,0,5,1,3,2,0,16,0,3,12,2,0,0,0,3,2,1,2,2,2,2,3,0,2,8,0,0,0,7,0,4,1,0
2020-08-25,24,34,2,1,36,4,218,1,72,11,1,36,48,1,4,91,16,20,0,8,18,3,29,54,2,45,1,1,30,5,1,3,3,3,18,1,0,2,8,5,1,1,28,4,8,1,3,1,1,0,1,3,5,1,2,1,2,2,0,0,7,0,7,14,2,15,1,1,5,1,3,2,0,16,0,6,12,2,0,0,0,3,2,1,2,2,2,2,3,0,2,8,0,0,0,7,0,5,1,0
2020-08-26,26,34,2,1,37,4,221,1,72,11,1,36,49,1,4,92,16,20,0,8,19,3,29,54,2,46,1,1,30,5,1,3,3,4,18,1,0,2,9,5,1,1,29,4,8,1,4,1,1,0,1,3,5,1,2,1,2,2,0,0,7,0,7,14,2,17,1,2,5,1,3,2,0,16,0,6,12,3,0,0,0,3,2,1,2,2,2,2,3,0,2,8,0,0,0,7,0,5,1,0
2020-08-27,26,34,2,1,38,4,222,1,73,11,1,36,51,1,4,93,16,20,0,8,19,3,29,56,2,48,1,1,30,5,1,3,3,5,18,1,0,2,9,5,1,1,29,4,8,1,4,1,1,1,1,3,5,1,2,1,2,2,0,0,7,0,7,14,2,18,1,2,5,1,3,2,0,16,0,7,12,3,0,0,0,3,2,1,2,2,2,2,3,0,2,8,0,0,0,7,0,5,1,0
