,Ward,Burleigh,Cass,Morton,Pierce,Ramsey,Walsh,Dunn,Foster,Stark,McHenry,McIntosh,Barnes,Divide,McLean,Mountrail,Sioux,Grand Forks,Oliver,Grant,McKenzie,Williams,Burke,Eddy,Slope,Emmons,Bowman,Stutsman,Richland,Sargent,Unknown,Rolette,Nelson,Wells,Pembina,Ransom,Renville,Mercer,Benson,Traill,Steele,Bottineau,Griggs,Dickey,LaMoure,Sheridan,Kidder,Billings,Cavalier,Hettinger,Towner,Logan,Golden Valley,Adams
2021-02-21,186,185,195,94,24,30,24,7,19,49,21,7,31,2,31,17,11,75,2,7,11,36,1,6,0,12,4,77,16,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-02-22,186,185,195,94,24,30,24,7,19,49,21,7,31,2,31,17,11,75,2,7,11,36,1,6,0,12,4,77,16,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-02-23,186,185,195,94,24,30,24,7,19,49,21,7,31,2,31,17,11,75,2,7,11,36,1,6,0,12,4,78,16,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-02-24,187,185,195,94,24,30,24,7,19,49,21,7,31,2,31,17,11,75,2,7,11,36,1,6,0,12,4,78,16,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-02-25,187,185,195,94,24,30,24,7,19,49,21,7,31,2,31,17,11,75,2,7,11,36,1,6,0,12,4,79,16,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-02-26,187,185,196,94,24,30,24,7,19,49,21,7,31,2,31,17,11,75,2,7,11,36,1,6,0,12,4,79,16,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-02-27,187,186,196,94,24,30,24,7,19,49,21,7,31,2,31,17,11,75,2,7,12,36,1,6,0,12,5,79,16,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-02-28,187,186,196,94,24,30,24,7,19,49,21,7,31,2,31,17,11,75,2,7,12,36,1,6,0,12,5,79,16,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-01,187,186,196,94,24,30,24,7,19,49,21,7,31,2,31,17,11,75,2,7,12,36,1,6,0,12,5,79,16,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-02,188,186,196,94,24,30,24,7,19,49,21,7,31,2,31,17,11,76,2,7,12,36,1,6,0,12,5,79,16,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-03,189,186,196,94,24,30,24,7,19,49,21,7,31,2,31,17,11,76,2,7,12,36,1,6,0,12,5,79,16,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-04,189,186,196,94,24,30,24,7,19,49,21,7,31,2,31,17,11,76,2,7,12,36,1,6,0,12,5,79,16,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-05,189,186,196,94,24,30,24,7,19,49,21,7,31,2,31,17,11,76,2,7,12,36,1,6,0,12,5,79,16,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-06,189,186,196,95,24,30,24,7,19,49,21,7,31,2,31,17,11,76,2,7,12,36,1,6,0,12,5,79,16,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-07,189,186,196,95,24,30,24,7,19,49,21,7,31,2,31,17,11,76,2,7,12,36,1,6,0,12,5,79,16,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-08,189,186,196,95,24,30,24,7,19,49,21,7,31,2,31,17,11,76,2,7,12,36,1,6,0,12,5,79,16,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-09,189,186,196,95,24,30,24,7,19,49,21,7,31,2,31,17,11,76,2,7,12,36,1,6,0,12,5,79,16,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-10,189,186,196,96,24,30,24,7,19,49,22,7,31,2,30,17,11,76,2,7,12,36,1,6,0,12,5,79,17,6,30,28,13,8,11,16,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-11,190,186,196,96,25,30,24,7,19,49,22,7,31,2,30,17,11,76,2,7,12,36,1,6,0,12,5,79,17,6,31,28,13,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-12,190,186,196,97,25,30,24,7,19,49,22,7,31,2,30,17,11,76,2,7,12,36,1,6,0,12,5,79,17,6,31,28,13,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-13,190,187,196,97,25,30,24,7,19,50,22,7,31,2,30,17,11,76,2,7,12,36,1,6,0,12,5,79,17,6,31,28,13,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-14,190,187,196,97,25,30,24,7,19,50,22,7,31,2,30,17,11,76,2,7,12,36,1,6,0,12,5,79,17,6,31,28,13,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-15,190,187,196,97,25,30,24,7,19,50,22,7,31,2,30,17,11,76,2,7,12,36,1,6,0,12,5,79,17,6,31,28,13,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-16,191,187,196,97,25,30,24,7,19,50,22,7,31,2,30,17,11,76,2,7,12,36,1,6,0,12,5,79,17,6,31,28,13,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-17,191,187,196,97,25,30,24,7,19,50,22,7,31,2,30,17,11,76,2,7,12,36,1,6,0,13,5,79,17,6,31,28,13,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-18,191,187,196,97,25,30,24,7,19,50,22,7,31,2,30,17,11,76,2,7,12,36,1,6,0,13,5,79,17,6,31,28,13,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-19,191,187,196,97,25,30,24,7,19,50,22,7,31,2,30,17,11,76,2,7,12,36,1,6,0,13,5,79,17,6,31,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-20,191,187,196,97,25,30,24,7,19,50,22,7,31,2,30,17,11,76,3,7,12,36,1,6,0,13,5,79,17,6,31,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-21,191,187,196,97,25,30,24,7,19,50,22,7,31,2,30,17,11,76,3,7,12,36,1,6,0,13,5,79,17,6,31,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-22,191,187,196,97,25,30,24,7,19,50,22,7,31,2,30,17,11,76,3,7,12,36,1,6,0,13,5,79,17,6,31,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-23,191,187,196,98,25,30,24,7,19,50,22,7,31,2,30,17,11,76,3,7,12,37,1,6,0,13,5,79,17,6,31,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-24,192,187,196,98,25,30,24,7,19,50,22,7,31,2,30,17,11,76,3,7,12,37,1,6,0,13,5,79,17,6,31,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-25,192,187,197,98,25,30,24,7,19,50,22,7,31,2,30,17,11,76,3,7,12,37,1,6,0,13,5,79,17,6,32,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-26,192,187,198,98,25,30,24,7,19,50,22,7,31,2,30,17,11,76,3,7,12,37,1,6,0,13,5,79,17,6,32,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-27,192,187,198,98,25,30,24,7,19,50,22,7,31,2,30,17,11,76,3,7,12,37,1,6,0,13,5,79,17,6,32,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-28,192,187,198,98,25,30,24,7,19,50,22,7,31,2,30,17,11,76,3,7,12,37,1,6,0,13,5,79,17,6,32,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-29,192,187,198,98,25,30,24,7,19,50,22,7,31,2,30,17,11,76,3,7,12,37,1,6,0,13,5,79,17,6,32,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-30,192,187,198,98,25,30,24,7,19,50,22,7,31,2,30,17,11,76,3,7,12,37,1,6,0,13,5,79,17,6,32,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-03-31,192,187,198,98,25,30,24,7,19,50,22,7,31,2,30,17,11,76,3,7,12,37,1,6,0,13,5,79,17,6,32,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-04-01,192,187,198,98,25,30,24,7,19,50,22,7,31,2,30,17,11,76,3,7,12,37,1,6,0,13,5,79,17,6,32,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-04-02,192,187,198,98,25,30,24,7,19,50,22,7,31,2,30,17,11,76,3,7,12,37,1,6,0,13,5,79,17,6,32,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-04-03,192,187,198,98,25,30,24,7,19,50,22,7,31,2,30,17,11,76,3,7,12,37,1,6,0,13,5,79,17,6,32,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-04-04,192,187,198,98,25,30,24,7,19,50,22,7,31,2,30,17,11,76,3,7,12,37,1,6,0,13,5,79,17,6,32,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-04-05,192,187,198,98,25,30,24,7,19,50,22,7,31,2,30,17,11,76,3,7,12,37,1,6,0,13,5,79,17,6,31,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-04-06,192,187,199,98,25,30,24,7,19,50,22,7,31,2,30,17,11,77,3,7,12,37,1,6,0,13,5,79,17,6,31,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-04-07,192,187,199,98,25,30,24,7,19,50,22,7,31,2,30,17,11,77,3,7,12,37,1,6,0,13,5,79,17,6,31,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-04-08,192,187,199,98,25,30,24,7,19,50,22,7,31,2,30,17,11,77,3,7,12,37,1,6,0,13,5,79,17,6,31,28,14,8,11,17,13,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-04-09,193,187,199,98,25,30,24,7,19,50,22,7,31,2,30,17,11,77,3,7,12,37,1,6,0,13,5,79,17,6,31,28,14,8,11,17,14,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-04-10,193,187,199,98,25,30,24,7,19,50,22,7,31,2,30,17,11,77,3,7,12,37,1,6,0,13,5,80,17,6,31,28,14,8,11,17,14,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-04-11,193,187,199,98,25,30,24,7,19,50,22,7,31,2,30,17,11,77,3,7,12,37,1,6,0,13,5,80,17,6,31,28,14,8,11,17,14,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-04-12,193,187,199,98,25,30,24,7,19,50,22,7,31,2,30,17,11,77,3,7,12,37,1,6,0,13,5,80,17,6,31,28,14,8,11,17,14,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-04-13,194,187,199,98,25,30,24,7,19,50,22,7,31,2,30,17,11,77,3,7,12,38,1,6,0,13,5,80,17,6,31,28,14,8,11,17,14,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,2,3
2021-04-14,194,187,199,98,25,30,24,7,19,50,22,7,31,2,30,17,11,77,3,7,12,38,1,6,0,13,5,80,17,6,31,28,14,8,11,17,14,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,3,3
2021-04-15,194,187,199,98,25,30,24,7,19,51,22,7,31,2,30,17,11,77,3,7,12,38,1,6,0,13,5,80,17,6,31,28,14,8,11,17,14,9,18,18,2,20,2,32,17,2,10,0,5,4,11,8,3,3
2021-04-16,194,188,200,98,25,30,24,7,19,51,22,7,31,2,30,17,11,77,3,7,12,38,1,6,0,13,5,80,17,6,31,28,14,8,11,17,14,10,18,18,2,20,2,32,17,2,10,0,5,4,11,8,3,3
2021-04-17,194,189,200,98,25,30,24,7,19,51,22,7,31,2,30,17,11,77,3,7,12,38,1,6,0,13,5,80,17,6,31,28,14,8,11,17,14,10,18,18,2,20,2,32,17,2,10,0,5,4,11,8,3,3
2021-04-18,194,189,200,98,25,30,24,7,19,51,22,7,31,2,30,17,11,77,3,7,12,38,1,6,0,13,5,80,17,6,31,28,14,8,11,17,14,10,18,18,2,20,2,32,17,2,10,0,5,4,11,8,3,3
2021-04-19,194,189,200,98,25,30,24,7,19,51,22,7,31,2,30,17,11,77,3,7,12,38,1,6,0,13,5,80,17,6,31,28,14,8,11,17,14,10,18,18,2,20,2,32,17,2,10,0,5,4,11,8,3,3
2021-04-20,194,189,201,98,25,30,25,7,19,51,22,7,31,2,30,17,11,77,3,7,12,38,1,6,0,13,5,81,17,6,31,28,14,8,11,17,14,10,18,18,2,20,2,32,17,2,10,0,5,4,11,8,3,3
2021-04-21,194,189,202,98,25,30,25,7,19,51,22,7,31,2,30,17,11,77,3,7,12,38,1,6,0,13,5,81,17,6,31,28,14,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,8,3,3
2021-04-22,194,189,202,98,25,30,25,7,19,51,22,7,31,2,30,17,11,77,3,7,12,38,1,6,0,13,5,81,17,6,31,28,14,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,8,3,3
2021-04-23,194,190,203,98,25,30,25,7,19,51,22,7,31,2,30,17,11,77,3,7,12,38,1,6,0,13,5,81,17,6,31,28,14,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,8,3,3
2021-04-24,194,190,203,98,25,30,25,7,19,51,22,7,31,2,30,17,11,77,3,7,12,38,1,6,0,13,5,81,17,6,31,28,14,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,8,3,3
2021-04-25,194,190,203,98,25,30,25,7,19,51,22,7,31,2,30,17,11,77,3,7,12,38,1,6,0,13,5,81,17,6,31,28,14,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,8,3,3
2021-04-26,194,190,203,98,25,30,25,7,19,51,22,7,31,2,30,17,11,77,3,7,12,38,1,6,0,13,5,81,17,6,31,28,14,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,8,3,3
2021-04-27,194,190,203,98,25,30,25,7,19,51,22,7,31,2,30,17,11,77,3,7,12,38,1,6,0,13,5,81,17,6,31,28,14,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,8,3,3
2021-04-28,194,190,203,98,25,30,25,7,19,51,22,7,31,2,30,17,11,77,3,7,12,38,1,6,0,13,5,81,17,6,31,28,14,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,8,3,3
2021-04-29,194,191,203,100,25,30,25,7,19,51,22,7,31,2,30,17,12,77,3,7,12,38,1,6,0,13,5,81,17,7,31,28,14,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,8,3,3
2021-04-30,194,191,204,100,25,30,25,7,19,51,22,7,31,2,30,17,12,77,3,7,12,38,1,6,0,13,5,81,17,7,31,28,14,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,8,3,3
2021-05-01,194,191,205,100,25,30,25,7,19,51,22,7,31,2,30,17,12,77,3,7,12,38,1,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,8,3,3
2021-05-02,194,191,205,100,25,30,25,7,19,51,22,7,31,2,30,17,12,77,3,7,12,38,1,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,8,3,3
2021-05-03,194,191,205,100,25,30,25,7,19,51,22,7,31,2,30,17,12,77,3,7,12,38,1,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,8,3,3
2021-05-04,194,191,205,100,25,30,25,7,19,51,22,7,31,2,30,17,12,77,3,7,12,38,1,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,8,3,3
2021-05-05,194,191,207,100,25,30,25,7,19,51,23,7,31,2,30,17,12,77,3,7,12,38,1,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,8,3,3
2021-05-06,194,191,208,100,25,30,25,7,19,51,23,7,31,2,30,17,12,77,3,7,12,38,1,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,9,3,3
2021-05-07,194,191,208,100,25,30,25,7,19,51,23,7,31,2,30,17,12,77,3,7,12,38,1,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,9,3,3
2021-05-08,194,191,208,100,25,30,25,7,19,51,23,7,31,2,30,17,12,77,3,7,12,38,1,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,9,3,3
2021-05-09,194,191,208,100,25,30,25,7,19,51,23,7,31,2,30,17,12,77,3,7,12,38,1,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,9,3,3
2021-05-10,194,191,208,100,25,30,25,7,19,51,23,7,31,2,30,17,12,77,3,7,12,38,1,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,9,3,3
2021-05-11,194,191,208,100,25,30,25,7,19,51,23,7,31,2,30,17,12,77,3,7,13,39,1,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-12,194,191,208,100,25,30,25,7,19,51,23,7,31,2,30,17,12,77,3,7,13,39,1,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-13,194,191,208,100,25,30,26,7,19,51,23,7,31,2,30,17,12,77,3,7,13,39,1,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,18,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-14,194,191,208,100,25,30,26,7,19,51,23,7,31,2,30,17,12,77,3,7,13,39,1,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-15,194,191,208,100,25,30,26,7,19,51,23,7,31,2,30,17,12,77,3,7,13,39,1,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-16,194,191,208,100,25,30,26,7,19,51,23,7,31,2,30,17,12,77,3,7,13,39,1,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-17,194,191,208,100,25,30,26,7,19,51,23,7,31,2,30,17,12,77,3,7,13,39,1,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-18,194,191,208,100,25,30,26,7,19,51,23,7,31,2,30,17,12,77,3,7,13,39,1,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-19,194,192,208,100,25,30,26,7,19,51,23,7,31,2,30,17,12,77,3,7,13,39,2,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-20,194,192,209,100,25,30,26,7,19,51,23,7,31,2,30,17,12,77,3,7,13,39,2,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-21,194,192,209,100,25,30,26,7,19,51,23,7,31,2,30,17,12,77,3,7,13,39,2,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-22,194,192,209,100,25,30,26,7,19,51,23,7,31,2,30,17,12,77,3,7,13,39,2,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-23,194,192,209,100,25,30,26,7,19,51,23,7,31,2,30,17,12,77,3,7,13,39,2,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-24,194,192,209,100,25,30,26,7,19,51,23,7,31,2,30,17,12,77,3,7,13,39,2,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-25,194,192,209,100,25,30,26,7,19,51,23,7,31,2,30,17,12,77,3,7,13,39,2,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-26,195,192,209,100,25,30,26,7,19,51,23,7,31,2,30,17,12,77,3,7,13,40,2,6,0,13,5,81,17,7,30,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-27,195,192,209,100,25,30,27,7,19,51,23,7,31,2,30,17,12,77,3,7,13,40,2,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-28,196,192,209,101,25,30,27,7,19,51,23,7,31,2,30,17,12,77,3,7,13,40,2,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-29,196,192,209,101,25,30,27,7,19,51,23,7,31,2,30,17,12,77,3,7,13,40,2,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-30,196,192,209,101,25,30,27,7,19,51,23,7,31,2,30,17,12,77,3,7,13,40,2,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-05-31,196,192,209,101,25,30,27,7,19,51,23,7,31,2,30,17,12,77,3,7,13,40,2,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-01,196,192,209,101,25,30,27,7,19,51,23,7,31,2,30,17,12,77,3,7,13,40,2,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-02,196,192,209,101,25,30,27,7,19,51,23,7,31,2,30,17,12,77,3,7,13,40,2,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-03,196,193,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,78,3,7,13,40,2,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-04,196,193,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,78,3,7,13,40,2,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-05,196,193,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,79,3,7,13,40,2,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-06,196,193,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,79,3,7,13,40,2,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-07,196,193,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,79,3,7,13,40,2,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-08,196,193,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,79,3,7,13,40,2,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-09,197,193,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,79,3,7,13,40,2,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-10,197,193,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,79,3,7,13,40,2,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-11,199,193,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,79,3,7,13,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-12,199,193,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,79,3,7,13,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-13,199,193,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,79,3,7,13,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-14,199,193,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,79,3,7,13,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-15,199,193,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-16,199,194,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-17,199,195,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-18,199,195,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-19,199,195,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
