,Sheridan,Fremont,Laramie,Park,Teton,Campbell,Natrona,Carbon,Sweetwater,Albany,Hot Springs,Johnson,Goshen,Washakie,Converse,Sublette,Uinta,Lincoln,Crook,Unknown,Niobrara,Big Horn,Platte,Weston
2021-03-05,30,82,109,27,9,57,132,22,36,11,3,9,23,26,16,7,12,11,11,,2,31,11,5
2021-03-06,30,82,109,27,9,57,132,22,36,11,3,9,23,26,16,7,12,11,11,,2,31,11,5
2021-03-07,30,82,109,27,9,57,132,22,36,11,3,9,23,26,16,7,12,11,11,,2,31,11,5
2021-03-08,30,82,109,27,9,57,132,22,36,11,3,9,23,26,16,7,12,11,11,,2,31,11,5
2021-03-09,30,82,110,29,9,59,132,23,36,11,3,10,23,26,17,7,12,12,11,,2,31,11,5
2021-03-10,30,82,110,29,9,59,132,23,36,11,3,10,23,26,17,7,12,12,11,,2,31,11,5
2021-03-11,30,82,110,29,9,59,132,23,36,11,3,10,23,26,17,7,12,12,11,,2,31,11,5
2021-03-12,30,82,110,29,9,59,132,23,36,11,3,10,23,26,17,7,12,12,11,,2,31,11,5
2021-03-13,30,82,110,29,9,59,132,23,36,11,3,10,23,26,17,7,12,12,11,,2,31,11,5
2021-03-14,30,82,110,29,9,59,132,23,36,11,3,10,23,26,17,7,12,12,11,,2,31,11,5
2021-03-15,30,82,110,29,9,59,132,23,36,11,3,10,23,26,17,7,12,12,11,,2,31,11,5
2021-03-16,31,82,110,29,9,59,132,23,36,11,3,10,23,26,17,7,12,12,11,,2,32,11,5
2021-03-17,31,82,110,29,9,59,132,23,36,11,3,10,23,26,17,7,12,12,11,,2,32,11,5
2021-03-18,31,82,110,29,9,59,132,23,36,11,3,10,23,26,17,7,12,12,11,,2,32,11,5
2021-03-19,31,82,110,29,9,59,132,23,36,11,3,10,23,26,17,7,12,12,11,,2,32,11,5
2021-03-20,31,82,110,29,9,59,132,23,36,11,3,10,23,26,17,7,12,12,11,,2,32,11,5
2021-03-21,31,82,110,29,9,59,132,23,36,11,3,10,23,26,17,7,12,12,11,,2,32,11,5
2021-03-22,31,82,110,29,9,59,132,23,36,11,3,10,23,26,17,7,12,12,11,,2,32,11,5
2021-03-23,31,82,110,30,9,59,133,23,36,11,3,10,23,26,17,7,12,12,11,,2,32,11,5
2021-03-24,31,82,110,30,9,59,133,23,36,11,3,10,23,26,17,7,12,12,11,,2,32,11,5
2021-03-25,31,82,110,30,9,59,133,23,36,11,3,10,23,26,17,7,12,12,11,,2,32,11,5
2021-03-26,31,82,110,30,9,59,133,23,36,11,3,10,23,26,17,7,12,12,11,,2,32,11,5
2021-03-27,31,82,110,30,9,59,133,23,36,11,3,10,23,26,17,7,12,12,11,,2,32,11,5
2021-03-28,31,82,110,30,9,59,133,23,36,11,3,10,23,26,17,7,12,12,11,,2,32,11,5
2021-03-29,31,82,110,30,9,59,133,23,36,11,3,10,23,26,17,7,12,12,11,,2,32,11,5
2021-03-30,31,82,110,30,9,59,133,23,36,11,3,10,23,26,17,7,12,12,11,,2,32,11,5
2021-03-31,31,82,110,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-01,31,82,110,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-02,31,82,110,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-03,31,82,110,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-04,31,82,110,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-05,31,82,110,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-06,31,82,111,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-07,31,82,111,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-08,31,82,111,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-09,31,82,111,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-10,31,82,111,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-11,31,82,111,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-12,31,82,111,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-13,31,82,113,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-14,31,82,113,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-15,31,82,113,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-16,31,82,113,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-17,31,82,113,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-18,31,82,113,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-19,31,82,113,30,9,60,135,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-20,31,83,113,30,9,60,136,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-21,31,83,113,30,9,60,136,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-22,31,83,113,30,9,60,136,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-23,31,83,113,30,9,60,136,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-24,31,83,113,30,9,60,136,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-25,31,83,113,30,9,60,136,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-26,31,83,113,30,9,60,136,23,37,11,3,10,23,26,17,7,12,12,12,,2,32,11,5
2021-04-27,31,84,113,30,9,60,136,23,37,11,3,10,24,26,17,7,12,12,12,,2,32,11,5
2021-04-28,31,84,113,30,9,60,136,23,37,11,3,10,24,26,17,7,12,12,12,,2,32,11,5
2021-04-29,31,84,113,30,9,60,136,23,37,11,3,10,24,26,17,7,12,12,12,,2,32,11,5
2021-04-30,31,84,113,30,9,60,136,23,37,11,3,10,24,26,17,7,12,12,12,,2,32,11,5
2021-05-01,31,84,113,30,9,60,136,23,37,11,3,10,24,26,17,7,12,12,12,,2,32,11,5
2021-05-02,31,84,113,30,9,60,136,23,37,11,3,10,24,26,17,7,12,12,12,,2,32,11,5
2021-05-03,31,84,113,30,9,60,136,23,37,11,3,10,24,26,17,7,12,12,12,,2,32,11,5
2021-05-04,31,84,113,30,9,60,136,23,38,12,3,10,24,26,17,7,13,12,12,,2,32,11,5
2021-05-05,31,84,113,30,9,60,136,23,38,12,3,10,24,26,17,7,13,12,12,,2,32,11,5
2021-05-06,31,84,113,30,9,60,136,23,38,12,3,10,24,26,17,7,13,12,12,,2,32,11,5
2021-05-07,31,84,113,30,9,60,136,23,38,12,3,10,24,26,17,7,13,12,12,,2,32,11,5
2021-05-08,31,84,113,30,9,60,136,23,38,12,3,10,24,26,17,7,13,12,12,,2,32,11,5
2021-05-09,31,84,113,30,9,60,136,23,38,12,3,10,24,26,17,7,13,12,12,,2,32,11,5
2021-05-10,31,84,113,30,9,60,136,23,38,12,3,10,24,26,17,7,13,12,12,,2,32,11,5
2021-05-11,31,84,114,30,9,60,136,23,38,12,3,10,24,26,17,7,13,12,12,,2,33,11,5
2021-05-12,31,84,114,30,9,60,136,23,38,12,3,10,24,26,17,7,13,12,12,,2,33,11,5
2021-05-13,31,84,114,30,9,60,136,23,38,12,3,10,24,26,17,7,13,12,12,,2,33,11,5
2021-05-14,31,84,114,30,9,60,136,23,38,12,3,10,24,26,17,7,13,12,12,,2,33,11,5
2021-05-15,31,84,114,30,9,60,136,23,38,12,3,10,24,26,17,7,13,12,12,,2,33,11,5
2021-05-16,31,84,114,30,9,60,136,23,38,12,3,10,24,26,17,7,13,12,12,,2,33,11,5
2021-05-17,31,84,114,30,9,60,136,23,38,12,3,10,24,26,17,7,13,12,12,,2,33,11,5
2021-05-18,31,84,114,30,9,60,136,23,39,12,3,10,24,26,17,7,13,12,12,,2,33,11,5
2021-05-19,31,84,114,30,9,60,136,23,39,12,3,10,24,26,17,7,13,12,12,,2,33,11,5
2021-05-20,31,84,114,30,9,60,136,23,39,12,3,10,24,26,17,7,13,12,12,,2,33,11,5
2021-05-21,31,84,114,30,9,60,136,23,39,12,3,10,24,26,17,7,13,12,12,,2,33,11,5
2021-05-22,31,84,114,30,9,60,136,23,39,12,3,10,24,26,17,7,13,12,12,,2,33,11,5
2021-05-23,31,84,114,30,9,60,136,23,39,12,3,10,24,26,17,7,13,12,12,,2,33,11,5
2021-05-24,31,84,114,30,9,60,136,23,39,12,3,10,24,26,17,7,13,12,12,,2,33,11,5
2021-05-25,31,84,114,30,9,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,5
2021-05-26,31,84,114,30,9,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,5
2021-05-27,31,84,114,30,9,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,5
2021-05-28,31,84,114,30,9,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,5
2021-05-29,31,84,114,30,9,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,5
2021-05-30,31,84,114,30,9,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,5
2021-05-31,31,84,114,30,9,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,5
2021-06-01,31,84,114,30,9,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,6
2021-06-02,31,84,114,30,9,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,6
2021-06-03,31,84,114,30,9,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,6
2021-06-04,31,84,114,30,9,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,6
2021-06-05,31,84,114,30,9,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,6
2021-06-06,31,84,114,30,9,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,6
2021-06-07,31,84,114,30,9,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,6
2021-06-08,31,84,117,30,11,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,6
2021-06-09,31,84,117,30,11,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,6
2021-06-10,31,84,117,30,11,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,6
2021-06-11,31,84,117,30,11,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,6
2021-06-12,31,84,117,30,11,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,6
2021-06-13,31,84,117,30,11,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,6
2021-06-14,31,84,117,30,11,60,138,23,39,15,3,10,24,26,17,7,13,12,12,,2,34,11,6
2021-06-15,31,86,119,30,11,60,138,24,40,15,3,10,24,26,18,7,13,14,12,,2,34,11,6
2021-06-16,31,86,119,30,11,60,138,24,40,15,3,10,24,26,18,7,13,14,12,,2,34,11,6
2021-06-17,31,86,119,30,11,60,138,24,40,15,3,10,24,26,18,7,13,14,12,,2,34,11,6
2021-06-18,31,86,119,30,11,60,138,24,40,15,3,10,24,26,18,7,13,14,12,,2,34,11,6
2021-06-19,31,86,119,30,11,60,138,24,40,15,3,10,24,26,18,7,13,14,12,,2,34,11,6
2021-06-20,31,86,119,30,11,60,138,24,40,15,3,10,24,26,18,7,13,14,12,,2,34,11,6
2021-06-21,31,86,119,30,11,60,138,24,40,15,3,10,24,26,18,7,13,14,12,,2,34,11,6
2021-06-22,31,86,119,30,11,60,138,24,40,15,3,10,24,26,18,7,13,14,12,,2,34,11,6
2021-06-23,31,87,120,30,11,60,138,24,40,17,3,10,24,26,18,7,13,14,12,,2,35,12,6
2021-06-24,31,87,120,30,11,60,138,24,40,17,3,10,24,26,18,7,13,14,12,,2,35,12,6
2021-06-25,31,87,120,30,11,60,138,24,40,17,3,10,24,26,18,7,13,14,12,,2,35,12,6
2021-06-26,31,87,120,30,11,60,138,24,40,17,3,10,24,26,18,7,13,14,12,,2,35,12,6
2021-06-27,31,87,120,30,11,60,138,24,40,17,3,10,24,26,18,7,13,14,12,,2,35,12,6
2021-06-28,31,87,120,30,11,60,138,24,40,17,3,10,24,26,18,7,13,14,12,,2,35,12,6
2021-06-29,31,87,121,32,11,60,140,24,40,17,3,10,24,26,18,7,13,14,13,,2,35,13,6
2021-06-30,31,87,121,32,11,60,140,24,40,17,3,10,24,26,18,7,13,14,13,,2,35,13,6
2021-07-01,31,87,121,32,11,60,140,24,40,17,3,10,24,26,18,7,13,14,13,,2,35,13,6
2021-07-02,31,87,121,32,11,60,140,24,40,17,3,10,24,26,18,7,13,14,13,,2,35,13,6
2021-07-03,31,87,121,32,11,60,140,24,40,17,3,10,24,26,18,7,13,14,13,,2,35,13,6
2021-07-04,31,87,121,32,11,60,140,24,40,17,3,10,24,26,18,7,13,14,13,,2,35,13,6
2021-07-05,31,87,121,32,11,60,140,24,40,17,3,10,24,26,18,7,13,14,13,,2,35,13,6
2021-07-06,31,87,123,33,11,60,140,24,40,17,3,10,24,26,18,7,13,14,13,,2,36,13,6
2021-07-07,31,87,123,33,11,60,140,24,40,17,3,10,24,26,18,7,13,14,13,,2,36,13,6
2021-07-08,31,87,123,33,11,60,140,24,40,17,3,10,24,26,18,7,13,14,13,,2,36,13,6
2021-07-09,31,87,123,33,11,60,140,24,40,17,3,10,24,26,18,7,13,14,13,,2,36,13,6
2021-07-10,31,87,123,33,11,60,140,24,40,17,3,10,24,26,18,7,13,14,13,,2,36,13,6
2021-07-11,31,87,123,33,11,60,140,24,40,17,3,10,24,26,18,7,13,14,13,,2,36,13,6
2021-07-12,31,87,123,33,11,60,140,24,40,17,3,10,24,26,18,7,13,14,13,,2,36,13,6
2021-07-13,31,87,127,33,11,61,140,24,41,17,3,11,24,26,18,7,13,14,13,,3,36,14,6
2021-07-14,31,87,127,33,11,61,140,24,41,17,3,11,24,26,18,7,13,14,13,,3,36,14,6
2021-07-15,31,87,127,33,11,61,140,24,41,17,3,11,24,26,18,7,13,14,13,,3,36,14,6
2021-07-16,31,87,127,33,11,61,140,24,41,17,3,11,24,26,18,7,13,14,13,,3,36,14,6
2021-07-17,31,87,127,33,11,61,140,24,41,17,3,11,24,26,18,7,13,14,13,,3,36,14,6
2021-07-18,31,87,127,33,11,61,140,24,41,17,3,11,24,26,18,7,13,14,13,,3,36,14,6
2021-07-19,31,87,127,33,11,61,140,24,41,17,3,11,24,26,18,7,13,14,13,,3,36,14,6
2021-07-20,31,87,129,33,11,61,140,24,43,18,3,11,24,26,19,7,13,14,13,,3,36,14,6
2021-07-21,31,87,129,33,11,61,140,24,43,18,3,11,24,26,19,7,13,14,13,,3,36,14,6
2021-07-22,31,87,129,33,11,61,140,24,43,18,3,11,24,26,19,7,13,14,13,,3,36,14,6
2021-07-23,31,87,129,33,11,61,140,24,43,18,3,11,24,26,19,7,13,14,13,,3,36,14,6
2021-07-24,31,87,129,33,11,61,140,24,43,18,3,11,24,26,19,7,13,14,13,,3,36,14,6
2021-07-25,31,87,129,33,11,61,140,24,43,18,3,11,24,26,19,7,13,14,13,,3,36,14,6
2021-07-26,31,87,129,33,11,61,140,24,43,18,3,11,24,26,19,7,13,14,13,,3,36,14,6
2021-07-27,31,87,130,34,11,63,141,24,44,18,3,12,24,26,20,8,14,14,13,,3,36,14,6
2021-07-28,31,87,130,34,11,63,141,24,44,18,3,12,24,26,20,8,14,14,13,,3,36,14,6
2021-07-29,31,87,130,34,11,63,141,24,44,18,3,12,24,26,20,8,14,14,13,,3,36,14,6
2021-07-30,31,87,130,34,11,63,141,24,44,18,3,12,24,26,20,8,14,14,13,,3,36,14,6
2021-07-31,31,87,130,34,11,63,141,24,44,18,3,12,24,26,20,8,14,14,13,,3,36,14,6
2021-08-01,31,87,130,34,11,63,141,24,44,18,3,12,24,26,20,8,14,14,13,,3,36,14,6
2021-08-02,31,87,130,34,11,63,141,24,44,18,3,12,24,26,20,8,14,14,13,,3,36,14,6
2021-08-03,31,88,134,34,11,64,141,25,45,18,3,12,24,26,20,9,14,14,13,,3,36,15,6
2021-08-04,31,88,134,34,11,64,141,25,45,18,3,12,24,26,20,9,14,14,13,,3,36,15,6
2021-08-05,31,88,134,34,11,64,141,25,45,18,3,12,24,26,20,9,14,14,13,,3,36,15,6
2021-08-06,31,88,134,34,11,64,141,25,45,18,3,12,24,26,20,9,14,14,13,,3,36,15,6
2021-08-07,31,88,134,34,11,64,141,25,45,18,3,12,24,26,20,9,14,14,13,,3,36,15,6
2021-08-08,31,88,134,34,11,64,141,25,45,18,3,12,24,26,20,9,14,14,13,,3,36,15,6
2021-08-09,31,88,134,34,11,64,141,25,45,18,3,12,24,26,20,9,14,14,13,,3,36,15,6
