,Elmore,Jefferson,Limestone,Montgomery,Tuscaloosa,Baldwin,Lee,Shelby,Madison,St. Clair,Calhoun,Talladega,Chambers,Mobile,Walker,Cullman,Jackson,Lamar,Lauderdale,Washington,Marion,Franklin,Houston,Tallapoosa,Autauga,Morgan,Blount,Butler,Cherokee,Chilton,Clay,Cleburne,Colbert,Dallas,Etowah,Lawrence,Marshall,Pickens,Pike,Russell,Wilcox,Bullock,Choctaw,Coosa,Crenshaw,DeKalb,Lowndes,Marengo,Covington,Escambia,Greene,Randolph,Winston,Monroe,Macon,Bibb,Fayette,Hale,Sumter,Clarke,Conecuh,Dale,Coffee,Barbour,Henry,Perry,Geneva
2020-03-13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2020-03-27,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-03-28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2020-03-29,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2020-03-30,0,0,0,0,0,0,2,0,1,0,0,0,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2020-03-31,0,0,0,1,0,0,2,2,1,0,0,0,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2020-04-01,0,4,0,1,0,1,2,3,1,0,0,0,4,3,0,1,1,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020-04-02,0,5,0,1,0,1,3,3,1,0,0,0,4,4,0,1,1,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020-04-03,0,6,0,1,0,1,3,4,1,0,0,0,5,5,0,1,1,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-04-04,0,9,0,1,0,1,3,5,1,0,0,0,6,5,0,1,1,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-04-05,0,9,0,1,0,1,3,5,1,0,0,0,6,6,0,1,1,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-04-06,0,11,0,1,0,1,3,5,2,0,0,0,7,6,0,1,1,0,2,1,2,0,1,1,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-04-07,0,12,0,1,0,1,5,5,2,0,0,0,8,8,0,1,1,0,2,1,3,0,1,1,1,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,,
2020-04-08,0,14,0,2,0,1,5,5,2,0,0,0,8,8,0,1,1,0,2,1,3,0,1,1,1,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,,
2020-04-09,0,14,0,3,0,1,6,5,3,0,0,0,8,10,0,1,2,0,3,1,3,0,1,2,1,0,0,0,0,0,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2020-04-10,0,14,0,4,0,1,6,5,3,0,0,0,8,11,0,1,2,0,3,1,3,0,1,2,1,0,0,0,0,0,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2020-04-11,0,15,0,4,0,1,8,5,3,0,0,0,8,15,0,1,2,0,4,1,3,0,1,4,1,0,0,0,0,0,0,0,1,0,7,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2020-04-12,0,15,0,4,0,1,8,5,3,0,0,0,8,15,0,1,2,0,4,1,3,0,1,4,1,0,0,0,0,0,0,0,1,0,7,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-13,0,15,0,5,0,1,9,5,3,0,0,1,8,18,0,1,2,0,4,1,4,0,1,7,1,0,0,0,0,0,0,0,1,0,7,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-14,0,16,0,5,0,2,11,7,3,0,0,1,10,17,0,1,2,0,4,1,4,1,2,7,1,0,0,0,0,0,0,0,1,0,7,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-15,0,17,0,5,0,2,12,7,4,0,0,1,10,19,0,1,2,0,4,1,4,1,3,7,1,0,0,0,0,0,0,0,1,2,8,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,0,22,0,5,0,2,12,7,4,0,1,1,11,23,0,1,2,0,4,1,4,1,3,7,2,0,0,0,0,0,0,0,1,2,8,0,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,1,24,0,5,0,2,13,8,4,0,2,1,11,25,0,1,2,0,4,1,5,1,3,9,2,0,0,0,0,0,0,0,1,2,8,0,4,0,0,0,0,0,0,1,0,2,0,1,1,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-18,1,25,0,3,0,2,14,7,4,0,2,1,11,25,0,0,2,0,4,1,5,0,2,11,2,0,0,0,0,0,0,0,1,2,7,0,4,0,0,0,0,0,0,1,0,2,0,1,1,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-04-19,1,25,0,3,1,3,14,7,4,0,2,1,14,29,0,0,2,0,4,1,5,0,2,12,2,0,0,0,0,0,0,1,1,2,7,0,4,0,0,0,1,0,0,1,0,2,0,1,1,0,0,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-04-20,1,26,0,3,1,3,15,6,4,0,3,1,13,33,0,0,2,0,4,1,5,0,2,12,1,0,0,0,0,0,0,1,1,2,7,0,3,0,0,0,1,0,0,1,0,2,0,2,0,0,0,3,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0
2020-04-21,1,26,0,3,1,3,19,6,4,0,3,2,16,38,0,0,2,0,4,1,5,0,3,14,1,0,0,0,0,0,0,1,1,2,8,0,5,1,0,0,1,0,0,1,0,2,0,2,0,1,0,3,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0
2020-04-22,1,31,0,3,1,3,21,7,4,0,3,2,16,39,0,0,2,0,3,1,5,0,3,16,2,0,0,0,0,1,0,1,1,2,8,0,4,1,0,0,1,0,0,1,0,2,1,3,0,1,0,4,0,1,2,0,0,1,1,1,0,0,1,0,0,0,0
2020-04-23,1,31,0,3,0,3,20,7,4,0,3,2,16,38,0,0,2,0,3,1,5,0,3,16,2,0,0,0,0,1,1,1,1,2,8,0,4,1,0,0,0,0,0,1,0,2,1,3,0,1,0,4,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0
2020-04-24,1,33,0,4,0,3,22,7,4,0,3,2,17,40,0,0,2,0,2,1,5,0,3,17,2,0,0,0,0,1,1,1,2,2,8,0,4,1,0,0,1,0,0,1,0,2,1,3,0,1,0,4,0,1,2,0,0,2,1,1,0,0,0,0,1,0,0
2020-04-25,1,33,0,4,0,3,23,8,4,0,3,2,18,40,0,0,2,0,2,1,5,0,3,17,2,0,0,0,0,1,1,1,2,2,8,0,5,1,0,0,1,0,0,1,0,2,1,3,0,1,0,4,0,1,2,0,0,2,1,1,0,0,0,0,1,0,0
2020-04-26,1,33,0,4,0,3,24,9,4,0,3,2,18,41,0,0,2,0,2,1,5,0,3,17,2,0,0,1,0,1,1,1,2,2,8,0,5,1,0,0,1,0,0,1,0,2,1,3,1,1,0,4,0,1,2,0,0,2,2,1,0,0,0,0,1,0,0
2020-04-27,1,36,0,5,0,3,24,9,4,0,3,2,18,43,0,0,2,0,2,1,6,0,3,17,3,0,0,1,0,1,1,1,2,3,8,0,5,1,0,0,1,0,0,1,0,2,1,3,1,1,0,4,0,1,2,0,0,2,2,1,0,0,0,0,1,0,0
2020-04-28,1,41,0,5,0,3,25,10,4,0,3,2,19,46,0,0,2,0,2,1,6,0,3,17,4,0,0,1,0,1,1,1,2,3,8,0,6,1,0,0,1,0,0,1,0,2,1,3,1,1,1,4,0,1,2,0,0,2,2,1,0,0,0,0,1,0,0
2020-04-29,2,44,0,6,1,2,28,11,4,0,3,2,21,53,0,0,2,0,2,1,6,0,3,18,4,0,0,1,0,1,1,1,2,3,8,0,6,1,0,0,1,0,0,1,0,2,1,3,1,1,1,4,0,1,2,0,0,2,2,1,0,0,0,1,1,0,0
2020-04-30,2,46,0,6,1,3,29,12,4,0,3,2,21,55,0,0,2,0,2,1,6,0,4,18,4,0,0,1,0,1,1,1,2,3,9,0,6,1,0,0,2,0,0,1,0,2,1,3,1,1,1,4,0,1,2,0,0,2,2,1,0,0,0,1,1,0,0
2020-05-01,2,48,0,6,2,4,29,13,4,0,3,2,21,61,0,0,2,0,2,2,6,0,4,18,3,0,0,1,0,1,1,1,2,3,10,0,7,2,0,0,3,0,0,1,0,2,1,3,1,2,1,4,0,1,2,0,0,2,3,1,0,0,0,1,1,0,0
2020-05-02,2,48,0,6,2,4,28,13,4,0,3,2,21,61,0,0,2,0,2,2,6,0,4,18,3,0,0,1,0,1,1,1,2,3,10,0,7,2,0,0,3,0,0,1,0,2,1,3,1,2,1,4,0,1,2,0,0,2,3,1,0,0,0,1,1,0,0
2020-05-03,2,48,0,7,2,4,28,13,4,0,3,2,21,62,0,0,2,0,2,2,6,0,4,18,3,0,0,1,0,1,1,1,2,3,10,0,7,2,0,0,3,0,0,1,0,2,1,3,1,2,1,4,0,1,2,0,0,2,3,1,0,0,0,1,1,0,0
2020-05-04,3,48,0,8,2,4,28,13,4,0,3,2,21,66,0,0,2,0,2,2,6,0,4,19,3,0,0,1,0,1,1,1,2,3,10,0,7,2,0,0,4,0,0,1,0,2,1,3,1,2,1,4,0,1,2,0,0,2,3,1,0,0,0,1,1,0,0
2020-05-05,3,49,0,8,3,5,28,13,4,0,3,2,21,71,0,0,2,0,2,2,7,0,4,22,3,0,0,2,0,1,1,1,2,3,10,0,8,2,0,0,4,0,0,1,0,2,3,3,1,2,2,4,0,1,2,0,0,2,3,1,0,0,0,1,1,0,0
2020-05-06,3,53,0,12,4,5,29,16,4,1,3,2,22,76,0,0,2,0,2,2,7,1,4,23,3,0,0,2,0,1,1,1,2,3,10,0,8,2,0,0,4,1,0,1,0,2,5,3,1,3,2,5,0,1,2,0,0,2,4,1,0,0,0,1,1,0,0
2020-05-07,4,57,0,13,4,5,30,16,4,1,3,2,21,78,0,0,2,0,2,2,7,1,4,40,3,0,0,2,0,1,1,1,2,3,10,0,8,2,0,0,4,1,0,1,0,2,5,3,1,3,2,6,0,1,2,0,0,2,4,1,0,0,0,1,1,0,0
2020-05-08,4,59,0,15,4,5,30,17,4,1,3,2,21,81,0,0,2,0,2,2,7,1,4,41,4,0,0,3,0,1,1,1,2,3,10,0,8,2,0,0,4,1,0,1,0,2,5,4,1,3,3,6,0,1,2,1,0,2,4,1,0,0,0,1,1,0,0
2020-05-09,4,60,0,15,4,5,30,17,4,1,3,2,21,83,0,0,2,0,2,2,7,1,4,42,4,0,0,6,0,1,1,1,2,3,10,0,8,2,0,0,4,1,0,1,0,2,5,4,1,3,3,6,0,1,2,1,0,2,4,1,0,0,0,1,1,0,0
2020-05-10,4,60,0,15,4,5,30,17,4,1,3,2,21,85,0,0,2,0,2,2,7,1,4,42,4,0,0,6,0,1,1,1,2,3,10,0,8,2,0,0,4,1,0,1,0,2,5,4,1,3,3,7,0,1,2,1,0,2,4,1,0,0,0,1,1,0,0
2020-05-11,4,61,0,15,4,6,30,17,4,1,3,2,21,90,0,0,2,0,2,2,7,2,4,42,4,0,0,6,0,1,1,1,2,3,10,0,8,2,0,0,4,1,0,1,1,2,6,4,1,3,3,7,0,1,2,1,0,2,4,1,0,0,0,1,1,0,0
2020-05-12,4,62,0,18,7,7,30,18,4,1,3,2,21,95,0,0,2,0,2,5,7,3,4,50,4,1,0,6,0,1,1,1,2,3,10,0,8,2,0,0,4,1,1,1,1,2,7,5,1,3,4,7,0,1,2,1,0,2,4,1,0,0,1,1,1,0,0
2020-05-13,5,64,0,19,8,7,30,18,4,1,3,2,22,96,0,0,2,0,2,5,9,3,4,51,4,1,0,6,0,1,1,1,2,3,10,0,9,2,0,0,5,1,2,1,1,2,8,5,1,3,4,7,0,2,2,1,0,2,4,1,0,0,1,1,1,0,0
2020-05-14,6,69,0,20,8,8,30,19,4,1,3,2,22,98,0,0,2,0,2,5,9,3,4,56,4,1,0,8,0,1,2,1,2,3,10,0,9,2,0,0,5,1,3,1,1,2,9,5,1,3,4,7,1,2,2,1,0,2,4,2,0,0,1,1,1,0,0
2020-05-15,6,71,0,20,8,8,31,19,4,1,3,2,22,100,0,0,2,0,2,5,9,4,4,57,4,1,0,9,0,1,2,1,2,3,10,0,9,3,0,0,5,1,3,1,1,2,9,6,1,3,4,7,1,2,2,1,0,2,4,2,0,0,1,1,1,0,0
2020-05-16,6,73,0,20,8,8,31,19,4,1,3,2,22,100,0,0,2,0,2,5,9,4,4,57,4,1,0,9,0,1,2,1,2,3,10,0,9,3,0,0,5,1,3,1,1,2,9,6,1,3,4,7,1,2,2,1,0,2,4,2,0,0,1,1,1,0,0
2020-05-17,6,74,0,20,8,8,31,19,4,1,3,2,22,101,0,0,2,0,2,5,9,4,4,57,4,1,1,9,0,1,2,1,2,3,10,0,9,3,0,0,5,1,3,1,1,2,9,6,1,3,4,7,1,2,2,1,0,2,4,2,0,0,1,1,1,0,0
2020-05-18,6,74,0,20,8,8,31,19,4,1,3,2,22,101,0,0,2,0,2,5,9,4,4,57,4,1,1,10,0,1,2,1,2,3,10,0,9,3,0,0,5,1,3,1,1,2,9,6,1,3,4,7,1,2,2,1,0,2,4,2,0,0,1,1,1,0,0
2020-05-19,6,78,0,24,8,8,31,19,4,1,3,2,22,103,1,0,2,0,2,5,9,4,4,57,4,1,1,10,0,1,2,1,2,3,10,0,9,3,0,0,5,1,3,1,3,3,10,6,1,3,4,7,1,2,2,1,0,2,4,2,0,0,1,1,1,0,0
2020-05-20,7,83,0,27,8,8,32,19,4,1,3,2,23,106,1,0,2,0,2,5,10,5,3,59,3,1,1,11,0,1,2,1,2,3,10,0,9,4,0,0,6,1,3,1,2,3,10,6,1,3,4,7,0,2,2,1,0,2,5,2,0,0,1,1,1,0,0
2020-05-21,7,85,0,28,9,8,32,19,4,1,3,2,23,107,1,0,2,0,2,5,10,5,3,59,3,1,1,11,0,1,2,1,2,3,10,0,9,4,0,0,6,1,3,1,2,3,10,6,1,3,4,7,0,2,2,1,0,3,5,2,1,0,1,1,1,0,0
2020-05-22,7,88,0,29,9,9,32,19,4,1,3,2,23,107,1,0,2,0,2,5,10,5,3,62,3,1,1,11,2,1,2,1,2,3,10,0,9,4,0,0,6,1,4,1,2,3,10,6,1,3,4,7,0,2,2,1,0,3,6,2,1,0,1,1,1,0,0
2020-05-23,7,88,0,30,11,9,32,19,4,1,3,2,23,109,1,0,2,0,2,5,10,6,4,62,3,1,1,11,2,1,2,1,2,3,10,0,9,4,0,0,7,1,4,1,2,3,10,6,1,3,4,7,0,2,2,1,0,3,6,2,1,0,1,1,1,0,0
2020-05-24,7,88,0,30,12,9,32,19,4,1,3,2,23,109,1,0,2,0,2,5,10,6,4,62,3,1,1,11,2,1,2,1,2,3,10,0,9,4,0,0,7,1,4,1,2,3,10,6,1,3,4,7,0,2,2,1,0,3,6,2,1,0,1,1,2,0,0
2020-05-25,7,91,0,33,12,9,32,19,4,1,3,2,24,111,1,0,2,0,2,5,10,6,4,63,3,1,1,12,2,1,2,1,2,3,11,0,9,4,0,0,7,3,4,1,2,3,10,6,1,3,4,7,0,2,2,1,0,4,6,2,1,0,1,1,2,0,0
2020-05-26,7,96,0,34,12,9,32,19,4,1,3,3,24,112,1,0,2,0,2,6,11,6,4,63,3,1,1,13,2,1,2,1,2,3,11,0,9,4,0,0,7,3,7,1,2,3,10,6,1,3,4,7,0,2,2,1,0,4,6,2,1,0,1,1,2,0,0
2020-05-27,7,97,0,34,12,9,32,19,4,1,3,3,24,112,1,0,2,0,2,6,11,6,4,63,3,1,1,13,2,1,2,1,2,3,11,0,9,4,0,0,7,3,7,1,2,3,10,6,1,3,4,7,0,2,2,1,0,6,6,2,1,0,1,1,2,0,0
2020-05-28,7,100,0,34,13,9,32,19,4,1,3,3,24,112,1,0,2,0,2,6,11,7,4,64,3,1,1,13,2,1,2,1,2,3,11,0,9,4,0,0,7,3,8,1,2,3,10,6,1,3,4,7,0,2,2,1,0,7,6,2,1,0,1,1,2,0,0
