,Jefferson,Pulaski,Garland,Saline,Cleburne,Cleveland,Desha,Lincoln,Bradley,Faulkner,Washington,Benton,Boone,Clark,Craighead,Crittenden,Grant,Greene,Independence,Poinsett,Polk,Pope,Searcy,Sebastian,Sevier,Van Buren,Unknown,Columbia,Conway,Crawford,Cross,Hot Spring,Lawrence,Pike,Stone,Union,White,Woodruff,Drew,Chicot,Howard,Lonoke,Randolph,Baxter,Johnson,Arkansas,Ashley,Hempstead,Nevada,Perry,Newton,St. Francis,Miller,Scott,Carroll,Lee,Mississippi,Monroe,Ouachita,Sharp,Lafayette,Prairie,Dallas,Phillips,Yell,Clay,Franklin,Izard,Logan,Madison,Marion,Jackson,Fulton,Montgomery,Little River,Calhoun
2020-09-10,54,116,34,15,7,7,5,13,6,10,82,60,4,4,16,36,1,7,12,6,4,22,0,39,16,2,0,16,3,10,5,23,11,1,5,25,14,0,5,11,8,5,18,1,4,4,8,4,12,0,15,4,10,1,8,12,34,0,5,6,2,1,2,10,25,5,2,0,1,2,0,1,1,4,18,0
2020-09-11,55,118,36,16,7,7,5,13,6,10,84,61,5,4,16,36,1,7,12,6,4,22,0,39,16,2,0,16,3,10,5,23,11,1,5,25,14,0,5,11,8,5,18,1,4,4,8,4,12,0,15,4,10,1,8,14,35,0,5,6,2,1,2,10,25,5,2,0,1,2,0,1,1,4,18,0
2020-09-12,55,120,36,17,7,9,5,13,6,12,85,61,5,4,16,36,1,7,12,7,4,23,0,39,16,2,0,17,3,10,5,23,11,1,5,25,14,0,5,11,8,7,18,1,4,4,8,4,12,0,16,4,10,1,8,14,36,0,5,6,2,1,2,10,26,5,2,0,1,2,0,1,1,4,18,0
2020-09-13,55,121,36,17,7,9,5,13,6,12,87,62,5,4,16,36,1,7,12,7,4,23,0,40,16,2,0,17,3,10,5,23,11,2,5,25,14,0,5,14,8,7,18,1,4,4,8,4,12,0,16,4,10,1,9,15,37,0,5,6,2,1,2,10,26,5,2,0,1,2,0,1,1,4,18,0
2020-09-14,55,121,37,17,7,9,5,13,6,12,89,62,5,4,16,37,1,7,12,7,4,24,0,41,16,2,0,18,3,11,5,23,11,2,5,25,14,0,5,16,8,7,18,1,4,4,8,4,12,0,16,4,10,1,9,15,37,0,5,6,2,1,2,11,26,5,2,0,1,2,0,1,1,4,18,0
2020-09-15,60,135,45,19,7,10,5,15,7,15,105,79,7,4,19,45,2,7,13,8,4,28,0,55,16,2,0,18,3,14,7,25,11,3,5,31,18,0,6,17,8,9,22,1,5,4,8,4,13,0,18,4,11,1,9,16,48,0,6,6,2,1,2,11,29,7,2,0,1,2,0,1,2,4,23,0
2020-09-16,60,135,47,19,7,10,5,15,7,15,105,79,8,4,19,45,2,7,13,9,4,28,0,56,16,2,0,18,3,14,7,25,11,3,6,31,19,0,6,17,8,9,22,1,5,4,8,4,13,0,18,4,11,1,9,16,48,0,6,6,2,1,2,11,29,7,2,0,1,2,0,1,2,4,23,0
2020-09-17,60,135,47,20,7,10,5,15,7,16,105,79,8,4,20,45,2,7,13,9,4,28,0,56,16,2,0,18,3,15,7,25,11,3,8,31,19,0,6,17,8,9,22,1,5,4,8,4,13,0,18,4,11,1,9,16,49,0,6,6,2,1,2,11,29,7,2,0,1,2,0,1,3,4,24,0
2020-09-18,61,135,48,20,7,10,5,15,7,17,106,79,8,4,20,45,2,7,13,9,4,29,0,56,16,2,0,18,3,15,7,25,11,3,7,31,19,0,6,17,8,9,22,1,5,4,8,4,13,0,18,4,11,1,9,18,50,0,6,6,2,1,2,11,29,7,2,0,1,2,0,1,3,4,24,0
2020-09-19,62,136,48,20,8,10,5,15,7,17,107,79,8,4,20,45,2,7,14,9,4,29,0,56,16,2,0,18,3,15,7,25,11,3,7,31,19,0,6,17,8,10,22,1,5,4,9,4,13,0,18,5,11,1,9,18,50,0,6,6,2,1,2,11,29,7,2,0,1,2,0,1,3,4,24,0
2020-09-20,62,136,48,20,8,10,5,15,7,17,107,79,8,4,20,45,2,7,14,9,4,29,0,56,16,2,0,18,3,15,7,25,11,3,7,31,19,0,6,17,8,10,22,1,5,4,9,4,13,0,18,5,11,1,9,18,50,0,6,6,2,1,2,11,29,7,2,0,1,2,0,1,3,4,24,0
2020-09-21,63,137,49,21,8,10,5,15,8,19,107,80,9,4,21,45,2,7,14,9,4,30,0,56,16,2,0,18,3,15,8,26,11,3,7,31,20,0,6,17,8,11,22,1,5,4,9,4,13,0,18,5,11,1,9,18,50,0,6,6,2,1,2,11,29,7,2,0,1,2,0,1,3,4,25,0
2020-09-22,63,137,49,23,8,10,5,15,8,19,108,82,9,4,21,45,2,8,16,10,4,30,0,57,16,2,0,18,3,15,8,26,12,3,7,31,20,0,6,18,8,11,22,1,5,4,9,4,13,0,18,5,11,1,9,18,50,0,6,6,2,1,2,11,29,7,2,0,1,2,0,1,3,4,25,0
2020-09-23,64,143,49,23,8,10,5,15,8,19,109,82,10,4,21,45,2,8,17,11,4,30,1,58,16,2,0,18,3,15,8,26,12,3,7,32,21,0,6,19,8,11,22,2,5,5,9,4,13,0,18,6,11,1,9,18,50,0,6,6,2,1,3,11,29,7,2,0,1,2,0,1,3,4,25,0
2020-09-24,65,146,50,23,8,10,5,15,8,19,112,84,10,4,21,46,2,9,17,11,4,30,1,59,16,3,0,18,3,15,9,26,12,3,7,32,21,0,6,19,9,11,22,2,5,5,10,4,13,0,18,6,11,1,9,18,50,0,6,6,2,1,3,11,29,7,2,0,1,2,0,1,3,4,25,0
2020-09-25,68,147,51,23,8,10,5,15,8,19,114,84,10,4,22,46,2,10,19,11,4,30,1,59,16,3,0,18,3,15,11,26,12,3,9,34,21,0,6,19,9,11,22,2,5,6,10,4,13,0,18,6,11,1,9,18,50,0,6,6,2,1,3,11,29,8,2,0,1,3,0,1,3,4,25,0
2020-09-26,71,148,51,23,8,10,5,15,8,19,115,86,10,4,22,46,2,10,19,12,4,31,1,60,16,3,0,18,3,15,11,26,12,3,9,36,23,0,7,20,9,11,22,2,5,7,10,4,13,0,18,6,11,1,9,18,50,0,6,6,2,1,4,12,29,8,2,0,1,3,0,1,3,4,25,0
2020-09-27,73,149,52,23,8,10,5,15,8,19,117,86,12,4,22,46,2,10,19,13,4,31,1,60,18,3,0,18,3,15,13,26,12,3,12,36,23,0,7,21,10,12,22,2,6,8,10,4,13,0,19,6,11,1,10,18,50,0,6,6,2,1,4,12,29,8,2,0,1,3,0,1,3,4,25,0
2020-09-28,75,149,53,23,8,12,5,15,8,19,118,87,12,4,22,46,2,10,20,14,4,31,1,60,18,3,0,18,3,15,13,27,12,3,13,37,26,0,7,22,12,13,22,2,6,8,10,4,13,0,19,6,11,1,10,18,50,0,6,6,2,2,4,12,29,8,2,0,1,3,0,1,3,5,25,0
2020-09-29,77,152,53,23,8,12,6,15,8,20,118,92,13,4,22,46,2,10,20,14,4,31,1,60,18,3,0,18,3,16,13,27,12,3,13,38,27,0,7,22,12,16,22,2,7,8,10,4,13,0,19,6,11,1,10,18,51,0,6,6,2,2,4,12,29,8,2,0,1,3,0,1,3,5,25,0
2020-09-30,79,153,53,23,9,12,6,15,8,20,118,93,13,4,22,46,2,10,21,14,4,33,1,61,18,3,0,18,3,16,13,27,12,3,13,40,29,0,7,22,12,17,22,2,7,9,10,4,13,0,19,6,11,1,10,18,51,0,6,6,2,2,5,12,29,8,2,0,1,3,0,1,4,6,26,0
2020-10-01,80,154,53,23,9,12,6,15,8,20,118,93,14,4,23,46,2,11,21,14,4,33,1,61,18,3,0,18,3,16,13,27,12,3,13,46,29,0,7,22,12,17,22,2,7,10,11,4,13,0,19,6,11,1,10,18,51,0,6,6,2,2,5,13,30,8,2,0,1,3,0,1,4,6,26,0
2020-10-02,81,154,53,23,9,12,6,15,8,20,118,93,15,4,23,46,2,11,21,14,4,34,1,61,19,3,0,18,3,16,13,28,13,3,13,46,29,0,7,22,12,17,22,2,7,10,11,4,13,0,19,6,11,1,10,18,52,0,6,6,2,2,5,13,30,8,2,0,1,3,0,1,4,6,26,0
