,New York City,Westchester,Nassau,Rockland,Saratoga,Suffolk,Ulster,Monroe,Albany,Delaware,Dutchess,Herkimer,Orange,Schenectady,Broome,Tioga,Tompkins,Erie,Greene,Montgomery,Putnam,Allegany,Onondaga,Ontario,Clinton,Rensselaer,Sullivan,Wyoming,Chenango,Essex,Hamilton,Jefferson,Livingston,Warren,Washington,Schoharie,Wayne,Columbia,Fulton,Genesee,Niagara,Oneida,Steuben,Cortland,Madison,St. Lawrence,Cayuga,Oswego,Otsego,Chemung,Orleans,Chautauqua,Franklin,Cattaraugus,Schuyler,Lewis,Unknown,Seneca,Yates
2020-08-11,23592,1447,2195,507,15,1998,81,255,117,4,153,7,408,40,75,21,0,599,13,4,63,2,176,27,4,38,37,5,6,0,1,1,6,30,14,2,3,47,28,6,88,115,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-12,23602,1447,2195,507,15,1998,81,255,117,4,153,7,408,40,75,21,0,601,13,4,63,2,176,27,4,38,37,5,6,0,1,1,6,30,14,2,3,47,28,6,88,115,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-13,23610,1447,2195,507,15,1998,81,255,118,4,153,7,408,40,78,21,0,601,13,4,63,2,177,27,4,39,37,5,6,0,1,1,6,30,14,2,3,47,28,6,88,116,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-14,23615,1447,2195,507,15,1998,81,255,118,4,153,8,408,40,78,21,0,601,13,4,63,2,178,27,4,39,37,5,6,0,1,1,6,30,14,2,3,47,28,6,88,117,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-15,23621,1447,2195,507,15,1998,81,255,118,4,153,8,408,41,78,21,0,601,13,4,63,2,178,27,4,39,37,5,6,0,1,1,6,30,14,2,3,47,28,6,88,117,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-16,23628,1447,2195,507,15,1998,81,255,118,4,153,8,408,41,78,21,0,602,13,4,63,2,178,28,4,40,37,5,6,0,1,1,6,30,14,2,3,47,28,6,88,117,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-17,23634,1448,2195,507,15,1999,81,255,119,4,153,8,408,41,78,21,0,603,13,4,63,2,178,28,4,41,37,5,6,0,1,1,6,30,14,2,3,47,28,6,88,117,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-18,23642,1448,2195,507,15,2000,81,255,119,4,153,8,408,41,79,21,0,603,13,5,63,2,178,28,4,41,37,5,6,0,1,1,6,30,14,2,3,47,28,6,88,117,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-19,23643,1449,2195,507,15,2000,81,255,119,4,153,8,408,41,80,21,0,604,13,5,63,2,179,28,4,41,37,5,6,0,1,1,6,30,14,2,3,47,28,6,88,117,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-20,23639,1449,2195,507,15,2000,81,255,120,4,153,9,409,41,80,21,0,604,13,5,63,2,179,28,4,41,37,5,6,1,1,1,6,30,14,2,3,47,28,6,88,117,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-21,23641,1449,2195,508,15,2000,81,255,120,4,153,9,409,41,80,21,0,604,13,5,63,2,179,28,5,41,37,5,6,1,1,1,6,30,14,2,3,47,28,6,89,117,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-22,23646,1449,2196,508,15,2001,81,255,120,4,153,9,409,41,80,21,0,604,13,6,63,2,179,28,5,41,37,5,6,1,1,1,6,30,14,2,3,47,28,6,89,117,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-23,23658,1449,2196,508,15,2001,82,255,120,4,153,9,409,41,81,21,0,605,13,7,63,2,179,28,5,41,37,5,6,2,1,1,6,30,14,2,3,47,28,6,89,118,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-24,23662,1449,2196,508,15,2001,82,255,120,4,153,10,409,41,81,21,0,605,13,7,63,2,179,28,5,41,37,5,6,2,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-25,23666,1449,2196,508,15,2001,82,255,120,4,153,10,409,41,82,21,0,605,13,8,63,2,179,28,5,41,37,5,6,2,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-26,23669,1449,2196,508,15,2001,82,255,120,4,153,10,409,41,82,21,0,605,13,8,63,2,179,28,5,41,37,5,6,3,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-27,23674,1450,2196,508,15,2001,82,256,121,4,153,10,409,41,82,21,0,605,13,8,63,2,179,28,5,41,37,5,6,3,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-28,23680,1450,2197,508,15,2001,82,256,121,4,153,10,409,42,82,21,0,605,13,8,63,2,179,28,5,41,37,5,6,3,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-29,23683,1450,2197,508,15,2002,82,256,122,4,153,10,409,42,82,21,0,605,13,8,63,2,179,28,5,41,37,5,6,5,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-30,23689,1451,2198,508,15,2002,82,257,122,4,153,10,409,43,82,21,0,606,13,8,63,2,179,28,5,41,37,5,6,6,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-08-31,23695,1452,2198,508,15,2002,82,257,122,4,153,10,409,43,82,21,0,606,13,8,63,2,179,28,5,41,37,5,6,6,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-09-01,23703,1452,2198,508,15,2002,82,257,122,4,153,10,409,43,82,21,0,607,14,8,63,2,179,28,5,41,37,5,6,6,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-09-02,23708,1452,2198,508,15,2003,82,257,122,4,153,10,409,43,83,21,0,607,14,8,63,2,179,28,5,42,37,5,6,6,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-09-03,23710,1452,2198,508,15,2005,82,258,122,4,153,10,410,44,83,21,0,607,14,8,63,2,179,28,5,42,37,5,6,7,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-09-04,23716,1452,2198,508,15,2005,82,258,122,4,153,10,410,44,83,21,0,607,14,8,63,2,179,28,5,42,37,5,6,7,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-09-05,23721,1452,2198,508,15,2006,82,258,122,4,153,10,410,44,83,21,0,607,14,8,63,2,179,28,5,42,37,5,6,7,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-09-06,23721,1452,2198,508,15,2006,82,258,122,4,153,10,410,45,84,21,0,609,14,8,63,2,179,28,5,42,37,5,6,9,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-09-07,23736,1452,2198,508,15,2006,82,258,122,4,153,10,410,45,84,21,0,609,14,8,63,2,179,28,5,42,37,5,6,9,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-09-08,23744,1452,2199,508,15,2006,83,258,122,4,153,10,410,46,84,21,0,610,14,8,63,2,179,28,5,42,37,5,6,9,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-09-09,23741,1452,2199,508,15,2006,83,258,122,4,154,10,410,46,84,21,0,611,14,8,63,2,179,28,5,42,37,5,6,9,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-09-10,23741,1452,2199,509,15,2006,83,258,122,4,154,10,410,46,85,21,0,614,14,9,63,2,179,28,5,42,37,5,6,10,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-09-11,23739,1452,2199,509,15,2008,83,258,122,4,154,10,410,46,85,21,0,615,14,9,63,2,179,28,5,42,37,5,6,10,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-09-12,23743,1452,2200,509,15,2008,83,258,123,4,154,10,410,46,85,21,0,615,14,9,63,2,179,28,5,42,37,5,6,10,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-09-13,23743,1452,2200,509,15,2009,83,258,123,4,154,10,411,46,85,21,0,615,14,9,63,2,180,28,5,42,37,5,6,11,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-09-14,23750,1453,2200,509,15,2010,83,258,123,4,154,10,411,46,85,21,0,616,14,9,63,2,180,28,5,42,37,5,6,11,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,6,0,5,,1,6
2020-09-15,23758,1453,2201,509,15,2011,83,258,123,4,155,10,411,46,85,21,0,619,14,9,63,2,180,28,5,42,37,5,6,12,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,7,0,5,,1,6
2020-09-16,23762,1454,2201,509,15,2011,83,259,123,4,156,10,411,46,85,21,0,619,14,9,63,2,180,28,5,42,37,5,6,12,1,1,6,30,14,2,3,47,28,6,89,120,39,1,9,4,2,3,4,2,55,4,1,7,0,5,,1,6
2020-09-17,23767,1454,2201,509,15,2011,84,259,123,4,156,10,411,46,85,21,0,619,14,9,63,2,180,28,5,42,37,5,6,12,1,1,6,30,14,2,3,47,28,6,89,121,39,1,9,4,2,3,4,2,55,4,1,7,0,5,,1,6
2020-09-18,23775,1454,2201,509,15,2011,84,259,123,4,156,10,412,46,85,21,0,621,14,9,63,2,180,28,5,42,37,5,6,13,1,1,6,30,14,2,3,47,28,6,89,121,39,1,9,4,2,3,4,3,55,4,1,7,0,5,,1,6
2020-09-19,23771,1454,2201,509,15,2011,84,259,123,4,156,10,412,46,85,21,0,622,14,9,63,2,180,28,5,42,37,5,6,13,1,1,6,30,14,2,3,47,28,6,89,121,39,1,9,4,2,3,4,3,55,4,1,7,0,5,,1,6
2020-09-20,23777,1454,2201,509,15,2012,84,259,123,4,156,10,412,46,85,21,0,622,14,9,63,2,180,28,5,42,37,5,6,13,1,1,6,30,14,2,3,47,28,6,89,121,39,1,9,4,2,3,4,3,55,4,1,7,0,5,,1,6
2020-09-21,23782,1454,2201,509,15,2012,84,259,123,4,156,10,412,46,85,21,0,622,14,9,63,2,180,28,5,42,37,5,6,13,1,1,6,30,14,2,3,47,28,6,89,121,39,1,9,4,2,3,4,3,55,4,1,7,0,5,,1,6
2020-09-22,23780,1454,2201,509,15,2012,84,259,123,4,156,10,412,46,85,21,0,623,14,9,63,2,180,28,5,42,37,5,6,13,1,1,6,30,14,2,3,47,28,6,89,121,39,1,9,4,2,3,4,3,55,4,1,7,0,5,,1,6
2020-09-23,23780,1455,2201,509,15,2012,84,259,123,4,156,10,412,46,85,21,0,623,14,9,63,2,180,28,5,42,37,5,6,13,1,1,6,30,14,2,3,47,28,6,89,121,39,1,9,4,2,3,4,3,55,4,1,7,0,5,,1,6
2020-09-24,23785,1455,2201,509,15,2012,84,259,123,4,156,10,412,46,85,21,0,623,14,9,63,2,180,28,5,42,37,5,6,13,1,1,6,30,14,2,3,47,28,6,89,121,39,1,9,4,2,3,4,3,55,4,1,7,0,5,,1,6
2020-09-25,23792,1456,2201,509,15,2013,84,259,123,4,156,10,412,46,85,21,0,623,14,9,63,2,180,28,5,42,37,5,6,13,1,1,6,30,14,2,3,47,28,6,89,121,41,1,9,4,2,3,4,4,55,4,1,7,0,5,,1,6
2020-09-26,23795,1456,2201,509,15,2013,84,259,123,4,156,10,412,46,85,21,0,624,14,9,63,2,180,28,5,42,37,5,6,13,1,1,6,30,14,2,3,47,28,6,89,122,41,1,9,4,2,3,4,4,55,4,1,7,0,5,,1,6
2020-09-27,23801,1456,2201,509,15,2013,84,259,123,4,156,10,413,46,85,21,0,624,14,9,63,2,181,28,5,42,37,5,6,13,1,1,6,30,14,2,3,47,28,6,89,122,41,1,9,4,2,3,4,4,55,4,1,8,0,5,,1,6
2020-09-28,23810,1456,2201,509,15,2014,84,260,123,4,156,10,413,46,85,21,0,625,14,9,63,2,182,28,5,42,37,5,6,13,1,1,6,30,14,2,3,47,28,6,89,123,42,1,9,4,2,3,4,4,55,4,1,8,0,5,,1,6
2020-09-29,23814,1456,2201,509,15,2014,84,260,123,5,156,10,413,46,85,21,0,625,14,9,63,2,182,28,5,42,37,5,6,13,1,1,6,30,14,2,3,47,28,6,89,123,43,1,9,4,2,3,4,4,55,4,1,8,0,5,,1,6
2020-09-30,23823,1456,2201,509,15,2015,84,260,123,5,156,10,413,46,85,21,0,625,14,9,63,4,182,28,5,42,37,5,6,14,1,1,6,30,14,2,3,47,28,6,89,123,43,1,9,4,2,3,4,5,55,4,1,8,0,5,,1,6
2020-10-01,23829,1456,2202,509,15,2015,84,260,123,5,157,10,413,46,85,22,0,627,14,9,63,4,182,28,5,42,37,5,6,14,1,1,6,30,14,2,3,47,28,6,89,123,43,1,9,4,2,3,4,5,55,4,1,8,0,5,,1,6
2020-10-02,23846,1456,2202,509,15,2015,84,260,123,5,157,10,413,46,85,23,0,627,15,9,63,4,182,28,5,42,37,5,6,14,1,1,6,30,14,2,3,47,28,6,89,123,44,1,9,4,2,3,4,5,55,4,1,9,0,5,,1,6
2020-10-03,23844,1456,2203,509,15,2015,84,260,123,5,158,10,413,46,85,23,0,629,15,9,63,4,182,28,5,42,37,5,6,14,1,1,6,30,14,2,3,47,28,6,89,123,47,1,9,4,2,3,4,5,55,4,1,9,0,5,,1,6
2020-10-04,23852,1457,2204,509,15,2015,84,260,123,5,158,10,413,47,85,23,0,632,15,9,63,4,182,28,5,42,37,5,6,14,1,1,6,30,14,2,3,47,28,6,89,124,50,1,9,4,2,3,4,6,55,4,1,9,0,5,,1,6
2020-10-05,23861,1457,2204,509,15,2015,84,260,123,5,160,10,413,47,86,23,0,633,15,9,63,4,182,28,5,42,37,5,6,14,1,1,6,30,14,2,3,47,28,6,89,124,50,1,9,4,2,3,4,6,55,4,1,10,0,5,,1,6
2020-10-06,23866,1457,2204,509,15,2016,84,260,123,5,160,10,414,47,86,23,0,634,15,9,63,4,182,28,5,42,37,5,6,14,1,1,6,30,14,2,3,47,28,6,89,124,51,1,9,4,2,3,4,6,55,4,1,10,0,5,,1,6
2020-10-07,23873,1458,2204,509,15,2016,84,260,123,5,161,10,414,47,86,23,0,635,15,9,63,4,182,28,5,42,37,5,6,14,1,1,6,30,14,2,3,47,28,6,89,125,53,1,9,4,2,3,4,6,55,4,1,11,0,5,,1,6
2020-10-08,23874,1459,2204,509,15,2016,84,260,123,5,161,10,414,47,86,23,0,636,15,9,63,4,182,28,5,42,37,5,6,14,1,1,6,30,14,2,3,47,28,6,89,125,55,1,9,4,3,3,4,7,55,4,1,13,0,5,,1,6
2020-10-09,23879,1460,2204,509,15,2016,84,260,123,5,161,10,414,47,86,23,0,636,15,9,63,4,182,28,5,42,37,5,6,14,1,1,6,30,14,2,3,47,28,6,89,126,56,1,9,4,3,3,4,7,55,4,1,13,0,5,,1,6
2020-10-10,23882,1461,2204,509,15,2016,84,260,124,5,161,10,414,47,86,23,0,637,15,9,63,4,182,28,5,42,37,5,6,14,1,1,6,30,14,2,3,47,28,6,89,126,58,1,9,4,3,3,4,7,55,4,1,13,0,5,,1,6
2020-10-11,23883,1461,2204,509,15,2016,84,260,124,5,162,10,414,47,86,23,0,638,15,9,63,4,182,28,5,42,37,5,6,14,1,1,6,30,14,2,3,47,28,6,89,126,59,1,9,4,3,3,4,7,55,4,1,13,0,5,,1,6
2020-10-12,23890,1462,2204,509,15,2017,84,260,124,5,162,10,416,47,86,23,0,639,15,9,63,4,182,28,5,42,37,5,6,14,1,1,6,30,14,2,3,47,28,6,89,126,63,1,9,4,3,3,4,7,55,4,1,13,0,5,,2,6
2020-10-13,23895,1462,2205,509,15,2017,84,260,124,5,163,10,416,47,86,24,0,639,15,9,63,4,182,28,5,42,37,5,6,14,1,1,6,30,14,2,3,47,28,6,89,126,63,1,9,4,3,3,4,7,55,4,1,14,0,5,,2,6
2020-10-14,23905,1462,2205,509,15,2017,84,260,124,5,163,10,416,47,86,25,0,639,15,9,63,4,182,28,5,42,37,5,6,14,1,1,6,30,14,2,3,47,28,6,89,126,63,1,9,4,3,3,4,7,55,4,1,14,0,5,,2,6
2020-10-15,23915,1463,2205,509,15,2017,84,260,124,5,163,10,416,48,87,25,0,640,15,9,63,5,182,28,5,42,37,5,6,14,1,1,6,30,14,2,3,47,28,6,90,126,66,1,9,4,3,3,4,7,55,4,1,14,0,5,,2,6
2020-10-16,23915,1465,2208,509,15,2017,84,260,124,5,163,10,416,48,87,25,0,640,15,9,63,6,182,28,5,42,37,5,6,14,1,1,6,30,14,2,3,48,28,6,90,126,67,1,9,4,3,3,4,8,55,4,1,14,0,5,,2,6
2020-10-17,23925,1466,2208,509,15,2018,84,260,124,5,163,10,417,48,87,25,0,640,15,9,63,6,182,29,5,42,37,5,6,14,1,1,6,30,14,2,3,48,28,6,90,126,67,1,9,4,3,3,4,8,55,4,1,15,0,5,,2,6
2020-10-18,23935,1467,2208,509,15,2018,84,260,124,5,163,10,417,48,87,25,0,641,15,9,63,6,182,29,5,42,37,5,6,14,1,1,6,30,14,2,3,48,28,6,90,126,67,1,9,4,3,3,4,9,55,4,1,15,0,5,,2,6
2020-10-19,23944,1469,2208,510,15,2018,84,260,126,5,163,10,417,48,87,25,0,641,15,9,63,8,182,29,5,42,37,5,6,14,1,1,6,30,14,2,3,48,28,6,90,126,68,1,9,4,3,3,4,9,55,4,1,16,0,5,,2,6
2020-10-20,23944,1469,2208,510,15,2019,84,260,126,5,164,10,417,48,89,25,0,643,15,9,63,9,182,29,5,42,37,5,6,14,1,1,6,30,14,2,3,48,28,6,90,126,68,1,9,4,3,3,4,9,55,4,1,16,1,5,,2,6
2020-10-21,23949,1470,2208,510,15,2019,84,260,126,5,164,10,417,48,89,25,0,643,15,9,63,9,182,29,5,42,37,5,6,14,1,1,6,30,14,2,3,48,28,6,90,126,68,1,9,4,3,3,4,9,55,4,1,16,2,5,,2,6
2020-10-22,23955,1470,2208,511,15,2019,84,261,126,5,164,10,418,48,90,25,0,646,15,9,63,9,183,29,5,42,37,5,6,14,1,1,6,30,14,2,3,48,28,6,90,126,69,1,9,4,3,4,4,10,55,4,1,16,2,5,,2,6
2020-10-23,23963,1470,2208,512,15,2019,84,261,127,5,165,10,419,48,90,25,0,647,15,9,63,9,184,29,5,42,37,5,6,14,1,1,6,30,14,2,3,48,28,6,90,126,69,1,9,4,3,4,4,11,55,4,1,17,2,5,,2,6
2020-10-24,23963,1471,2209,512,15,2019,84,261,128,5,165,10,419,48,95,25,0,647,15,9,63,9,185,29,5,42,37,5,6,14,1,1,6,30,14,2,3,48,28,6,90,127,69,1,9,4,3,4,4,12,55,4,1,17,2,5,,2,6
2020-10-25,23967,1471,2209,512,15,2019,84,261,128,5,165,10,420,48,97,26,0,647,15,9,63,10,185,29,5,42,37,5,6,14,1,1,6,30,14,2,3,48,28,6,90,127,69,1,9,4,3,4,4,13,55,4,1,17,2,5,,2,6
2020-10-26,23969,1471,2209,512,17,2019,84,261,128,5,165,10,420,48,98,26,0,649,15,9,63,11,186,29,5,42,37,5,6,14,1,1,6,30,14,2,3,48,28,6,90,127,69,1,9,4,3,4,5,15,55,4,1,19,2,5,,2,6
2020-10-27,23978,1472,2213,512,17,2019,85,261,128,6,165,10,420,48,98,27,0,649,15,9,63,11,186,29,5,42,37,5,6,14,1,1,6,30,14,2,3,48,28,6,90,128,70,1,9,4,3,4,5,15,55,4,1,19,2,5,,2,6
2020-10-28,23980,1472,2214,512,17,2019,85,261,128,6,165,10,420,48,99,29,0,652,15,9,63,12,186,29,5,42,37,5,7,14,1,1,6,30,14,2,3,49,28,6,90,129,70,1,9,4,3,4,5,17,55,4,1,19,2,5,,2,6
2020-10-29,23989,1473,2215,513,17,2021,85,261,128,6,165,10,420,48,103,30,0,652,15,9,63,12,186,29,5,43,37,5,7,14,1,1,6,30,14,2,3,50,28,6,90,129,70,1,9,4,3,4,5,17,55,4,1,19,2,5,,2,6
2020-10-30,23996,1473,2216,513,17,2021,86,261,128,6,165,10,420,48,103,32,0,653,15,9,64,12,186,29,5,43,37,5,7,14,1,1,6,30,14,2,4,50,28,6,90,129,70,1,9,4,3,4,5,17,55,4,1,19,3,5,,2,6
2020-10-31,24001,1471,2215,513,17,2020,86,261,130,6,165,10,420,48,104,33,0,654,15,9,64,14,186,29,5,43,37,5,7,14,1,1,6,30,14,2,4,51,28,6,90,129,70,1,9,4,3,4,5,17,55,4,1,19,3,5,,2,6
2020-11-01,24013,1472,2216,513,17,2021,86,261,130,6,166,10,420,48,106,33,0,654,15,9,64,17,186,29,5,43,37,5,7,14,1,1,6,30,14,2,4,52,28,6,90,129,70,1,9,4,3,4,5,17,55,4,1,19,3,5,,2,6
2020-11-02,24017,1473,2216,514,17,2021,86,261,130,6,166,10,420,48,107,33,0,655,15,9,64,18,186,29,5,43,37,5,7,14,1,1,6,30,14,2,4,52,28,6,90,129,71,1,9,5,3,4,5,19,55,4,1,19,3,5,,2,6
2020-11-03,24021,1473,2216,514,17,2021,86,261,130,6,166,10,420,48,108,34,0,656,15,9,64,19,186,29,5,43,37,5,7,14,1,1,6,30,14,2,4,52,28,6,90,130,71,1,9,5,4,4,5,19,55,5,1,19,3,5,,2,6
2020-11-04,24034,1473,2218,514,17,2022,87,261,130,6,166,10,421,48,108,36,0,657,15,9,64,20,186,29,5,43,37,5,7,14,1,1,6,30,14,2,4,53,28,6,91,130,71,1,9,5,4,4,5,19,55,5,1,19,3,5,,2,6
2020-11-05,24047,1474,2218,514,17,2022,87,262,130,6,166,10,421,50,112,36,0,658,15,9,64,21,186,29,5,44,37,5,7,14,1,1,6,30,14,2,4,53,28,6,91,130,71,1,9,5,4,4,5,19,55,5,1,20,3,5,,2,6
2020-11-06,24054,1475,2220,514,17,2022,87,262,130,6,168,10,421,51,112,37,0,658,15,9,64,23,187,29,5,44,37,5,7,14,1,1,6,30,14,2,4,53,28,6,91,132,71,1,9,5,5,4,5,19,55,5,1,20,3,5,,2,6
2020-11-07,24060,1476,2221,514,17,2022,87,262,131,6,168,10,421,52,113,38,0,661,15,9,64,24,187,29,5,44,37,5,7,14,1,1,7,30,14,2,6,53,28,6,91,133,71,1,9,5,5,4,5,19,55,5,1,20,3,5,,2,6
2020-11-08,24074,1477,2222,515,17,2022,87,262,132,6,168,10,421,52,114,38,0,665,15,9,64,25,188,29,5,44,37,5,7,14,1,1,7,30,14,2,6,54,28,6,92,133,71,1,9,5,5,4,5,19,55,5,1,20,3,5,,2,6
2020-11-09,24085,1479,2222,516,17,2022,87,262,132,6,168,10,423,52,115,41,0,668,15,9,64,25,190,29,5,44,37,5,7,14,1,1,7,30,14,2,8,54,28,6,92,134,71,1,9,5,5,4,5,19,55,5,1,21,3,5,,2,6
2020-11-10,24087,1480,2224,516,17,2022,87,264,132,6,170,10,423,52,117,41,0,674,15,9,64,29,193,29,5,44,38,5,7,14,1,1,7,30,14,2,8,54,28,6,93,134,72,1,9,5,5,4,5,20,56,5,2,21,3,5,,2,6
2020-11-11,24096,1482,2226,516,17,2023,87,264,132,6,172,10,423,52,119,41,0,676,15,9,64,31,193,30,5,44,38,5,7,14,1,1,7,30,14,2,10,54,28,6,93,134,72,1,9,5,5,4,5,20,56,5,2,21,3,5,,2,6
2020-11-12,24099,1482,2226,517,17,2023,87,266,133,6,173,10,423,52,121,42,0,681,16,10,64,33,193,30,5,45,38,5,7,14,1,1,7,30,14,2,10,54,28,6,93,135,72,1,9,5,5,4,5,23,56,5,3,21,3,5,,2,6
2020-11-13,24108,1483,2229,517,17,2023,87,266,135,6,173,10,425,52,122,43,0,685,16,10,64,34,194,30,5,45,38,5,7,14,1,1,7,30,14,2,10,54,28,6,94,136,72,1,9,5,5,4,5,24,56,5,3,21,3,5,,2,6
2020-11-14,24118,1486,2229,518,17,2023,87,267,135,6,173,10,425,52,122,43,0,689,16,11,64,35,194,30,5,45,38,5,7,14,1,1,7,30,14,2,10,54,28,6,96,136,72,1,9,5,5,4,5,26,56,5,3,21,3,5,,2,6
2020-11-15,24124,1488,2231,518,17,2026,87,269,135,6,174,10,425,52,123,44,0,694,16,11,64,35,196,30,5,45,38,5,7,14,1,1,7,30,14,2,10,55,28,6,96,139,72,1,9,6,5,4,5,27,56,5,3,21,3,5,,2,6
2020-11-16,24136,1490,2233,518,17,2026,87,269,135,6,175,10,425,52,124,45,0,703,16,11,64,35,197,30,5,46,38,5,7,14,1,1,7,30,14,2,10,55,28,6,96,140,72,1,10,6,5,4,5,27,56,5,3,21,3,5,,2,6
2020-11-17,24146,1490,2234,519,17,2028,87,269,135,6,176,10,425,52,125,46,0,714,16,11,64,36,198,30,5,46,38,5,7,14,1,1,7,30,14,2,10,55,28,6,97,141,73,1,10,6,6,4,5,27,56,5,3,22,3,6,,2,6
2020-11-18,24149,1493,2236,519,17,2029,88,270,135,6,176,11,426,54,126,46,0,718,16,11,64,39,198,30,5,47,38,5,7,14,1,1,7,30,14,2,10,55,28,6,97,142,75,1,10,6,6,5,5,28,56,6,3,22,3,7,,2,6
2020-11-19,24167,1494,2238,519,18,2030,89,271,136,6,177,11,427,55,126,46,0,723,16,11,64,41,198,31,5,48,38,5,7,14,1,1,7,30,14,2,10,56,28,6,98,142,75,1,10,6,6,5,5,29,56,6,3,22,3,7,,2,6
2020-11-20,24188,1498,2238,519,19,2032,89,271,136,6,179,11,427,55,128,46,0,726,16,11,64,43,198,31,5,50,38,5,7,14,1,2,7,30,14,2,11,56,28,7,100,143,77,1,10,6,6,5,5,29,56,6,3,22,3,8,,2,6
2020-11-21,24202,1499,2239,520,19,2032,90,271,136,6,180,11,428,55,129,46,0,735,16,12,64,44,202,31,5,50,38,5,7,14,1,2,8,30,14,2,11,56,28,7,100,144,78,1,10,6,6,6,5,29,56,6,4,22,3,8,,2,6
2020-11-22,24206,1500,2240,522,19,2032,90,271,136,6,183,11,428,55,133,47,0,737,16,12,64,48,202,31,5,50,38,5,7,14,1,2,8,30,14,2,11,56,28,7,101,146,81,1,10,6,7,6,5,29,56,6,5,22,3,8,,2,6
2020-11-23,24218,1500,2241,523,19,2035,90,274,136,6,183,11,428,55,133,48,0,747,16,12,64,49,202,31,5,50,38,5,7,14,1,2,8,30,14,2,11,56,28,8,101,146,82,1,11,6,7,6,5,30,56,6,5,22,3,9,,2,6
2020-11-24,24220,1502,2244,525,19,2036,92,275,136,6,185,12,431,55,135,48,0,755,16,12,64,52,203,31,5,50,38,5,7,14,1,3,8,30,14,2,11,56,28,8,102,146,84,1,11,9,7,6,5,31,56,6,6,23,3,9,,2,6
