,Douglas,Jefferson,Denver,Eagle,El Paso,Arapahoe,Larimer,Gunnison,Pitkin,Adams,Clear Creek,Pueblo,Routt,Summit,Weld,Boulder,Mesa,Garfield,Yuma,Crowley,Grand,Morgan,Broomfield,Park,San Miguel,Chaffee,Elbert,Hinsdale,Montrose,Unknown,La Plata,Logan,Teller,Delta,Fremont,Huerfano,Otero,Kit Carson,Rio Grande,Washington,Alamosa,Costilla,Lincoln,Baca,Moffat,Mineral,Montezuma,Archuleta,Phillips,Lake,Saguache,Custer,Las Animas,Rio Blanco,Ouray,Gilpin,Prowers,San Juan,Cheyenne,Conejos,Bent,Jackson,Sedgwick,Dolores,Kiowa
2021-01-28,226,680,739,17,696,649,189,6,4,600,2,356,19,5,304,231,168,36,15,14,5,88,69,5,0,23,12,0,43,,34,58,14,50,35,17,59,10,10,11,28,2,3,3,22,1,21,1,11,0,4,1,11,3,3,2,21,0,5,4,20,0,2,0,3
2021-01-29,227,683,741,17,696,649,192,6,4,603,2,356,19,5,306,232,169,38,16,14,5,88,69,5,0,23,12,0,45,,34,59,14,50,36,17,59,10,10,12,28,2,3,3,22,1,21,1,11,0,4,1,11,3,3,2,21,0,5,4,20,0,2,0,3
2021-01-30,227,683,743,17,696,649,192,6,4,603,2,356,19,5,306,232,169,38,16,14,5,88,69,5,0,23,12,0,45,,34,59,14,50,36,17,59,10,10,12,28,2,3,3,22,1,21,1,11,0,4,1,11,3,3,2,21,0,5,4,20,0,2,0,3
2021-01-31,227,683,744,17,696,657,192,6,4,609,2,356,19,5,306,232,169,38,16,14,5,88,69,5,0,23,12,0,45,,34,59,14,50,36,17,59,10,10,12,28,2,3,3,22,1,21,1,11,0,4,1,11,3,3,2,21,0,5,4,20,0,2,0,3
2021-02-01,228,683,743,17,705,657,196,6,4,610,2,356,19,5,307,232,173,37,16,14,5,89,70,5,0,23,12,0,45,,34,60,14,52,37,17,59,10,10,12,28,2,3,3,22,1,22,1,11,0,4,1,11,3,3,3,21,0,5,4,20,0,2,0,3
2021-02-02,228,684,745,17,705,657,198,6,4,611,2,355,19,5,307,232,173,37,16,14,5,89,70,5,0,23,12,0,45,,35,60,14,56,37,17,59,10,10,12,28,2,3,3,22,1,22,1,11,0,4,1,11,3,3,3,21,0,5,4,20,0,2,0,3
2021-02-03,228,682,745,17,706,660,199,6,4,612,2,359,19,5,309,232,174,37,16,14,5,89,71,5,0,23,12,0,45,,35,60,14,55,37,17,60,10,10,12,28,2,3,3,22,1,22,1,11,0,4,1,11,3,3,3,21,0,5,4,20,0,2,0,3
2021-02-04,228,684,744,19,712,661,201,6,4,613,2,360,19,5,310,232,174,37,16,14,5,89,71,5,0,23,12,0,45,,35,60,14,55,37,17,60,10,10,12,28,2,3,3,22,1,22,1,11,0,4,1,11,3,3,3,21,0,5,4,20,0,2,0,3
2021-02-05,229,691,744,19,715,666,204,6,4,615,2,359,19,5,310,234,177,37,16,14,5,89,72,5,0,23,12,0,46,,35,61,14,55,38,17,60,10,10,12,28,2,3,3,22,1,23,1,11,0,4,1,11,3,3,3,21,0,5,4,20,0,2,0,3
2021-02-06,229,690,746,20,716,668,208,6,4,618,2,359,19,5,310,234,178,37,16,14,5,89,72,5,0,23,12,0,46,,35,61,14,55,40,17,60,10,10,12,28,2,3,3,22,1,23,1,11,0,4,1,11,3,3,3,21,0,5,4,20,0,2,0,3
2021-02-07,229,690,746,20,716,668,208,6,4,619,2,360,19,5,310,234,179,38,16,14,5,89,72,5,0,23,12,0,49,,35,62,14,55,40,17,61,10,10,12,28,2,3,3,22,1,23,1,11,0,4,1,11,3,3,3,21,0,5,4,20,0,2,0,3
2021-02-08,229,690,748,20,718,668,208,6,4,619,2,360,19,5,310,234,179,38,16,14,5,89,72,5,0,23,12,0,49,,35,62,14,55,40,17,61,10,10,12,28,2,3,3,22,1,23,1,11,0,4,1,11,3,3,3,21,0,5,4,20,0,2,0,3
2021-02-09,229,689,748,20,721,672,208,6,4,620,2,360,19,5,312,234,179,38,16,14,5,89,72,5,0,23,12,0,49,,35,63,14,55,40,17,61,10,10,12,28,2,3,3,22,1,23,1,11,0,4,1,11,3,3,3,21,0,5,4,20,0,2,0,3
2021-02-10,230,691,751,20,722,679,209,6,4,623,2,361,19,5,313,236,180,38,16,14,5,89,72,5,0,23,12,0,50,,35,62,14,56,41,17,61,10,10,12,28,2,3,3,22,1,22,1,11,0,4,1,11,3,3,3,21,0,5,5,21,0,2,0,3
2021-02-11,230,691,751,20,725,681,212,6,4,623,2,361,19,6,313,236,180,39,16,14,5,90,73,5,0,23,12,0,50,,35,62,14,56,41,17,60,10,10,12,28,2,3,3,22,1,22,1,11,0,4,1,11,3,3,3,21,0,5,7,21,0,2,0,3
2021-02-12,230,692,752,20,725,681,212,6,4,623,2,361,19,7,313,242,182,38,16,14,5,90,73,5,0,23,12,0,51,,35,63,14,56,41,17,60,10,10,12,28,2,3,3,22,1,22,1,11,0,4,1,11,3,3,3,21,0,5,7,21,0,2,0,3
2021-02-13,230,695,752,20,727,684,213,6,4,623,2,361,19,7,314,242,184,38,17,14,5,90,73,5,0,23,12,0,51,,36,64,14,56,43,17,61,10,11,12,28,2,3,4,22,1,22,1,11,0,4,1,11,3,3,3,21,0,5,7,21,0,2,0,3
2021-02-14,230,698,752,20,728,684,214,6,4,623,2,362,19,7,314,242,185,38,17,14,5,90,73,5,0,23,12,0,51,,36,64,14,56,43,17,61,10,12,12,28,2,3,4,22,1,22,1,11,0,4,1,11,3,3,3,21,0,5,7,21,0,2,0,3
2021-02-15,230,698,752,20,728,686,214,6,4,623,2,362,19,7,314,242,186,38,17,14,5,90,73,5,0,23,12,0,51,,36,64,14,56,43,17,61,10,12,12,28,2,3,4,22,1,22,1,11,0,4,1,11,3,3,3,21,0,5,7,21,0,2,0,3
2021-02-16,230,698,756,20,728,686,214,6,4,623,2,362,19,8,314,244,186,38,17,14,5,90,73,5,0,23,12,0,51,,37,64,14,56,43,17,61,10,12,12,28,2,3,4,22,1,22,1,11,0,4,1,11,3,3,3,21,0,5,7,21,0,2,0,3
2021-02-17,230,702,760,20,731,686,215,6,4,623,2,362,19,7,315,245,187,38,17,14,5,90,73,5,0,23,12,0,51,,36,63,14,56,44,17,61,10,12,12,28,2,3,4,22,1,22,1,11,0,4,1,11,3,3,3,21,0,5,7,21,0,2,0,3
2021-02-18,230,702,762,20,736,687,217,6,4,625,2,362,19,7,316,245,191,38,17,14,5,90,73,5,0,23,12,0,51,,36,63,14,57,46,17,61,10,12,12,28,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,7,21,0,2,0,3
2021-02-19,230,702,765,20,740,688,218,6,4,625,2,363,19,7,316,245,191,39,17,14,5,90,74,5,0,23,12,0,52,,36,63,14,58,46,17,61,10,12,12,28,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,7,21,0,2,0,3
2021-02-20,230,705,765,20,741,688,218,6,4,626,2,362,19,7,316,245,190,38,17,14,5,90,74,5,0,23,12,0,52,,36,63,14,58,48,17,61,10,12,12,28,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,7,21,0,2,0,3
2021-02-21,230,706,766,20,741,688,219,6,4,627,2,362,19,7,316,245,190,38,17,14,5,90,74,5,0,23,12,0,52,,37,63,14,58,48,17,61,10,12,12,28,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,7,21,0,2,0,3
2021-02-22,230,706,766,20,742,688,219,6,4,627,2,362,19,7,316,245,190,38,17,14,5,90,74,5,0,23,12,0,52,,37,63,14,58,48,17,61,10,12,12,28,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,7,21,0,2,0,3
2021-02-23,230,711,766,20,742,688,221,6,4,627,2,361,19,7,317,246,194,38,17,14,5,90,74,5,0,23,12,0,52,,37,63,14,58,48,17,61,10,12,12,28,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,8,21,0,2,0,3
2021-02-24,230,713,766,20,745,689,222,6,4,627,2,361,19,7,317,246,195,38,17,14,5,90,74,5,0,23,12,0,52,,37,64,14,58,48,17,61,10,12,12,28,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,8,21,0,2,0,3
2021-02-25,230,715,767,20,744,689,222,6,4,627,2,363,19,7,318,246,197,38,17,14,5,90,74,5,0,23,12,0,52,,37,64,14,58,48,17,61,10,12,12,28,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,8,21,0,2,0,3
2021-02-26,230,715,766,20,744,693,222,6,4,628,2,363,19,7,318,246,197,38,17,14,5,90,74,5,0,23,12,0,52,,37,64,14,58,48,17,61,10,12,12,28,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,8,21,0,2,0,3
2021-02-27,230,720,766,20,746,693,222,6,4,628,2,363,19,7,319,246,199,38,17,14,5,90,74,5,0,24,12,0,52,,37,65,14,59,49,16,61,10,13,12,28,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,9,21,0,2,0,3
2021-02-28,230,720,768,20,746,695,222,6,4,628,2,363,19,7,319,246,199,38,17,14,5,90,74,5,0,24,12,0,53,,37,65,14,60,50,16,61,10,13,12,28,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,9,21,0,2,0,3
2021-03-01,230,720,768,20,746,695,222,6,4,628,2,363,19,7,319,246,199,38,17,14,5,90,74,5,0,24,12,0,53,,37,65,14,60,50,16,62,10,13,12,28,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,9,21,0,2,0,3
2021-03-02,230,725,769,20,746,695,222,6,4,628,2,363,19,7,319,247,199,38,17,14,5,90,74,5,0,25,12,0,53,,37,65,14,60,50,16,62,10,13,12,28,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,9,21,0,2,0,3
2021-03-03,231,727,769,21,746,695,224,6,4,630,2,364,19,7,319,247,200,38,17,14,5,90,74,5,0,24,12,0,53,,37,65,14,60,50,16,62,10,13,12,28,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,9,21,0,2,0,3
2021-03-04,231,727,769,21,747,696,224,6,4,631,2,363,19,7,319,247,200,38,17,14,5,90,74,5,0,24,12,0,53,,37,65,14,60,50,16,63,10,13,12,28,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,9,21,0,2,0,3
2021-03-05,231,729,769,21,748,697,225,6,4,631,2,363,19,7,319,248,200,39,17,14,5,90,74,5,0,24,12,0,53,,37,65,14,60,51,16,63,10,13,12,29,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,9,21,0,2,0,3
2021-03-06,231,728,770,21,748,697,224,6,4,631,2,363,19,7,319,248,201,38,17,14,6,90,74,5,0,24,12,0,53,,37,65,14,60,51,16,63,10,13,12,29,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,9,21,0,2,0,3
2021-03-07,231,728,770,21,748,697,224,6,4,631,2,363,19,7,319,248,201,38,17,14,6,90,74,5,0,24,12,0,53,,37,65,14,60,51,16,63,10,13,12,29,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,9,21,0,2,0,3
2021-03-08,233,728,769,22,748,699,224,6,4,631,2,363,19,7,319,248,201,38,17,14,6,90,74,5,0,24,12,0,53,,37,65,14,60,51,16,63,10,13,12,29,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,9,21,0,2,0,3
2021-03-09,233,731,768,22,748,699,225,6,4,631,2,364,19,7,319,248,201,38,17,14,6,90,74,5,0,24,12,0,53,,37,65,14,60,52,16,63,10,13,12,29,2,3,4,22,1,22,1,12,0,4,1,11,3,3,3,21,0,5,9,21,0,2,0,3
2021-03-10,233,730,769,22,748,701,227,6,4,633,2,365,19,7,319,248,201,38,17,14,6,90,74,5,0,24,12,0,53,,37,65,14,60,52,16,63,10,13,12,29,2,3,4,22,1,22,1,13,0,4,1,11,3,3,3,21,0,5,9,21,0,2,0,3
2021-03-11,233,730,771,22,753,702,227,6,4,636,2,366,19,7,319,248,204,38,17,14,6,90,74,5,0,24,12,0,54,,37,65,14,60,52,16,63,10,13,12,29,2,3,4,22,1,22,1,13,0,4,1,11,3,3,3,21,0,5,9,21,0,2,0,3
2021-03-12,233,730,772,22,750,708,227,6,4,636,2,365,19,7,319,249,203,38,17,14,6,90,74,5,0,24,12,0,54,,37,65,14,60,53,16,63,10,13,12,29,2,3,4,22,1,22,1,13,1,4,1,11,3,3,3,21,0,5,9,21,0,2,0,3
2021-03-13,233,730,772,22,750,709,227,6,4,636,2,365,19,7,319,250,205,38,17,14,6,91,74,5,0,24,12,0,54,,37,65,14,60,52,16,63,10,13,12,29,2,3,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,5,9,21,0,2,0,3
2021-03-14,233,730,772,22,750,709,227,6,4,636,2,365,19,7,319,250,205,38,17,14,6,91,74,5,0,24,12,0,54,,37,65,14,60,52,16,63,10,13,12,29,2,3,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,5,9,21,0,2,0,3
2021-03-15,233,730,775,22,750,709,227,6,4,636,2,365,19,7,319,250,205,38,17,14,6,91,74,5,0,24,12,0,54,,37,65,14,60,52,16,63,10,13,12,29,2,3,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,5,9,21,0,2,0,3
2021-03-16,233,732,775,22,752,709,227,6,4,637,2,365,19,7,320,250,206,38,17,14,6,92,74,5,0,24,12,0,54,,37,65,14,60,52,16,63,10,13,12,29,2,3,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,5,9,21,0,2,0,3
2021-03-17,233,733,778,22,753,709,227,6,4,637,2,365,19,7,320,250,208,38,17,14,6,92,74,5,0,24,12,0,54,,37,65,14,60,52,16,63,10,13,12,29,2,3,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,5,9,21,0,2,0,3
2021-03-18,233,731,779,22,753,710,227,6,4,638,2,365,19,7,321,250,208,38,17,14,6,92,74,5,0,24,12,0,56,,37,65,14,60,52,17,63,11,13,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,5,10,21,0,2,0,3
2021-03-19,233,730,778,22,753,710,227,6,4,638,2,365,19,7,321,250,208,38,17,14,6,92,74,5,0,24,12,0,56,,37,65,14,60,52,17,63,11,13,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,5,10,21,0,2,0,3
2021-03-20,234,730,779,22,753,711,227,6,4,639,2,365,19,7,322,250,208,38,17,14,6,92,74,5,0,24,12,0,56,,37,65,14,60,52,17,63,11,13,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-03-21,234,729,779,22,754,711,226,6,4,639,2,364,19,7,323,250,208,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,60,53,16,63,11,13,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-03-22,234,729,780,22,754,711,226,6,4,639,2,364,19,7,323,250,208,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,60,53,16,63,11,13,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-03-23,234,729,782,22,754,711,226,6,4,639,2,364,19,7,322,250,208,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,60,53,16,63,11,13,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-03-24,234,730,783,22,755,715,226,6,4,640,2,364,19,7,321,250,209,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,60,53,16,63,11,13,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-03-25,234,731,786,22,755,715,226,6,4,640,2,364,19,7,321,250,209,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,60,52,16,63,11,13,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-03-26,234,729,786,22,755,715,227,6,4,640,2,364,19,7,322,250,209,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,60,52,16,63,11,13,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-03-27,234,731,786,22,757,715,227,6,4,640,2,364,19,7,321,250,209,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,60,53,16,63,11,13,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-03-28,234,731,785,22,757,715,227,6,4,640,2,364,19,7,322,250,209,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,60,53,16,63,11,13,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-03-29,234,731,786,22,757,716,227,6,4,639,2,364,19,7,322,250,209,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,60,53,16,63,11,13,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-03-30,234,733,786,22,758,716,227,6,4,640,2,364,19,7,323,250,209,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,60,53,16,63,11,13,12,30,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-03-31,234,733,786,22,758,716,227,6,4,641,2,364,19,7,326,250,209,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,60,53,16,63,11,13,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-01,234,733,787,22,761,717,228,6,4,641,2,365,19,7,326,250,209,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,61,53,16,63,11,13,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-02,234,733,787,22,761,717,229,6,4,641,2,365,19,7,326,250,209,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,61,53,16,63,11,13,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-03,234,733,789,22,761,717,229,6,4,641,3,365,19,7,326,250,209,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,61,53,16,63,11,13,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-04,235,733,789,22,761,717,229,6,4,642,3,365,19,7,326,250,209,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,61,53,16,63,11,14,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-05,235,733,789,22,761,717,229,6,4,642,3,365,19,7,326,250,209,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,61,53,16,63,11,14,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-06,235,733,790,22,761,717,229,6,4,643,3,366,19,7,327,250,209,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,61,53,16,63,11,14,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-07,235,733,791,22,761,717,229,6,4,643,3,366,19,7,327,250,209,38,17,14,6,92,74,5,0,24,12,0,57,,37,65,14,61,53,16,63,11,14,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-08,235,733,791,22,762,717,230,6,4,644,3,366,19,7,327,250,210,38,17,14,6,93,74,5,0,24,12,0,57,,37,65,14,61,53,16,63,11,14,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-09,235,733,793,22,763,717,230,6,4,644,3,366,20,7,327,250,209,38,17,14,6,93,74,5,0,24,12,0,57,,37,65,14,61,53,16,63,11,14,12,29,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-10,235,734,793,22,764,717,230,6,4,646,3,366,20,7,327,250,209,38,17,14,6,93,75,5,0,24,12,0,57,,37,65,14,61,53,16,63,11,14,12,30,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-11,235,735,793,22,764,717,230,6,4,646,3,366,20,7,327,250,209,38,17,14,6,93,75,5,0,24,12,0,57,,37,65,14,61,53,16,63,11,14,12,30,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-12,235,735,792,22,764,717,230,6,4,646,3,366,20,7,327,250,209,38,17,14,6,93,75,5,0,24,12,0,57,,37,65,14,61,53,16,63,11,14,12,30,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-13,249,739,792,22,767,754,231,6,4,684,3,366,20,7,327,250,209,38,17,14,6,93,75,5,0,24,12,0,57,,37,65,14,61,53,16,63,11,14,12,30,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-14,249,739,791,22,768,754,231,6,4,685,3,366,20,7,329,250,209,38,17,14,6,93,75,5,0,24,12,0,57,,37,65,14,61,53,16,63,11,14,12,30,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-15,250,738,792,22,771,755,231,6,4,685,3,365,20,7,329,250,209,38,17,14,6,93,75,5,0,24,12,0,57,,38,65,14,61,54,16,63,11,14,12,30,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-16,250,739,793,22,775,759,231,6,4,685,3,365,20,7,329,251,209,38,17,14,6,93,75,5,0,24,12,0,57,,38,65,14,61,54,16,63,11,14,12,30,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-17,250,739,793,22,776,759,231,6,4,685,3,365,20,7,329,251,209,38,17,14,6,93,75,5,0,24,12,0,57,,38,65,14,61,54,16,63,11,14,12,30,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-18,250,739,793,22,777,759,231,6,4,685,3,365,20,7,330,251,209,38,17,15,6,93,75,5,0,24,12,0,57,,38,65,14,61,54,16,63,11,14,12,30,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-19,250,740,793,22,777,761,231,6,4,689,3,365,20,7,330,251,209,38,17,15,6,93,75,5,0,24,12,0,57,,38,65,14,61,54,16,63,11,14,12,30,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-20,251,743,793,22,777,762,231,6,4,690,3,366,20,7,331,251,210,38,17,15,6,93,75,5,0,24,12,0,57,,38,65,14,61,54,16,63,11,14,12,30,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-21,251,743,794,22,777,764,231,6,4,692,3,367,20,7,331,251,210,38,17,15,6,93,75,5,0,24,12,0,57,,38,65,14,61,54,16,63,11,14,12,30,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-22,251,745,794,22,781,764,231,6,4,692,3,367,20,7,332,251,210,38,17,15,6,93,75,5,0,25,12,0,57,,38,65,14,61,54,16,63,11,14,12,30,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-23,251,745,795,22,781,765,231,6,4,695,3,367,20,7,333,251,210,38,17,15,6,93,75,5,0,25,13,0,57,,38,65,14,61,54,16,63,11,14,12,31,2,4,4,22,1,23,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-24,251,747,797,22,783,765,231,6,4,695,3,369,20,7,333,251,210,38,17,15,7,93,75,5,0,25,13,0,58,,38,67,14,61,54,17,63,11,14,12,30,2,4,4,22,1,24,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-25,252,747,798,22,783,767,231,6,4,698,3,369,20,7,333,251,210,38,17,15,7,93,75,5,0,25,13,0,58,,38,67,14,61,54,17,63,11,14,12,30,2,4,4,22,1,24,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-26,252,747,798,22,783,769,231,6,4,698,3,369,20,7,333,251,210,38,17,15,7,93,75,5,0,25,13,0,58,,38,67,14,61,54,17,63,11,14,12,30,2,4,4,22,1,24,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-27,252,748,800,22,783,771,232,6,4,699,3,371,20,7,333,253,210,38,17,15,7,93,75,5,0,25,13,0,57,,39,67,14,61,55,17,63,11,14,12,30,2,4,4,22,1,24,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-28,252,748,800,22,785,771,233,6,4,699,3,371,20,7,334,253,210,38,17,15,7,93,75,5,0,25,13,0,57,,39,67,14,61,55,17,63,11,14,12,30,2,4,4,22,1,24,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-29,252,747,805,22,789,771,233,6,4,701,3,374,20,7,334,253,212,38,17,15,7,93,75,5,0,25,13,0,57,,39,67,14,61,55,17,64,11,14,12,30,2,4,4,22,1,24,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-04-30,253,750,806,22,791,771,233,6,4,701,3,376,20,7,334,254,212,38,17,15,7,93,75,5,0,25,13,0,57,,39,67,14,61,55,17,64,11,14,12,30,2,4,4,22,1,24,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-05-01,253,750,806,22,791,771,233,6,4,701,3,377,20,7,334,254,212,38,17,15,7,93,75,5,0,25,13,0,57,,39,67,14,61,55,17,65,11,14,12,30,2,4,4,22,1,24,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-05-02,253,750,806,22,791,773,233,6,4,701,3,377,20,7,334,254,212,38,17,15,7,93,75,5,0,25,13,0,57,,39,67,14,61,55,17,65,11,14,12,30,2,4,4,22,1,24,1,13,0,4,1,11,4,3,3,21,2,6,10,21,0,2,0,3
2021-05-03,253,751,806,22,791,774,233,6,4,704,3,377,20,7,334,254,212,38,17,15,7,93,75,5,0,25,13,0,57,,39,67,14,61,55,17,65,11,14,12,30,2,4,4,22,1,24,1,13,0,4,1,11,4,3,3,21,2,6,10,21,0,2,0,3
2021-05-04,253,754,806,22,792,774,233,6,4,704,3,382,20,7,336,255,213,38,17,15,7,93,75,5,0,25,13,0,58,,39,67,15,61,55,17,65,11,14,12,30,2,4,4,22,1,24,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-05-05,253,754,807,22,797,774,233,6,4,704,3,383,20,7,337,255,215,38,17,15,7,93,75,5,0,25,13,0,58,,39,67,15,61,56,17,65,11,14,12,30,2,4,4,22,1,24,1,13,0,4,1,11,4,3,3,21,0,6,10,21,0,2,0,3
2021-05-06,253,757,808,22,800,776,233,6,4,709,3,383,20,7,337,255,215,38,17,15,6,93,75,5,0,25,13,0,58,,39,67,15,61,56,17,65,11,14,12,30,2,4,4,22,1,24,1,13,0,4,1,12,4,3,3,21,1,6,10,21,0,2,0,3
2021-05-07,253,759,808,22,801,776,234,6,4,709,3,383,20,7,337,255,215,38,17,15,7,94,75,5,0,25,13,0,58,,39,67,15,61,56,17,65,11,14,12,31,3,4,4,22,1,24,1,13,0,4,1,12,4,3,3,21,0,6,10,21,0,2,0,3
