,Hillsborough,Manatee,Santa Rosa,Broward,Lee,Charlotte,Okaloosa,Volusia,Alachua,Collier,Nassau,Pasco,Pinellas,Miami-Dade,St. Johns,Clay,Duval,Palm Beach,Sarasota,Seminole,Orange,Osceola,Baker,Citrus,Escambia,Lake,Brevard,Polk,Leon,Sumter,Walton,Hernando,Indian River,Jackson,Martin,Monroe,Bay,Highlands,Marion,Putnam,St. Lucie,Bradford,Columbia,DeSoto,Flagler,Unknown,Gadsden,Washington,Levy,Suwannee,Hendry,Glades,Wakulla,Holmes,Calhoun,Union,Gulf,Hardee,Madison,Okeechobee,Franklin,Dixie,Jefferson,Hamilton,Gilchrist,Taylor,Lafayette,Liberty
2021-01-27,1270,493,209,2062,779,290,277,528,164,398,84,516,1269,4768,158,242,891,2139,610,363,912,357,48,336,506,388,622,953,221,177,66,336,222,131,236,40,276,250,572,96,478,38,138,66,69,0,68,31,23,114,55,13,38,34,36,70,32,23,37,57,10,13,21,15,28,33,23,14
2021-01-28,1285,495,209,2069,781,291,283,534,165,402,84,519,1276,4797,160,243,894,2152,615,369,936,358,48,341,513,388,627,960,224,186,66,336,224,133,236,40,281,258,574,98,481,38,138,66,69,0,68,32,23,115,55,13,38,34,36,70,32,23,37,58,10,13,21,15,28,34,23,14
2021-01-29,1293,495,209,2071,785,291,284,534,165,403,91,540,1290,4817,161,243,898,2166,628,372,936,370,48,345,518,424,639,964,228,186,67,338,226,133,236,40,285,259,574,98,483,38,145,66,70,0,69,32,23,115,55,13,41,34,36,70,32,23,37,62,10,13,21,16,28,34,23,14
2021-01-30,1293,495,211,2082,793,292,285,534,166,404,93,539,1288,4845,164,243,902,2166,624,373,938,374,48,344,528,426,650,967,230,186,67,342,226,133,238,40,287,260,575,101,483,38,143,67,70,0,69,32,23,117,55,13,41,34,36,70,32,23,37,63,10,13,22,17,28,34,23,14
2021-01-31,1293,498,215,2092,794,299,286,535,171,404,94,539,1289,4874,166,244,911,2166,624,373,939,374,48,344,528,425,654,967,231,186,68,342,227,133,239,40,290,263,588,101,488,38,143,67,70,0,70,34,23,117,55,13,41,42,36,70,32,23,37,64,10,13,22,17,28,34,23,14
2021-02-01,1319,499,215,2115,794,303,286,535,174,404,94,556,1304,4905,167,244,927,2167,624,378,957,381,48,344,528,435,655,967,235,186,68,342,227,133,239,40,290,263,601,103,488,40,143,67,70,0,70,35,24,118,57,13,41,42,36,70,32,23,37,64,10,13,22,17,28,35,23,14
2021-02-02,1317,503,215,2119,808,303,286,535,174,410,95,561,1305,4907,170,244,929,2199,625,382,958,380,51,353,536,437,655,977,235,186,68,347,232,133,243,40,295,263,602,103,490,44,143,67,71,0,70,35,24,118,57,13,41,42,36,70,32,24,37,64,10,13,22,17,28,35,23,14
2021-02-03,1336,503,217,2125,808,304,288,540,176,413,95,560,1307,4919,170,265,945,2212,638,382,981,379,51,354,538,443,663,979,239,187,69,349,235,133,243,41,296,267,607,103,497,46,143,67,73,0,71,35,24,118,57,13,41,41,36,70,34,24,37,68,10,13,22,18,28,35,23,14
2021-02-04,1342,505,217,2139,813,304,292,541,176,414,95,576,1312,4942,173,266,946,2238,651,385,989,385,51,356,541,453,663,991,245,187,69,353,235,133,256,41,297,266,642,103,501,46,143,67,73,0,72,35,24,118,57,13,41,41,36,70,34,24,37,68,10,13,22,18,28,35,23,14
2021-02-05,1352,506,222,2150,828,305,296,542,179,419,97,577,1330,4964,174,265,949,2249,651,386,1000,384,53,356,550,459,666,1008,248,206,71,353,238,133,256,41,300,272,649,104,501,46,143,67,73,0,74,35,24,118,59,13,42,41,36,70,34,24,37,68,10,13,22,18,28,35,23,14
2021-02-06,1350,506,222,2162,829,306,296,550,182,420,97,576,1331,4979,175,265,954,2249,650,387,1000,384,54,362,562,468,675,1008,250,206,73,353,244,134,258,42,304,274,674,104,508,46,143,68,73,0,75,37,24,118,60,13,42,41,36,70,35,24,38,68,10,14,22,18,28,35,23,14
2021-02-07,1353,508,222,2169,829,310,298,550,183,420,97,576,1335,5011,175,266,982,2250,650,387,1001,384,54,363,563,468,680,1008,250,207,73,353,244,134,258,42,307,274,671,106,508,46,143,68,73,0,75,37,24,118,60,13,42,41,36,70,35,24,39,68,10,14,22,18,28,35,23,14
2021-02-08,1358,510,222,2185,829,313,299,551,185,422,97,578,1345,5039,175,266,992,2269,650,389,1001,384,54,363,563,468,681,1008,252,207,73,355,244,134,258,42,307,280,671,106,508,47,143,69,75,0,75,37,24,118,60,13,43,41,36,70,35,24,39,68,10,14,22,18,28,35,23,14
2021-02-09,1371,510,234,2192,834,313,299,565,186,422,102,591,1344,5058,175,274,993,2277,671,389,1010,396,54,365,569,489,681,1029,252,214,74,355,246,136,262,42,308,280,672,107,516,47,143,69,77,0,75,37,24,118,61,14,43,41,36,70,35,24,39,69,11,14,22,18,28,37,24,14
2021-02-10,1377,510,237,2202,835,313,301,592,186,422,102,597,1357,5062,176,283,997,2294,674,394,1013,396,54,362,580,492,690,1030,256,215,76,363,246,136,262,42,308,282,671,109,516,47,147,69,76,0,75,37,24,118,61,14,44,41,36,70,35,24,39,69,11,14,22,21,28,37,24,14
2021-02-11,1387,513,237,2218,848,320,301,596,189,426,105,595,1372,5081,180,283,1002,2302,676,396,1014,399,54,362,582,494,690,1050,258,215,76,368,248,138,262,42,314,282,672,109,521,48,148,69,76,0,76,38,24,119,62,14,44,41,36,70,35,24,39,69,11,15,22,21,28,37,24,14
2021-02-12,1395,547,238,2229,849,323,307,604,191,428,105,600,1372,5121,180,283,1012,2315,676,398,1014,400,54,362,585,503,697,1050,260,215,76,368,250,138,262,42,315,282,673,110,522,48,148,69,76,0,77,39,25,119,62,14,48,41,36,70,35,25,39,69,11,15,22,21,28,38,24,14
2021-02-13,1395,547,241,2239,854,323,308,604,191,430,106,602,1371,5141,182,283,1016,2322,676,398,1014,400,54,362,593,516,702,1056,259,215,76,368,251,138,268,42,318,286,674,113,522,49,149,69,83,0,77,39,25,119,63,14,51,41,36,70,35,25,39,69,11,15,22,21,28,38,24,14
2021-02-14,1397,547,243,2256,854,331,311,604,195,430,106,602,1371,5170,182,283,1033,2322,676,399,1014,400,54,362,593,516,703,1056,260,215,76,368,252,138,268,42,318,286,676,113,522,49,149,69,83,0,77,39,27,119,64,15,51,42,36,70,35,25,39,69,12,16,22,21,29,38,24,14
2021-02-15,1402,547,243,2266,855,333,311,609,199,431,106,602,1372,5185,182,283,1044,2349,676,404,1029,402,54,363,594,527,704,1057,266,219,76,368,252,140,269,42,318,291,677,117,522,49,149,71,85,0,78,39,29,119,66,15,51,42,37,70,35,25,39,69,12,17,22,21,30,39,24,14
2021-02-16,1418,548,244,2275,861,335,311,611,201,433,107,614,1384,5207,182,283,1047,2355,701,404,1053,412,54,365,598,526,706,1077,265,224,79,369,252,140,269,44,321,290,691,118,523,49,149,71,85,0,78,39,30,125,66,15,51,42,38,70,35,26,39,69,12,17,22,21,30,39,24,14
2021-02-17,1427,564,246,2283,861,338,312,622,203,434,107,619,1385,5229,182,283,1062,2362,700,405,1059,414,54,373,598,525,710,1087,266,224,79,379,252,140,269,44,321,291,700,119,523,49,149,71,86,0,79,40,30,125,65,15,51,42,38,70,35,26,39,69,12,17,22,21,31,39,24,14
2021-02-18,1438,568,247,2297,859,338,312,624,203,438,107,623,1397,5242,182,295,1063,2383,701,405,1059,416,54,376,604,531,714,1094,269,224,79,385,253,140,272,44,322,292,719,119,523,49,149,71,86,0,80,40,30,125,65,15,51,42,39,70,35,26,39,69,12,17,22,21,31,40,24,14
2021-02-19,1447,570,250,2310,864,345,319,633,206,440,107,630,1411,5270,184,297,1075,2394,704,410,1068,417,54,380,607,534,721,1101,272,226,81,387,253,146,273,44,329,294,722,120,526,49,149,72,86,0,80,41,31,125,65,15,51,42,39,70,35,28,39,69,13,18,22,21,31,41,24,14
2021-02-20,1448,575,250,2324,865,348,319,633,208,440,107,631,1414,5280,185,297,1077,2394,715,411,1070,425,54,382,608,541,722,1107,272,226,82,389,256,146,273,44,333,297,735,119,527,49,154,72,86,0,81,41,32,125,67,15,51,43,39,70,36,28,39,70,13,19,22,21,31,41,24,14
2021-02-21,1448,577,251,2340,865,353,321,634,214,443,107,632,1414,5290,186,299,1091,2394,715,411,1070,425,54,384,608,541,728,1107,272,226,82,389,256,146,273,44,335,298,741,122,527,49,155,73,87,0,83,41,33,125,68,15,51,43,39,70,36,29,40,70,13,19,22,21,31,41,24,14
2021-02-22,1455,577,251,2349,865,355,321,635,220,443,107,631,1429,5314,188,299,1109,2412,718,418,1071,432,54,386,608,544,728,1108,273,233,82,394,256,146,273,44,335,298,755,122,528,50,155,72,87,0,83,41,34,126,68,15,51,43,39,70,37,29,40,71,13,19,23,21,31,41,24,15
2021-02-23,1465,575,252,2352,870,355,321,642,222,448,109,636,1430,5338,188,299,1120,2414,725,418,1073,431,56,386,620,541,731,1116,273,234,80,394,259,147,273,46,339,296,771,123,532,52,155,72,87,0,83,41,34,131,70,15,51,43,39,70,37,29,40,75,13,19,24,21,31,41,24,15
2021-02-24,1470,576,256,2361,869,358,322,645,226,450,109,641,1432,5353,188,299,1130,2428,724,419,1075,433,55,391,618,541,736,1133,277,234,80,395,260,147,273,46,338,298,778,123,536,52,155,72,87,0,83,41,34,131,71,15,51,44,40,70,37,29,40,75,13,19,23,21,33,41,24,15
2021-02-25,1484,577,256,2365,869,359,327,650,228,452,109,641,1433,5369,189,304,1139,2443,730,422,1090,435,55,395,622,544,736,1131,276,235,80,398,260,147,273,46,339,298,780,123,543,52,155,73,89,0,83,41,35,131,72,15,51,44,40,70,37,29,42,75,14,19,24,21,33,41,24,15
2021-02-26,1484,586,257,2369,872,359,327,654,228,459,112,646,1438,5396,191,304,1139,2454,730,422,1090,441,55,397,628,554,738,1137,283,238,81,398,261,150,276,46,339,299,782,126,544,52,155,73,89,0,83,47,35,131,72,15,51,44,40,70,39,29,42,75,14,19,24,21,33,41,24,15
2021-02-27,1498,592,262,2374,872,359,327,654,228,459,112,647,1440,5422,195,304,1140,2455,742,423,1090,441,55,397,629,555,741,1139,279,238,81,399,261,150,284,46,343,303,784,126,547,52,155,74,89,0,83,47,35,131,73,15,51,44,40,70,41,29,42,75,16,19,24,21,33,42,24,15
2021-02-28,1502,592,262,2390,872,366,327,655,232,459,112,649,1441,5429,197,304,1164,2457,742,423,1093,444,56,399,629,559,746,1139,283,238,81,399,261,150,284,46,344,307,791,126,547,52,155,75,92,0,84,48,35,131,73,15,52,44,40,70,41,29,43,78,17,19,24,21,35,42,24,15
2021-03-01,1504,595,262,2399,872,370,327,663,234,463,112,649,1451,5449,198,304,1175,2480,742,430,1103,448,56,404,631,560,746,1140,283,238,81,399,261,150,284,46,344,304,803,127,547,52,157,75,92,0,86,48,36,133,73,15,52,44,40,70,41,29,43,78,17,21,24,21,36,42,24,15
2021-03-02,1518,602,262,2408,877,372,327,665,235,461,112,658,1456,5481,198,304,1182,2486,743,430,1105,448,56,404,632,566,751,1150,282,238,81,403,262,150,284,46,346,304,806,127,550,52,157,75,92,0,87,48,36,133,73,15,52,44,40,70,41,30,43,78,17,21,24,21,36,42,24,15
2021-03-03,1521,607,262,2422,877,372,328,666,235,461,112,661,1463,5503,197,315,1186,2490,747,434,1106,447,56,404,633,567,751,1152,286,241,81,403,264,151,292,46,347,307,815,127,551,52,157,74,92,0,87,48,39,133,73,15,52,44,46,70,41,31,43,82,17,21,24,21,36,42,24,16
2021-03-04,1523,608,267,2431,883,372,328,671,235,462,112,664,1465,5511,199,315,1188,2498,749,437,1115,449,56,406,635,574,751,1164,287,243,81,403,267,152,293,46,348,308,827,128,551,52,160,75,92,0,87,48,39,133,73,15,52,44,46,70,41,31,43,81,17,21,24,22,36,42,24,16
2021-03-05,1533,609,267,2438,886,373,331,675,235,464,114,664,1472,5530,199,315,1193,2510,749,438,1116,453,56,411,638,577,761,1164,293,243,81,403,267,152,294,46,351,308,844,128,551,52,161,75,92,0,87,48,40,133,73,15,52,46,46,70,41,31,43,82,17,21,24,22,36,42,24,16
2021-03-06,1535,611,267,2455,889,373,333,677,235,465,116,664,1474,5554,200,315,1193,2508,750,442,1124,453,56,412,637,581,764,1174,291,243,81,403,267,152,294,46,353,308,852,130,551,52,161,75,92,0,87,48,40,133,74,16,52,46,46,70,41,31,43,82,17,21,24,22,36,42,24,16
2021-03-07,1535,612,267,2465,889,373,333,677,236,465,116,664,1480,5558,200,315,1208,2510,750,442,1125,459,56,414,637,583,764,1175,292,243,81,403,267,153,294,46,353,308,855,130,551,52,161,76,93,0,87,48,41,133,75,16,52,46,46,70,41,31,43,83,17,22,24,22,37,42,24,16
2021-03-08,1535,614,269,2477,889,376,334,684,242,465,116,665,1481,5560,198,315,1219,2522,750,442,1125,461,56,414,638,586,764,1176,292,244,81,404,267,155,294,46,353,308,858,130,551,53,162,76,94,0,89,48,43,133,76,16,52,47,46,70,41,31,43,83,17,22,24,22,37,42,24,16
2021-03-09,1555,624,270,2484,894,376,334,683,242,469,116,667,1482,5612,198,315,1218,2523,750,442,1127,461,57,410,646,577,769,1181,293,242,81,420,267,153,291,46,357,311,867,131,552,53,160,76,94,0,88,47,43,134,75,16,52,44,42,70,40,31,43,83,16,22,24,23,37,42,25,15
2021-03-10,1545,619,271,2512,895,379,336,683,248,472,116,667,1481,5619,197,315,1231,2528,751,443,1126,460,57,411,645,576,768,1183,291,242,81,422,268,153,292,47,357,307,877,131,552,53,160,75,93,0,88,47,43,134,75,16,52,44,42,70,40,31,43,83,16,22,24,23,37,42,25,15
2021-03-11,1548,620,274,2520,899,381,337,684,248,472,116,668,1481,5619,198,322,1233,2535,751,443,1137,462,57,412,646,584,772,1191,291,242,81,423,268,153,293,47,358,307,882,131,553,54,160,76,94,0,90,48,43,134,75,16,52,44,42,70,41,31,43,83,16,22,24,23,37,42,25,15
2021-03-12,1551,624,274,2533,899,381,339,686,248,477,116,668,1487,5638,198,324,1234,2545,751,444,1138,465,57,416,649,585,773,1191,293,242,81,430,272,153,293,47,359,307,887,131,555,54,161,77,94,0,90,48,43,135,75,16,52,44,42,70,41,31,43,83,16,22,24,23,37,42,25,15
2021-03-13,1555,626,274,2541,904,383,339,686,249,479,117,671,1501,5651,199,318,1236,2545,751,445,1139,467,57,415,652,587,781,1194,293,242,81,430,272,153,295,47,361,307,887,133,556,54,160,77,94,0,90,48,43,135,75,16,52,44,42,70,41,34,43,83,16,22,24,23,37,42,25,15
2021-03-14,1555,628,274,2547,900,385,341,687,249,480,117,672,1501,5660,198,318,1236,2546,751,445,1140,467,57,417,652,589,781,1193,294,242,81,430,272,153,295,47,361,311,887,133,556,54,160,78,94,0,90,48,43,135,75,16,52,44,42,70,41,34,43,83,16,22,24,23,37,42,25,15
2021-03-15,1555,629,276,2549,900,388,342,693,250,481,117,671,1510,5669,198,318,1246,2569,751,448,1146,470,57,417,652,593,783,1194,294,242,81,430,273,153,295,47,362,311,888,133,556,54,160,79,94,0,91,48,43,135,75,16,52,44,42,70,41,35,43,83,16,22,24,23,37,43,25,15
2021-03-16,1566,630,276,2558,904,388,342,694,250,481,118,671,1520,5688,199,318,1247,2576,751,448,1148,470,57,419,654,594,782,1204,296,242,81,431,273,153,295,47,365,311,897,133,560,54,160,79,94,0,91,48,43,135,75,16,52,45,42,70,41,35,43,83,16,22,24,23,37,43,25,15
2021-03-17,1567,630,276,2569,905,388,342,695,251,481,118,676,1522,5699,200,318,1248,2586,751,448,1149,471,57,419,654,591,784,1203,297,242,81,435,274,153,293,47,365,311,900,133,562,54,161,79,93,0,91,48,43,135,76,16,52,45,42,70,41,35,43,83,16,22,24,23,37,43,25,15
2021-03-18,1573,630,276,2572,905,388,342,697,252,484,118,679,1522,5710,201,323,1258,2594,751,449,1157,471,58,420,659,593,787,1209,296,242,81,435,274,153,299,48,366,312,902,133,563,54,162,79,93,0,91,48,43,135,76,16,52,45,42,70,41,35,43,83,16,22,24,23,37,43,25,17
2021-03-19,1576,630,276,2580,906,388,343,696,252,488,118,680,1524,5716,201,325,1258,2595,751,449,1158,473,59,420,657,593,789,1219,298,242,81,435,275,154,299,48,368,312,904,133,567,54,162,79,93,0,91,48,43,135,76,16,52,45,42,70,41,35,43,83,16,22,24,23,37,43,25,16
2021-03-20,1577,630,276,2591,906,388,343,697,252,490,118,680,1524,5724,200,325,1263,2596,775,449,1160,473,59,420,657,593,789,1218,298,242,81,435,275,154,299,48,368,313,904,133,569,54,162,79,93,0,92,48,43,135,76,19,52,45,42,70,41,37,43,83,16,22,24,23,37,43,25,16
2021-03-21,1578,630,276,2595,906,389,344,697,252,490,118,681,1524,5725,200,325,1275,2596,776,449,1160,473,59,420,657,594,789,1218,298,243,81,435,276,154,299,48,368,313,905,133,569,54,162,79,93,0,92,48,43,135,77,19,53,45,42,70,41,37,43,83,16,22,24,23,37,44,25,16
2021-03-22,1582,630,276,2597,907,389,344,697,252,490,118,681,1526,5728,200,325,1281,2598,777,449,1168,473,59,420,657,594,789,1220,298,243,81,435,277,154,299,48,369,313,905,133,569,54,162,80,93,0,92,48,43,135,77,19,53,46,42,70,41,37,43,83,16,23,24,23,37,45,25,16
2021-03-23,1582,629,276,2603,907,389,344,698,252,490,118,680,1529,5742,201,325,1283,2602,776,449,1169,473,59,420,658,592,790,1221,301,243,81,434,278,154,299,48,369,313,911,133,571,54,162,80,93,0,89,48,43,135,77,19,53,46,42,71,41,37,43,85,16,23,24,23,37,45,25,16
2021-03-24,1582,629,276,2609,909,389,344,700,255,490,118,681,1531,5751,201,325,1283,2603,776,450,1168,473,59,421,658,592,792,1221,301,243,81,433,278,154,300,48,369,314,910,133,573,54,162,80,93,0,89,49,43,135,77,19,53,46,42,70,41,37,43,84,16,23,24,23,37,45,25,16
2021-03-25,1587,632,276,2614,910,389,347,703,255,492,118,682,1536,5767,201,325,1287,2626,776,463,1172,479,59,421,658,592,793,1221,301,243,81,439,278,154,301,48,369,314,912,133,573,54,162,81,95,0,89,49,43,135,77,19,53,46,42,70,41,37,43,84,16,23,24,23,37,45,25,16
2021-03-26,1601,632,277,2614,910,389,348,711,255,492,121,687,1561,5792,202,325,1287,2635,785,461,1172,481,59,424,663,600,802,1236,301,243,83,439,278,154,300,48,375,316,914,133,577,54,162,82,96,0,89,49,43,135,77,19,54,46,42,70,41,37,43,84,16,23,24,23,37,45,25,16
2021-03-27,1601,633,278,2623,910,390,348,711,258,492,122,687,1543,5797,204,325,1293,2635,785,463,1173,481,59,425,664,600,803,1237,301,244,83,439,279,154,302,48,373,317,916,134,577,54,162,83,96,0,89,49,43,135,77,19,55,46,42,70,41,37,43,84,16,23,24,23,37,45,25,16
2021-03-28,1602,633,278,2624,910,390,351,711,258,492,122,687,1543,5814,202,325,1295,2635,785,463,1174,481,59,428,664,600,804,1237,301,244,83,439,280,154,302,48,373,317,916,135,584,54,162,83,96,0,89,49,43,135,77,19,55,46,42,70,41,37,43,84,16,23,24,23,37,45,25,16
2021-03-29,1602,635,278,2629,910,391,351,716,259,492,122,687,1554,5815,202,325,1297,2644,785,466,1181,482,60,428,664,600,806,1237,309,244,83,441,280,154,302,48,373,321,916,135,584,54,162,84,96,0,89,50,43,135,77,19,55,47,42,70,41,37,44,84,16,23,24,23,37,45,25,16
2021-03-30,1611,635,278,2634,913,391,351,716,259,496,122,692,1553,5845,202,325,1297,2645,785,466,1184,484,62,428,664,601,807,1247,303,258,83,441,280,154,302,48,374,320,918,135,584,54,162,85,96,0,90,50,43,135,77,19,55,47,42,70,42,38,44,85,17,22,24,23,38,45,25,16
2021-03-31,1614,635,278,2656,915,392,351,717,259,498,122,692,1554,5855,202,329,1304,2649,787,466,1185,485,62,429,664,606,808,1254,305,257,83,443,282,154,302,48,374,321,919,135,587,54,162,87,96,0,90,50,43,135,77,19,55,47,42,70,42,38,44,85,17,22,24,23,38,45,25,16
2021-04-01,1615,635,278,2666,921,392,351,717,259,498,122,693,1555,5878,203,329,1306,2653,787,468,1188,487,60,429,664,607,809,1260,305,257,83,443,282,155,303,49,375,321,920,135,589,54,162,85,96,0,90,50,44,135,77,19,55,47,42,70,42,39,44,85,17,22,24,23,38,45,25,16
2021-04-02,1618,635,278,2685,921,392,353,723,259,500,122,697,1555,5890,203,329,1306,2659,791,468,1188,487,60,432,666,609,813,1267,306,257,83,443,282,155,304,49,375,322,923,135,591,55,163,86,98,0,90,50,44,135,77,19,55,47,42,71,42,39,44,86,17,22,25,23,38,45,25,16
2021-04-03,1619,635,278,2699,923,392,353,726,259,505,120,697,1557,5900,203,329,1311,2661,791,468,1189,487,61,432,669,610,814,1267,306,261,83,443,282,155,309,49,375,323,926,135,594,55,163,86,99,0,90,50,44,135,77,19,55,47,42,71,42,39,44,86,17,22,25,23,38,45,25,16
2021-04-04,1619,635,278,2701,923,392,353,726,259,505,120,697,1557,5917,203,329,1313,2661,791,468,1189,487,61,433,669,610,814,1267,306,261,83,443,283,155,309,49,375,322,926,135,594,55,163,86,99,0,90,50,44,135,77,19,55,47,42,71,42,39,44,86,17,22,25,23,38,45,25,16
2021-04-05,1621,636,278,2701,923,393,353,727,259,505,120,697,1560,5917,203,329,1314,2672,791,470,1197,487,61,433,669,611,814,1267,310,260,83,443,284,155,309,49,375,323,925,135,594,55,163,86,100,0,90,50,44,135,77,19,55,47,42,71,42,39,44,86,17,22,25,23,38,45,25,16
2021-04-06,1624,636,278,2706,930,393,353,730,259,505,121,696,1559,5924,203,329,1313,2676,793,470,1197,487,60,435,669,611,818,1284,307,262,84,447,284,156,309,49,376,326,927,135,598,55,163,86,102,0,90,50,44,136,77,19,55,47,42,71,42,39,44,86,18,22,25,23,38,45,25,16
2021-04-07,1623,636,279,2709,932,393,355,732,259,505,121,698,1559,5930,203,329,1313,2679,795,471,1197,487,60,435,670,611,825,1284,307,263,84,445,284,156,309,49,376,328,933,136,599,55,163,86,102,0,90,50,44,136,77,19,55,47,42,71,42,40,44,86,18,22,25,23,38,45,26,16
2021-04-08,1630,637,279,2713,935,395,356,736,259,506,121,699,1559,5940,203,331,1318,2685,795,472,1205,488,60,435,670,612,825,1292,308,263,84,449,284,156,311,49,376,328,933,136,601,55,163,86,103,0,90,50,45,136,77,19,55,52,42,71,42,41,44,86,18,23,25,23,38,45,26,16
2021-04-09,1634,637,279,2717,937,395,356,738,261,505,121,702,1565,5954,203,331,1321,2692,798,472,1209,488,60,437,671,619,825,1271,307,263,85,447,289,156,311,49,376,330,938,136,602,55,164,86,102,0,91,50,44,136,77,19,55,51,47,71,42,42,44,87,18,23,27,23,39,45,26,16
2021-04-10,1638,637,279,2721,933,396,356,739,261,505,121,703,1565,5969,203,331,1325,2692,799,472,1212,489,60,437,671,620,828,1275,307,264,85,447,285,156,311,50,377,329,937,136,607,55,164,86,102,0,92,50,45,137,77,19,55,51,47,71,42,42,44,87,18,23,27,24,40,45,26,16
2021-04-11,1637,640,279,2720,933,399,356,739,262,505,121,703,1563,5981,203,331,1337,2690,800,472,1213,489,60,433,672,613,828,1273,307,263,85,447,286,156,310,50,377,329,937,136,604,55,164,86,102,0,92,50,45,137,77,19,55,51,43,71,42,42,44,87,18,23,27,24,40,45,26,16
2021-04-12,1637,645,279,2721,933,399,357,740,262,506,121,703,1565,5980,203,331,1338,2700,800,473,1213,489,60,433,672,616,831,1273,307,264,85,447,287,156,310,50,377,329,938,136,604,55,164,87,104,0,92,50,46,137,77,19,55,51,43,71,42,42,44,87,18,23,27,24,40,45,26,16
2021-04-13,1645,645,282,2723,938,400,357,749,262,504,123,713,1570,5993,203,331,1336,2701,804,473,1213,489,60,432,675,615,836,1275,307,266,85,447,287,156,310,50,377,331,936,136,606,55,164,87,102,0,92,50,46,137,77,19,54,48,43,71,42,42,44,87,17,23,27,24,40,45,26,16
2021-04-14,1646,646,282,2733,940,400,357,753,262,506,123,714,1569,5996,203,331,1341,2704,804,475,1215,490,60,432,675,615,836,1275,307,266,85,447,287,156,311,50,377,331,939,136,606,55,164,87,102,0,92,51,47,137,78,19,54,48,43,71,42,42,44,87,17,23,27,24,41,45,26,16
2021-04-15,1648,646,282,2741,940,400,357,757,262,507,123,716,1576,6014,206,331,1341,2708,804,476,1220,490,60,433,674,615,837,1276,308,266,85,447,287,156,314,50,377,332,942,137,609,55,165,88,105,0,92,51,47,137,78,19,54,48,43,71,42,42,44,87,17,23,27,24,41,45,26,16
2021-04-16,1648,648,282,2762,940,402,357,760,263,510,123,717,1575,6029,206,331,1345,2715,805,477,1222,490,60,432,674,617,840,1285,308,269,86,448,289,156,314,50,377,334,943,138,609,56,165,89,106,0,93,51,48,138,78,19,54,48,43,71,42,42,44,87,17,23,27,24,41,45,26,16
2021-04-17,1659,650,282,2769,943,404,358,761,264,514,124,719,1578,6043,206,331,1349,2717,805,478,1223,492,60,432,675,620,841,1283,309,269,86,448,289,156,314,50,379,335,943,138,611,56,165,89,106,0,93,51,49,138,79,19,54,48,43,71,42,42,44,87,17,23,27,24,42,45,26,16
2021-04-18,1659,652,282,2783,944,404,358,762,266,514,124,719,1578,6044,206,331,1352,2717,805,478,1223,492,60,433,675,620,843,1283,309,269,87,448,290,156,314,50,379,337,943,138,611,56,165,91,106,0,93,51,49,138,79,19,54,48,43,71,42,42,44,87,17,23,27,25,43,45,26,16
2021-04-19,1660,652,282,2784,944,404,359,762,267,514,124,719,1579,6049,206,331,1355,2723,806,480,1227,492,60,434,675,620,843,1283,309,270,87,448,290,157,314,50,379,338,945,138,611,56,165,91,106,0,94,51,49,137,79,19,54,48,43,71,42,42,44,87,17,23,27,25,43,45,26,16
2021-04-20,1658,653,283,2792,947,404,359,768,267,516,124,724,1580,6058,206,331,1356,2725,808,480,1230,492,60,436,675,623,846,1291,309,272,87,449,290,157,314,50,380,338,944,138,611,55,165,91,106,0,94,51,49,137,80,19,54,48,43,71,42,42,44,88,17,23,27,25,43,45,26,16
2021-04-21,1667,653,284,2813,946,406,359,773,267,515,124,727,1587,6059,206,331,1356,2732,808,482,1230,496,60,436,675,622,847,1296,309,273,87,450,290,156,314,50,381,340,948,138,619,55,165,91,106,0,94,51,49,137,80,19,54,49,43,71,43,42,44,88,17,23,27,25,43,45,26,16
2021-04-22,1671,653,284,2848,949,406,359,775,267,516,124,727,1587,6077,207,336,1357,2738,807,482,1230,496,60,436,675,622,847,1292,310,273,87,457,290,156,313,49,381,341,948,140,620,55,165,91,106,0,93,51,49,137,80,19,54,49,43,71,43,42,44,88,17,23,27,25,43,45,26,16
2021-04-23,1673,653,284,2859,953,409,359,777,267,516,124,729,1589,6089,207,336,1364,2740,807,480,1231,496,60,438,675,622,849,1294,310,273,87,459,292,156,313,49,382,341,948,140,620,56,165,91,109,0,93,51,50,137,80,19,54,49,43,71,43,42,44,88,17,24,27,25,43,45,26,16
2021-04-24,1679,655,284,2860,954,409,359,780,271,516,124,735,1592,6097,207,336,1370,2742,807,480,1230,496,60,438,675,622,852,1295,311,273,87,459,293,156,313,49,382,342,948,141,621,56,165,91,112,0,93,51,50,137,80,19,54,49,43,71,43,42,44,88,17,24,27,25,43,45,26,16
2021-04-25,1680,658,284,2865,954,410,361,780,271,517,124,735,1592,6112,208,336,1371,2742,807,480,1230,496,60,438,675,623,852,1296,311,273,87,459,293,156,313,49,382,342,948,141,621,56,165,92,113,0,93,51,51,137,80,19,54,49,43,71,43,42,45,88,17,24,27,25,43,45,26,16
2021-04-26,1682,660,284,2868,955,411,360,780,273,517,124,735,1596,6125,208,336,1372,2751,807,486,1237,499,60,438,675,623,853,1297,312,273,87,462,293,156,313,49,382,342,948,143,621,56,167,92,113,0,93,51,51,137,81,19,54,49,43,71,43,42,45,88,17,24,27,25,43,45,26,16
